dutch_prof,n,gate_estimate,std_error,ci_low,ci_high,gate_true
0,1302,7.464542446367592,0.15672604697845474,7.15735939428982,7.771725498445363,7.633705659035924
1,1469,6.1270779633171415,0.14031719728850192,5.852056256631678,6.402099670002605,6.123124009763796
2,1504,4.502813373620898,0.14196242579232018,4.224567019067951,4.781059728173846,4.612330286963576
3,725,2.9096579989909337,0.2139582608588948,2.4902998077075,3.3290161902743676,3.130030755005266
