Variable,OLS_coef,OLS_se,OLS_pval,TWFE_coef,TWFE_se,TWFE_pval
log_GDPpc,0.24054827140316465,0.12999174683225204,0.06589122878759923,0.2931120975263695,0.0779786998527278,0.00023124358782822263
log_GDPpc2,-0.027898856286234747,0.015323209785526686,0.07032350942210353,-0.03196940917303754,0.008958796789230217,0.00046154158782996113
log_GDPpc3,0.001015637525738402,0.0005928095858502431,0.08839586178605341,0.0011223694186990134,0.0003415243695194389,0.0012225991638348255
