code_Coutry_Region,Country_ISO,year,Latitude,Longitude,log_GDP_pc_Region,log_Light_ppix_Region,satyear_1,satyear_2,satyear_3,satyear_4,satyear_5,satyear_6,satyear_7
841,PAN,2008,8.539392,-80.426061,8.467080116271973,0.2332373410463333,0,0,0,0,0,0,1
841,PAN,2000,8.539392,-80.426061,8.0833892822265625,0.44211000204086304,0,0,0,0,1,0,0
841,PAN,2005,8.539392,-80.426061,8.371686935424805,0.5133585929870605,0,0,0,0,0,1,0
841,PAN,1996,8.539392,-80.426061,8.25621223449707,0.23043227195739746,0,0,1,0,0,0,0
726,MEX,2000,19.137088,-103.917966,9.364696502685547,1.7111859321594238,0,0,0,0,1,0,0
726,MEX,2005,19.137088,-103.917966,9.376623153686523,1.5944103002548218,0,0,0,0,0,1,0
726,MEX,1995,19.137088,-103.917966,9.243324279785156,1.827824354171753,0,0,1,0,0,0,0
726,MEX,2010,19.137088,-103.917966,9.477594375610352,2.0759470462799072,0,0,0,0,0,0,0
1438,URY,1995,-34.137596,-57.64751,9.218886375427246,0.15509392321109772,0,0,1,0,0,0,0
1438,URY,2000,-34.137596,-57.64751,9.350765228271484,0.448089599609375,0,0,0,0,1,0,0
1389,USA,2010,38.999146,-105.533702,10.748555183410645,1.0791857242584229,0,0,0,0,0,0,0
1389,USA,2000,38.999146,-105.533702,10.735787391662598,0.8650115728378296,0,0,0,0,1,0,0
1389,USA,2005,38.999146,-105.533702,10.790810585021973,0.6894262433052063,0,0,0,0,0,1,0
1389,USA,1995,38.999146,-105.533702,10.52267074584961,0.8226559162139893,0,0,1,0,0,0,0
842,PAN,2000,9.173372,-80.012567,9.677120208740234,0.571732759475708,0,0,0,0,1,0,0
842,PAN,1996,9.173372,-80.012567,9.5394926071167,0.6002187728881836,0,0,1,0,0,0,0
419,HND,2003,15.662235,-85.604889,7.961021423339844,-0.45458564162254333,0,0,0,0,1,0,0
842,PAN,2008,9.173372,-80.012567,9.991612434387207,0.48179295659065247,0,0,0,0,0,0,1
842,PAN,2005,9.173372,-80.012567,9.82444953918457,0.5521666407585144,0,0,0,0,0,1,0
419,HND,1995,15.662235,-85.604889,7.853000164031982,-0.6624428033828735,0,0,1,0,0,0,0
419,HND,2000,15.662235,-85.604889,7.805307388305664,-0.4750262498855591,0,0,0,0,1,0,0
420,HND,2000,14.616679,-87.616178,8.044965744018555,0.38682299852371216,0,0,0,0,1,0,0
420,HND,1995,14.616679,-87.616178,8.044727325439453,0.0917992889881134,0,0,1,0,0,0,0
420,HND,2003,14.616679,-87.616178,8.184898376464844,0.37766432762145996,0,0,0,0,1,0,0
58,BGD,2005,23.548246,90.988823,7.1771626472473145,1.1782608032226562,0,0,0,0,0,1,0
58,BGD,1999,23.548246,90.988823,6.963336944580078,1.2397081851959229,0,0,0,1,0,0,0
58,BGD,1995,23.548246,90.988823,6.866945266723633,1.2869787216186523,0,0,1,0,0,0,0
857,PRY,2008,-22.843168,-57.116284,8.448531150817871,-1.325311303138733,0,0,0,0,0,0,1
857,PRY,2002,-22.843168,-57.116284,8.182856559753418,-1.3285014629364014,0,0,0,0,1,0,0
857,PRY,1992,-22.843168,-57.116284,8.254961013793945,-3.0386157035827637,1,0,0,0,0,0,0
1390,USA,2000,41.62584,-72.727512,10.945601463317871,3.448136806488037,0,0,0,0,1,0,0
1390,USA,2010,41.62584,-72.727512,10.997286796569824,3.556856632232666,0,0,0,0,0,0,0
1390,USA,2005,41.62584,-72.727512,11.006507873535156,3.3215789794921875,0,0,0,0,0,1,0
1390,USA,1995,41.62584,-72.727512,10.766666412353516,3.480938673019409,0,0,1,0,0,0,0
930,ROU,1995,44.244027,28.2476,9.01565933227539,1.0263978242874146,0,0,1,0,0,0,0
930,ROU,2000,44.244027,28.2476,9.00021743774414,1.2621437311172485,0,0,0,0,1,0,0
930,ROU,2005,44.244027,28.2476,9.455246925354004,1.395545482635498,0,0,0,0,0,1,0
930,ROU,2010,44.244027,28.2476,9.834348678588867,1.8598289489746094,0,0,0,0,0,0,0
421,HND,2000,14.912424,-88.887992,7.595605850219727,0.030433133244514465,0,0,0,0,1,0,0
421,HND,1995,14.912424,-88.887992,7.511487007141113,-0.8747243881225586,0,0,1,0,0,0,0
421,HND,2003,14.912424,-88.887992,8.1332244873046875,0.04132822901010513,0,0,0,0,1,0,0
174,CHL,2010,-30.624582,-70.887021,9.421753883361816,0.2818102538585663,0,0,0,0,0,0,0
174,CHL,1995,-30.624582,-70.887021,8.491313934326172,-0.7507579922676086,0,0,1,0,0,0,0
174,CHL,2000,-30.624582,-70.887021,8.872980117797852,-0.3852328062057495,0,0,0,0,1,0,0
858,PRY,1992,-25.191862,-56.945806,8.305842399597168,-0.4976250231266022,1,0,0,0,0,0,0
858,PRY,2002,-25.191862,-56.945806,8.126999855041504,0.9038835763931274,0,0,0,0,1,0,0
858,PRY,2008,-25.191862,-56.945806,8.332541465759277,0.8751392364501953,0,0,0,0,0,0,1
219,COL,2000,8.35342,-75.794539,8.479164123535156,0.6989415884017944,0,0,0,0,1,0,0
219,COL,2010,8.35342,-75.794539,8.59647274017334,1.0061752796173096,0,0,0,0,0,0,0
219,COL,1995,8.35342,-75.794539,8.259472846984863,0.5285890698432922,0,0,1,0,0,0,0
219,COL,2005,8.35342,-75.794539,8.537091255187988,0.44180870056152344,0,0,0,0,0,1,0
18,ARG,2005,-28.773196,-57.79752,8.828451156616211,-0.8631265163421631,0,0,0,0,0,1,0
18,ARG,1995,-28.773196,-57.79752,8.828038215637207,-0.7708138823509216,0,0,1,0,0,0,0
18,ARG,2000,-28.773196,-57.79752,8.842684745788574,-0.6771673560142517,0,0,0,0,1,0,0
422,HND,2003,15.401173,-87.988528,8.290138244628906,2.1378042697906494,0,0,0,0,1,0,0
422,HND,2000,15.401173,-87.988528,8.218718528747559,2.2233588695526123,0,0,0,0,1,0,0
422,HND,1995,15.401173,-87.988528,8.1885223388671875,1.9345020055770874,0,0,1,0,0,0,0
1298,TUR,1995,40.562264,34.650574,8.592145919799805,-0.3372252583503723,0,0,1,0,0,0,0
1298,TUR,2000,40.562264,34.650574,8.998923301696777,0.47083643078804016,0,0,0,0,1,0,0
1096,ESP,2000,43.125689,-8.464641,9.874161720275879,2.4849557876586914,0,0,0,0,1,0,0
1096,ESP,1995,43.125689,-8.464641,9.759356498718262,2.4963808059692383,0,0,1,0,0,0,0
1096,ESP,2010,43.125689,-8.464641,10.262213706970215,2.807934284210205,0,0,0,0,0,0,0
1096,ESP,2005,43.125689,-8.464641,10.084771156311035,2.3145196437835693,0,0,0,0,0,1,0
279,ECU,1999,-0.864913,-78.883952,8.473851203918457,0.48687174916267395,0,0,0,1,0,0,0
279,ECU,1996,-0.864913,-78.883952,8.186805725097656,0.42345574498176575,0,0,1,0,0,0,0
279,ECU,2005,-0.864913,-78.883952,8.790727615356445,0.5223167538642883,0,0,0,0,0,1,0
931,ROU,1995,45.938136,25.990753,8.873372077941895,0.5841500163078308,0,0,1,0,0,0,0
931,ROU,2005,45.938136,25.990753,9.010931968688965,0.7831058502197266,0,0,0,0,0,1,0
931,ROU,2000,45.938136,25.990753,8.860518455505371,1.0982078313827515,0,0,0,0,1,0,0
931,ROU,2010,45.938136,25.990753,9.254438400268555,1.5246318578720093,0,0,0,0,0,0,0
1344,UKR,2010,45.273395,34.332986,8.5566558837890625,1.2319753170013428,0,0,0,0,0,0,0
1344,UKR,2005,45.273395,34.332986,8.42381763458252,0.7373827695846558,0,0,0,0,0,1,0
438,HUN,2010,46.427485,20.23572,9.591775894165039,2.0520870685577393,0,0,0,0,0,0,0
438,HUN,2005,46.427485,20.23572,9.50039005279541,1.8060424327850342,0,0,0,0,0,1,0
438,HUN,2000,46.427485,20.23572,9.324559211730957,1.7624706029891968,0,0,0,0,1,0,0
1097,ESP,2000,39.896096,-2.195505,9.829891204833984,1.0229835510253906,0,0,0,0,1,0,0
1097,ESP,2010,39.896096,-2.195505,10.05935287475586,1.5873278379440308,0,0,0,0,0,0,0
1097,ESP,2005,39.896096,-2.195505,9.97288703918457,0.6809113025665283,0,0,0,0,0,1,0
1097,ESP,1995,39.896096,-2.195505,9.673684120178223,0.7689951062202454,0,0,1,0,0,0,0
220,COL,1995,4.822681,-74.10671,9.424294471740723,1.774645447731018,0,0,1,0,0,0,0
220,COL,2005,4.822681,-74.10671,8.993951797485352,1.4420385360717773,0,0,0,0,0,1,0
220,COL,2010,4.822681,-74.10671,9.122631072998047,2.0167396068573,0,0,0,0,0,0,0
220,COL,2000,4.822681,-74.10671,8.919083595275879,1.6829490661621094,0,0,0,0,1,0,0
319,SLV,2010,13.853405,-89.021482,8.405085563659668,2.313183546066284,0,0,0,0,0,0,0
319,SLV,1999,13.853405,-89.021482,8.398526191711426,1.8058111667633057,0,0,0,1,0,0,0
319,SLV,1996,13.853405,-89.021482,8.227422714233398,1.5993988513946533,0,0,1,0,0,0,0
872,PER,2010,-13.173635,-72.179626,8.7501220703125,-0.7767820954322815,0,0,0,0,0,0,0
872,PER,2005,-13.173635,-72.179626,8.314643859863281,-1.7366917133331299,0,0,0,0,0,1,0
872,PER,2001,-13.173635,-72.179626,8.058368682861328,-1.6660479307174683,0,0,0,0,1,0,0
872,PER,1995,-13.173635,-72.179626,8.106816291809082,-1.5431594848632812,0,0,1,0,0,0,0
1098,ESP,2005,39.71187,-6.160314,9.8550262451171875,0.7213501930236816,0,0,0,0,0,1,0
1098,ESP,1995,39.71187,-6.160314,9.570147514343262,0.7421925067901611,0,0,1,0,0,0,0
1098,ESP,2010,39.71187,-6.160314,9.931397438049316,1.1699072122573853,0,0,0,0,0,0,0
1098,ESP,2000,39.71187,-6.160314,9.647846221923828,0.8579201698303223,0,0,0,0,1,0,0
1099,ESP,1995,36.554192,-5.759945,9.583621978759766,2.2093393802642822,0,0,1,0,0,0,0
1099,ESP,2000,36.554192,-5.759945,9.811235427856445,2.3382277488708496,0,0,0,0,1,0,0
1099,ESP,2010,36.554192,-5.759945,10.011899948120117,2.6412198543548584,0,0,0,0,0,0,0
1099,ESP,2005,36.554192,-5.759945,10.000521659851074,2.332127571105957,0,0,0,0,0,1,0
661,LVA,1995,57.211652,25.438859,8.388622283935547,-0.025180915370583534,0,0,1,0,0,0,0
661,LVA,2005,57.211652,25.438859,9.0446138381958,0.2767530381679535,0,0,0,0,0,1,0
661,LVA,2000,57.211652,25.438859,8.6162261962890625,0.4298786520957947,0,0,0,0,1,0,0
19,ARG,1995,-32.095152,-63.771408,9.369893074035645,0.011808259412646294,0,0,1,0,0,0,0
1100,ESP,2000,37.99269,-4.809142,9.691628456115723,1.5671323537826538,0,0,0,0,1,0,0
19,ARG,2005,-32.095152,-63.771408,9.563261985778809,0.03800170496106148,0,0,0,0,0,1,0
1100,ESP,2005,37.99269,-4.809142,9.8395414352417,1.5405030250549316,0,0,0,0,0,1,0
1100,ESP,1995,37.99269,-4.809142,9.582805633544922,1.4214078187942505,0,0,1,0,0,0,0
1100,ESP,2010,37.99269,-4.809142,9.955074310302734,2.0133793354034424,0,0,0,0,0,0,0
19,ARG,2000,-32.095152,-63.771408,9.439403533935547,0.10815665870904922,0,0,0,0,1,0,0
1189,TZA,1994,-6.885063,39.263827,7.891339302062988,2.2890803813934326,0,1,0,0,0,0,0
1189,TZA,2010,-6.885063,39.263827,8.03076457977295,2.829005002975464,0,0,0,0,0,0,0
1189,TZA,2005,-6.885063,39.263827,7.703068733215332,2.2684476375579834,0,0,0,0,0,1,0
1189,TZA,2000,-6.885063,39.263827,7.735602855682373,2.3986122608184814,0,0,0,0,1,0,0
1475,VNM,2006,15.631082,107.964332,7.513399600982666,0.29689672589302063,0,0,0,0,0,1,0
1475,VNM,1995,15.631082,107.964332,6.900173664093018,-0.9448614716529846,0,0,1,0,0,0,0
1475,VNM,2008,15.631082,107.964332,7.998376369476318,0.2567455470561981,0,0,0,0,0,0,1
1475,VNM,2000,15.631082,107.964332,7.2120537757873535,-0.36346402764320374,0,0,0,0,1,0,0
640,KOR,2010,35.893357,128.63224,9.771758079528809,4.028496265411377,0,0,0,0,0,0,0
640,KOR,1995,35.893357,128.63224,9.339022636413574,3.8739423751831055,0,0,1,0,0,0,0
640,KOR,2005,35.893357,128.63224,9.657679557800293,3.9248971939086914,0,0,0,0,0,1,0
640,KOR,2000,35.893357,128.63224,9.540071487426758,3.9317681789398193,0,0,0,0,1,0,0
1476,VNM,2000,12.626277,108.038951,7.1155314445495605,-1.0149110555648804,0,0,0,0,1,0,0
1476,VNM,1995,12.626277,108.038951,7.330896854400635,-2.3885035514831543,0,0,1,0,0,0,0
1476,VNM,2008,12.626277,108.038951,7.8861799240112305,-0.6385990381240845,0,0,0,0,0,0,1
1476,VNM,2006,12.626277,108.038951,7.379669666290283,-0.3524274528026581,0,0,0,0,0,1,0
301,EGY,2007,31.120761,31.63583,9.114710807800293,3.3496041297912598,0,0,0,0,0,1,0
301,EGY,1992,31.120761,31.63583,9.090169906616211,2.7002346515655518,1,0,0,0,0,0,0
301,EGY,1998,31.120761,31.63583,8.538555145263672,3.054600238800049,0,0,0,1,0,0,0
1144,SWE,2005,60.959808,14.347699,10.363747596740723,0.8941345810890198,0,0,0,0,0,1,0
1144,SWE,2000,60.959808,14.347699,10.28246021270752,1.2603355646133423,0,0,0,0,1,0,0
1144,SWE,2010,60.959808,14.347699,10.424487113952637,1.7593262195587158,0,0,0,0,0,0,0
1144,SWE,1995,60.959808,14.347699,10.166780471801758,1.5878794193267822,0,0,1,0,0,0,0
932,ROU,2005,44.864977,25.496806,8.866350173950195,1.688278317451477,0,0,0,0,0,1,0
932,ROU,2010,44.864977,25.496806,9.346147537231445,2.3868536949157715,0,0,0,0,0,0,0
932,ROU,1995,44.864977,25.496806,8.668017387390137,1.7761123180389404,0,0,1,0,0,0,0
932,ROU,2000,44.864977,25.496806,8.458967208862305,1.8950071334838867,0,0,0,0,1,0,0
302,EGY,1992,31.35926,31.716254,9.00401782989502,2.8902089595794678,1,0,0,0,0,0,0
302,EGY,2007,31.35926,31.716254,8.969940185546875,3.6017038822174072,0,0,0,0,0,1,0
302,EGY,1998,31.35926,31.716254,8.895689964294434,3.257570505142212,0,0,0,1,0,0,0
843,PAN,2005,8.187136,-77.879104,7.957672595977783,-3.7577757835388184,0,0,0,0,0,1,0
843,PAN,2008,8.187136,-77.879104,8.124161720275879,-3.7025370597839355,0,0,0,0,0,0,1
843,PAN,2000,8.187136,-77.879104,8.032341957092285,-4.035852909088135,0,0,0,0,1,0,0
843,PAN,1996,8.187136,-77.879104,7.9711527824401855,-4.605170249938965,0,0,1,0,0,0,0
755,MNG,2004,49.903959,106.178929,7.985376358032227,-0.9555114507675171,0,0,0,0,0,1,0
755,MNG,2000,49.903959,106.178929,7.608530044555664,-0.24396319687366486,0,0,0,0,1,0,0
755,MNG,2010,49.903959,106.178929,8.40848445892334,0.9675840139389038,0,0,0,0,0,0,0
755,MNG,1995,49.903959,106.178929,7.877688884735107,-0.11888253688812256,0,0,1,0,0,0,0
662,LVA,2000,55.946216,26.503521,8.605712890625,0.9417585730552673,0,0,0,0,1,0,0
662,LVA,1995,55.946216,26.503521,8.665576934814453,0.6938614845275879,0,0,1,0,0,0,0
662,LVA,2005,55.946216,26.503521,9.009562492370605,0.7405498623847961,0,0,0,0,0,1,0
1391,USA,2010,38.998434,-75.512919,10.69518756866455,3.375063896179199,0,0,0,0,0,0,0
1391,USA,2005,38.998434,-75.512919,10.737229347229004,2.976076602935791,0,0,0,0,0,1,0
1391,USA,2000,38.998434,-75.512919,10.644116401672363,3.1696507930755615,0,0,0,0,1,0,0
1391,USA,1995,38.998434,-75.512919,10.515893936157227,3.054478406906128,0,0,1,0,0,0,0
459,IND,2000,28.646519,77.10898,8.692935943603516,3.900296211242676,0,0,0,0,1,0,0
459,IND,1993,28.646519,77.10898,8.34705924987793,3.7610490322113037,1,0,0,0,0,0,0
459,IND,2005,28.646519,77.10898,8.964550018310547,3.8963818550109863,0,0,0,0,0,1,0
459,IND,2010,28.646519,77.10898,9.349649429321289,4.046647071838379,0,0,0,0,0,0,0
1299,TUR,1995,37.742092,29.26535,8.69276237487793,0.6581318974494934,0,0,1,0,0,0,0
1299,TUR,2000,37.742092,29.26535,9.208650588989258,0.7974671721458435,0,0,0,0,1,0,0
59,BGD,1999,23.866487,90.367611,7.780515670776367,2.06793212890625,0,0,0,1,0,0,0
59,BGD,1995,23.866487,90.367611,7.699204921722412,2.0449488162994385,0,0,1,0,0,0,0
59,BGD,2005,23.866487,90.367611,7.971988201141357,2.0877127647399902,0,0,0,0,0,1,0
2,ALB,2009,41.589105000000004,20.249534,8.67557430267334,-0.13839653134346008,0,0,0,0,0,0,1
2,ALB,2001,41.589105000000004,20.249534,8.255826950073242,-0.14953963458538055,0,0,0,0,1,0,0
60,BGD,1999,25.865334,88.624041,7.089154243469238,0.3863597512245178,0,0,0,1,0,0,0
60,BGD,2005,25.865334,88.624041,7.291915416717529,0.502448558807373,0,0,0,0,0,1,0
60,BGD,1995,25.865334,88.624041,6.963126182556152,0.7491881847381592,0,0,1,0,0,0,0
1392,USA,2010,38.910675,-77.009741,11.262473106384277,4.143134593963623,0,0,0,0,0,0,0
1392,USA,1995,38.910675,-77.009741,10.76427173614502,4.143134593963623,0,0,1,0,0,0,0
1392,USA,2000,38.910675,-77.009741,10.910202026367188,4.143134593963623,0,0,0,0,1,0,0
1392,USA,2005,38.910675,-77.009741,11.164314270019531,4.142579555511475,0,0,0,0,0,1,0
727,MEX,1995,19.272579,-99.128955,10.095662117004395,3.844733715057373,0,0,1,0,0,0,0
727,MEX,2005,19.272579,-99.128955,10.35088062286377,3.7852165699005127,0,0,0,0,0,1,0
727,MEX,2000,19.272579,-99.128955,10.304937362670898,3.8190758228302,0,0,0,0,1,0,0
727,MEX,2010,19.272579,-99.128955,10.302947044372559,3.8712639808654785,0,0,0,0,0,0,0
1300,TUR,1995,38.141829,40.347272,8.331281661987305,0.4024028778076172,0,0,1,0,0,0,0
1300,TUR,2000,38.141829,40.347272,8.701695442199707,0.6293537616729736,0,0,0,0,1,0,0
1345,UKR,2010,48.289186,34.857352,9.216694831848145,1.8906582593917847,0,0,0,0,0,0,0
1345,UKR,2005,48.289186,34.857352,9.015514373779297,1.581741452217102,0,0,0,0,0,1,0
663,LVA,2000,56.548726,23.128478,8.484352111816406,-0.30731481313705444,0,0,0,0,1,0,0
663,LVA,2005,56.548726,23.128478,8.91231632232666,0.0658736452460289,0,0,0,0,0,1,0
663,LVA,1995,56.548726,23.128478,8.606314659118652,0.019902529194951057,0,0,1,0,0,0,0
132,BGR,2010,43.649005,27.927865,9.191368103027344,1.3645702600479126,0,0,0,0,0,0,0
132,BGR,1995,43.649005,27.927865,8.878376007080078,0.938332736492157,0,0,1,0,0,0,0
132,BGR,2005,43.649005,27.927865,8.92169189453125,1.1151134967803955,0,0,0,0,0,1,0
132,BGR,2000,43.649005,27.927865,8.842106819152832,0.9551664590835571,0,0,0,0,1,0,0
1190,TZA,2005,-5.898896,35.922704,6.544041633605957,-3.27649188041687,0,0,0,0,0,1,0
1190,TZA,1994,-5.898896,35.922704,6.28652286529541,-3.1299731731414795,0,1,0,0,0,0,0
1190,TZA,2000,-5.898896,35.922704,6.406474590301514,-3.026153564453125,0,0,0,0,1,0,0
1190,TZA,2010,-5.898896,35.922704,6.753163814544678,-2.1915509700775146,0,0,0,0,0,0,0
933,ROU,2005,44.139572,23.611971,8.896622657775879,0.8615607023239136,0,0,0,0,0,1,0
933,ROU,2010,44.139572,23.611971,9.399100303649902,1.5378448963165283,0,0,0,0,0,0,0
933,ROU,2000,44.139572,23.611971,8.509052276611328,0.9776000380516052,0,0,0,0,1,0,0
933,ROU,1995,44.139572,23.611971,8.557401657104492,0.8489551544189453,0,0,1,0,0,0,0
896,POL,2005,51.089738,16.410745,9.566391944885254,2.1882271766662598,0,0,0,0,0,1,0
896,POL,2000,51.089738,16.410745,9.420246124267578,2.1757874488830566,0,0,0,0,1,0,0
896,POL,2010,51.089738,16.410745,9.966111183166504,3.103236198425293,0,0,0,0,0,0,0
896,POL,1995,51.089738,16.410745,9.161909103393555,2.132661819458008,0,0,1,0,0,0,0
1346,UKR,2010,48.046977,37.669492,9.084933280944824,2.2146856784820557,0,0,0,0,0,0,0
1346,UKR,2005,48.046977,37.669492,9.060955047607422,1.8367713689804077,0,0,0,0,0,1,0
1477,VNM,2000,10.921938,107.203394,9.061243057250977,1.5791951417922974,0,0,0,0,1,0,0
1477,VNM,2008,10.921938,107.203394,8.7570343017578125,2.066387176513672,0,0,0,0,0,0,1
1477,VNM,2006,10.921938,107.203394,9.62336540222168,2.03113055229187,0,0,0,0,0,1,0
1477,VNM,1995,10.921938,107.203394,8.574125289916992,0.8526495099067688,0,0,1,0,0,0,0
1478,VNM,2000,10.564178,105.607849,7.329327583312988,0.7980784773826599,0,0,0,0,1,0,0
1478,VNM,1995,10.564178,105.607849,7.18380069732666,-0.05759747326374054,0,0,1,0,0,0,0
1478,VNM,2006,10.564178,105.607849,7.521416187286377,1.2683480978012085,0,0,0,0,0,1,0
1478,VNM,2008,10.564178,105.607849,7.982091903686523,1.2433370351791382,0,0,0,0,0,0,1
756,MNG,1995,48.175975,115.537383,6.9759135246276855,-4.571135997772217,0,0,1,0,0,0,0
756,MNG,2010,48.175975,115.537383,7.989081859588623,-3.592735528945923,0,0,0,0,0,0,0
756,MNG,2004,48.175975,115.537383,7.57564115524292,-4.605170249938965,0,0,0,0,0,1,0
756,MNG,2000,48.175975,115.537383,6.907219409942627,-4.605170249938965,0,0,0,0,1,0,0
757,MNG,1995,44.548153,109.839116,7.403689861297607,-4.605170249938965,0,0,1,0,0,0,0
757,MNG,2010,44.548153,109.839116,7.911192417144775,-3.5123026371002197,0,0,0,0,0,0,0
757,MNG,2004,44.548153,109.839116,7.768957614898682,-4.605170249938965,0,0,0,0,0,1,0
757,MNG,2000,44.548153,109.839116,7.419478416442871,-4.564003944396973,0,0,0,0,1,0,0
793,NLD,1995,52.862563,6.618342,10.096699714660645,2.7753303050994873,0,0,1,0,0,0,0
793,NLD,2010,52.862563,6.618342,10.314128875732422,3.183445930480957,0,0,0,0,0,0,0
793,NLD,2000,52.862563,6.618342,10.260599136352539,2.7388317584991455,0,0,0,0,1,0,0
793,NLD,2005,52.862563,6.618342,10.280601501464844,2.435086965560913,0,0,0,0,0,1,0
1369,ARE,2009,24.921811,55.38649,10.732722282409668,3.3760643005371094,0,0,0,0,0,0,1
1369,ARE,2001,24.921811,55.38649,11.747138977050781,3.0106046199798584,0,0,0,0,1,0,0
1369,ARE,2005,24.921811,55.38649,11.400952339172363,3.1059207916259766,0,0,0,0,0,1,0
237,HRV,2000,42.86632,17.562823,9.476408004760742,1.6704187393188477,0,0,0,0,1,0,0
237,HRV,2005,42.86632,17.562823,9.804533004760742,1.6281782388687134,0,0,0,0,0,1,0
237,HRV,2010,42.86632,17.562823,10.039360046386719,2.1529152393341064,0,0,0,0,0,0,0
758,MNG,2000,45.485494,106.319757,7.563007831573486,-4.605170249938965,0,0,0,0,1,0,0
758,MNG,2010,45.485494,106.319757,8.210233688354492,-3.7968409061431885,0,0,0,0,0,0,0
758,MNG,2004,45.485494,106.319757,8.366231918334961,-4.605170249938965,0,0,0,0,0,1,0
758,MNG,1995,45.485494,106.319757,7.821440696716309,-4.605170249938965,0,0,1,0,0,0,0
728,MEX,2010,24.935195,-104.920015,9.370768547058105,0.057818345725536346,0,0,0,0,0,0,0
728,MEX,2000,24.935195,-104.920015,9.163662910461426,-0.2907121181488037,0,0,0,0,1,0,0
728,MEX,1995,24.935195,-104.920015,9.022183418273926,-0.3919009268283844,0,0,1,0,0,0,0
728,MEX,2005,24.935195,-104.920015,9.302393913269043,-0.45625361800193787,0,0,0,0,0,1,0
1439,URY,1995,-33.036229,-56.017975,8.976166725158691,-1.513847827911377,0,0,1,0,0,0,0
1439,URY,2000,-33.036229,-56.017975,9.07645320892334,-1.3114447593688965,0,0,0,0,1,0,0
3,ALB,2001,41.447333,19.630373,8.548752784729004,1.8625388145446777,0,0,0,0,1,0,0
3,ALB,2009,41.447333,19.630373,8.98861312866211,2.168180465698242,0,0,0,0,0,0,1
487,IDN,2010,-7.73061,112.696995,8.856043815612793,2.2851004600524902,0,0,0,0,0,0,0
487,IDN,1996,-7.73061,112.696995,8.497998237609863,1.7526934146881104,0,0,1,0,0,0,0
487,IDN,2005,-7.73061,112.696995,8.633356094360352,1.6946238279342651,0,0,0,0,0,1,0
488,IDN,2005,1.358696,116.37173,10.315149307250977,-0.9393888711929321,0,0,0,0,0,1,0
488,IDN,2010,1.358696,116.37173,10.326343536376953,-0.1894809603691101,0,0,0,0,0,0,0
488,IDN,1996,1.358696,116.37173,10.07170581817627,-1.066445231437683,0,0,1,0,0,0,0
489,IDN,2010,-9.256063,122.204223,7.640133380889893,-1.2300162315368652,0,0,0,0,0,0,0
489,IDN,2005,-9.256063,122.204223,7.467877388000488,-1.957841157913208,0,0,0,0,0,1,0
489,IDN,1996,-9.256063,122.204223,7.602184772491455,-2.0408883094787598,0,0,1,0,0,0,0
699,MKD,2000,41.827559,22.405664,8.53504753112793,0.9958859086036682,0,0,0,0,1,0,0
699,MKD,2010,41.827559,22.405664,9.244058609008789,1.0367357730865479,0,0,0,0,0,0,0
699,MKD,2005,41.827559,22.405664,8.635178565979004,0.7159169912338257,0,0,0,0,0,1,0
1374,GBR,2000,52.250457,0.539993,10.245190620422363,2.9850213527679443,0,0,0,0,1,0,0
1374,GBR,2010,52.250457,0.539993,10.312432289123535,3.1611247062683105,0,0,0,0,0,0,0
1374,GBR,1995,52.250457,0.539993,10.116310119628906,3.0395302772521973,0,0,1,0,0,0,0
1374,GBR,2005,52.250457,0.539993,10.375983238220215,2.8015573024749756,0,0,0,0,0,1,0
510,IRN,2005,37.971047,46.590851,9.009222030639648,1.286959171295166,0,0,0,0,0,1,0
510,IRN,2010,37.971047,46.590851,9.18486499786377,1.728317141532898,0,0,0,0,0,0,0
510,IRN,2000,37.971047,46.590851,8.869242668151855,1.2219504117965698,0,0,0,0,1,0,0
622,KAZ,2010,48.787475,81.519942,9.811275482177734,-0.5542095899581909,0,0,0,0,0,0,0
622,KAZ,2005,48.787475,81.519942,9.131413459777832,-1.4485280513763428,0,0,0,0,0,1,0
622,KAZ,1995,48.787475,81.519942,8.980447769165039,-1.3127825260162354,0,0,1,0,0,0,0
622,KAZ,2000,48.787475,81.519942,8.961294174194336,-1.2881978750228882,0,0,0,0,1,0,0
772,MAR,2005,33.439354,-2.567056,8.565814971923828,-0.2870791256427765,0,0,0,0,0,1,0
1135,LKA,2005,7.722911,81.416297,8.073047637939453,0.8167294263839722,0,0,0,0,0,1,0
1135,LKA,2010,7.722911,81.416297,8.568787574768066,1.3589450120925903,0,0,0,0,0,0,0
1135,LKA,1999,7.722911,81.416297,7.940316677093506,0.639473021030426,0,0,0,1,0,0,0
789,NPL,1999,27.156322,87.211427,7.06358003616333,-1.0126739740371704,0,0,0,1,0,0,0
789,NPL,2006,27.156322,87.211427,7.3276753425598145,-0.7564035654067993,0,0,0,0,0,1,0
772,MAR,2010,33.439354,-2.567056,8.461376190185547,0.41164642572402954,0,0,0,0,0,0,0
1135,LKA,1995,7.722911,81.416297,7.690927028656006,0.5973082780838013,0,0,1,0,0,0,0
772,MAR,2000,33.439354,-2.567056,8.3140287399292,-0.3884866237640381,0,0,0,0,1,0,0
892,PHL,2010,11.516523,124.962506,8.04955768585205,-0.12350961565971375,0,0,0,0,0,0,0
892,PHL,1992,11.516523,124.962506,7.5251359939575195,-1.924877405166626,1,0,0,0,0,0,0
892,PHL,1997,11.516523,124.962506,7.6541852951049805,-0.7606731057167053,0,0,0,1,0,0,0
