Country_ISO,year,pred_GDP_pc_Region,GDP_pc_Region,Light_Region,Light_Country,Pop_Region,Pop_Country
FRA,2010,31420.716796875,24929.453125,452021,13348811,1434738.25,60325296
FRA,1995,23296.7109375,21208.4453125,328365,8228387,1607362.625,57294620
FRA,2000,26147.248046875,25490.662109375,330111,8693546,1608598.125,58381492
FRA,2005,26677.021484375,25963.74609375,293985,7795275,1609006.5,59434792
FRA,2010,29839.4609375,26458.513671875,537575,13348811,1604836.5,60325296
FRA,1995,24040.859375,20078.37109375,387230,8228387,2733877.5,57294620
FRA,2000,27867.06640625,24809.51171875,462899.5,8693546,2795470.75,58381492
FRA,2005,29208.474609375,26589.150390625,401285.5,7795275,2856411,59434792
FRA,2010,32153.69140625,26550.416015625,760026,13348811,2909719.75,60325296
FRA,1995,23514.56640625,21627.072265625,436401,8228387,2428045.75,57294620
FRA,2000,26431.859375,25780.24609375,445339,8693546,2467107.75,58381492
FRA,2005,27550.0234375,26547.974609375,390711.5,7795275,2504731,59434792
FRA,2010,30015.7578125,26737.931640625,684936,13348811,2534280.25,60325296
FRA,1995,23097.697265625,21962.9609375,253238,8228387,1359875.375,57294620
FRA,2000,26160.767578125,27245.353515625,269674.5,8693546,1356325.5,58381492
FRA,2005,27398.03125,27516.86328125,241687,7795275,1351101.75,59434792
FRA,2010,29952.677734375,26852.462890625,453237,13348811,1340420,60325296
FRA,1995,23785.66796875,21783.5,205805,8228387,1123027.125,57294620
FRA,2000,26179.060546875,25481.009765625,220116.5,8693546,1134117.125,58381492
FRA,2005,27896.955078125,25648.078125,216906,7795275,1144772,59434792
FRA,2010,31433.54296875,25412.16796875,412335,13348811,1151775.375,60325296
FRA,1995,25682.212890625,24913.220703125,286316,8228387,1728893.375,57294620
FRA,2000,29128.27734375,26558.1171875,293846,8693546,1753370.5,58381492
FRA,2005,30799.587890625,27199.79296875,258033,7795275,1775924.25,59434792
FRA,2010,33583.11328125,27956.3125,504206,13348811,1792045.75,60325296
FRA,1995,24469.427734375,18675.892578125,425061,8228387,2209160,57294620
FRA,2000,27612.6796875,22242.123046875,424293,8693546,2315770.25,58381492
FRA,2005,29060.630859375,23567.29296875,384402.5,7795275,2428482,59434792
FRA,2010,30765.88671875,25221.103515625,588238,13348811,2543548.25,60325296
FRA,1995,22180.048828125,18979.80078125,108381,8228387,721031.4375,57294620
FRA,2000,25401.580078125,23522.185546875,127101,8693546,714240.5625,58381492
FRA,2005,25953.470703125,24636.3671875,115956,7795275,706643.75,59434792
FRA,2010,28460.5234375,24286.94921875,193702,13348811,696408.125,60325296
FRA,1995,24806.45703125,20842.880859375,436748,8228387,2331727,57294620
FRA,2000,27701.591796875,23782.712890625,433640.5,8693546,2334280.75,58381492
FRA,2005,29509.994140625,24741.5859375,403669,7795275,2333160.75,59434792
FRA,2010,32209.48828125,24464.826171875,761991,13348811,2322551.25,60325296
FRA,1995,23311.6015625,20390.46875,426654,8228387,2511484.75,57294620
FRA,2000,26528.681640625,25150.419921875,471560,8693546,2584937.25,58381492
FRA,2005,27905.869140625,27115.5078125,423184.5,7795275,2661742,59434792
FRA,2010,29805.814453125,28412.251953125,672196,13348811,2737220.75,60325296
FRA,1995,27353.38671875,20209.73046875,499004,8228387,3928869.25,57294620
FRA,2000,31449.46484375,22537.275390625,508583.5,8693546,3942995.5,58381492
FRA,2005,33540.2265625,23941.048828125,433536.5,7795275,3949378.75,59434792
FRA,2010,37403.3046875,25689.48046875,690831,13348811,3937626.5,60325296
FRA,1995,24219.96484375,21219.40625,460273,8228387,3120455.5,57294620
FRA,2000,27738.20703125,26004.66015625,522919,8693546,3211258.75,58381492
FRA,2005,29291.57421875,27203.33203125,482052,7795275,3300452.5,59434792
FRA,2010,31515.69921875,28666.15234375,807239,13348811,3378885.5,60325296
FRA,1995,24966.873046875,19971.021484375,372507,8228387,1849837.375,57294620
FRA,2000,28193.888671875,23540.7265625,391284,8693546,1875558.875,58381492
FRA,2005,28949.15625,23913.71484375,328077,7795275,1899861,59434792
FRA,2010,32624.830078125,24412.408203125,638880,13348811,1917714.625,60325296
FRA,1995,23563.234375,19472.529296875,298463,8228387,1596118.375,57294620
FRA,2000,26886.8671875,23759.515625,324468,8693546,1618435.375,58381492
FRA,2005,27406.2890625,25067.689453125,287578.5,7795275,1639779.5,59434792
FRA,2010,30080.205078125,25770.673828125,470120,13348811,1655913.875,60325296
FRA,1995,24656.123046875,21652.548828125,634013,8228387,4330714,57294620
FRA,2000,27774.498046875,26228.2890625,642421,8693546,4478754,58381492
FRA,2005,29169.53125,28191.328125,568787.5,7795275,4629795.5,59434792
FRA,2010,30923.966796875,30027.396484375,857066,13348811,4772464,60325296
FRA,1995,25274.404296875,23849.890625,903417,8228387,5540095.5,57294620
FRA,2000,28906.69921875,29234.728515625,1006999.5,8693546,5713236,58381492
FRA,2005,30267.220703125,30198.966796875,887167,7795275,5888423.5,59434792
FRA,2010,32613.3203125,32488.78515625,1506158,13348811,6054347,60325296
FRA,1995,28224.1796875,41518.625,582668,8228387,10903782,57294620
FRA,2000,31612.958984375,45104.91015625,558469.5,8693546,11075764,58381492
FRA,2005,33673.80859375,46577.86328125,508000,7795275,11225651,59434792
FRA,2010,35556.76171875,53770.79296875,710423,13348811,11340063,60325296
DEU,1995,25698.751953125,23814.986328125,450699,8230313,2848610,81404960
DEU,2000,26760.498046875,25192.966796875,441610.5,7971036.5,2864611.5,81762840
DEU,2005,28831.09765625,26320.650390625,361611,7010227,2872574,81611584
DEU,2010,33044.17578125,29616.1171875,827715,14079356,2878289.5,81111280
DEU,1995,25155.853515625,23798.3828125,293707,8230313,1762234.375,81404960
DEU,2000,25936.125,24805.146484375,262826,7971036.5,1706867,81762840
DEU,2005,28243.189453125,25862.08984375,235693.5,7010227,1645327.125,81611584
DEU,2010,33669.05859375,28937.330078125,547004,14079356,1581891.75,81111280
DEU,1995,29228.564453125,24289.783203125,542939,8230313,4547473,81404960
DEU,2000,30354.40234375,25062.939453125,520785,7971036.5,4379443.5,81762840
DEU,2005,32580.927734375,27490.630859375,452199.5,7010227,4232173,81611584
DEU,2010,37861.96484375,30406.84765625,948904,14079356,4115284.5,81111280
DEU,1995,26094.587890625,22354.341796875,348502,8230313,2744708.75,81404960
DEU,2000,27333.046875,24354.1484375,362607,7971036.5,2594862.75,81762840
DEU,2005,29856.880859375,26309.92578125,289055,7010227,2472298,81611584
DEU,2010,35015.890625,29668.9609375,690593,14079356,2381006.25,81111280
DEU,1995,26648.974609375,22156.5234375,306552,8230313,2505792.5,81404960
DEU,2000,27804.841796875,24451.259765625,304321,7971036.5,2421233.5,81762840
DEU,2005,30290.95703125,26403.455078125,264387,7010227,2321657,81611584
DEU,2010,35756.57421875,29636.435546875,600914,14079356,2213587,81111280
DEU,1995,28427.45703125,30477.251953125,925199,8230313,10325059,81404960
DEU,2000,29489.654296875,32662.5703125,868240.5,7971036.5,10550239,81762840
DEU,2005,32908.25390625,34811.55859375,888050,7010227,10692305,81611584
DEU,2010,36992.40625,38996.1484375,1608746,14079356,10768869,81111280
DEU,1995,27514.91796875,30646.251953125,1245540,8230313,11917925,81404960
DEU,2000,28538.255859375,33935.8515625,1235029,7971036.5,12176063,81762840
DEU,2005,31673.22265625,37129.89453125,1281134,7010227,12341599,81611584
DEU,2010,35778.47265625,40900.94140625,2405776,14079356,12435975,81111280
DEU,1995,35833.5546875,27734.10546875,94185,8230313,3152305.5,81404960
DEU,2000,37104.62109375,26932.701171875,90043.5,7971036.5,3096773.75,81762840
DEU,2005,40657.203125,27076.91796875,87597.5,7010227,3016629.5,81611584
DEU,2010,43524.109375,31728.09765625,100051,14079356,2919787.25,81111280
DEU,1995,35001.3671875,35913.13671875,37980,8230313,561230.875,81404960
DEU,2000,36541.1796875,39024.4921875,37458.5,7971036.5,551265.5,81762840
DEU,2005,38169.07421875,43405.64453125,32883.5,7010227,537033.5625,81611584
DEU,2010,42710.046875,48658.2109375,42260,14079356,519929.78125,81111280
DEU,1995,35205.64453125,45733.59765625,74269,8230313,1608410.875,81404960
DEU,2000,36832.0234375,48931.8828125,72758,7971036.5,1620862.25,81762840
DEU,2005,40287.7109375,53635.65625,69682,7010227,1619678.125,81611584
DEU,2010,43189.35546875,57307.6484375,82176,14079356,1608163,81111280
DEU,1995,28178.271484375,32614.9921875,499495,8230313,5998082.5,81404960
DEU,2000,29462.443359375,35075.40625,507924,7971036.5,6046635,81762840
DEU,2005,31772.1796875,38530.2421875,445957,7010227,6045599.5,81611584
DEU,2010,36127.44921875,42987.86328125,871964,14079356,6007225,81111280
DEU,1995,27617.68359375,25015.84765625,1032182,8230313,7894389,81404960
DEU,2000,28939.49609375,26357.23046875,1033582.5,7971036.5,8018901.5,81762840
DEU,2005,29842.306640625,27924.111328125,772808.5,7010227,8083565,81611584
DEU,2010,35371.76171875,31325.53515625,1740885,14079356,8103093.5,81111280
DEU,1995,30541.548828125,28168.947265625,1471884,8230313,17828936,81404960
DEU,2000,31620.345703125,29297.466796875,1388635.5,7971036.5,17926324,81762840
DEU,2005,33542.3671875,31341.689453125,1104586.5,7010227,17884250,81611584
DEU,2010,37993.625,35276.53125,2053860,14079356,17739092,81111280
DEU,1995,27230.51171875,25134.0390625,439114,8230313,3962255.75,81404960
DEU,2000,28963.626953125,26177.0625,422539,7971036.5,4016382.5,81762840
DEU,2005,30730.169921875,27676.392578125,367497.5,7010227,4038181.25,81611584
DEU,2010,36194.31640625,31164.06640625,799921,14079356,4035283.25,81111280
DEU,1995,30899.705078125,25916.837890625,88466,8230313,1066669.625,81404960
DEU,2000,30844.03125,27006.046875,83106.5,7971036.5,1051217.375,81762840
DEU,2005,34756.68359375,30857.388671875,74880,7010227,1027500.4375,81611584
DEU,2010,39094.01953125,34241.39453125,142207,14079356,998007.125,81111280
DEU,1995,27717.31640625,26181.287109375,379600,8230313,2680880.5,81404960
DEU,2000,28885.728515625,26926.265625,339570,7971036.5,2741156,81762840
DEU,2005,30408.29296875,27790.6953125,282204.5,7010227,2781217.25,81611584
DEU,2010,35976.3046875,30935.34765625,616380,14079356,2805797.25,81111280
GRC,1995,16264.904296875,15786.00390625,80774,916429,589446.3125,9778811
GRC,2000,18809.033203125,16133.62890625,106370,1133633,584920.375,9919164
GRC,2005,22240.162109375,18500.529296875,107279,1080017.5,571092.875,9934317
GRC,2010,23053.265625,19695.134765625,167034,1681787,551914.5625,9883144
GRC,1995,15755.7236328125,14863.0068359375,77600,916429,661612,9778811
GRC,2000,18388.501953125,18889.2109375,110422.5,1133633,618309.25,9919164
GRC,2005,21574.392578125,21918.263671875,104532.5,1080017.5,571633.5,9934317
GRC,2010,22603.474609375,20667.044921875,180435,1681787,525805.8125,9883144
GRC,1995,17765.560546875,18360.259765625,177367,916429,1678420.375,9778811
GRC,2000,20462.021484375,20011.68359375,217952.5,1133633,1702247.75,9919164
GRC,2005,23877.533203125,22575.744140625,206411.5,1080017.5,1697652.625,9934317
GRC,2010,24853.271484375,20296.486328125,315581,1681787,1675259.5,9883144
GRC,1995,16717.552734375,18636.478515625,54751,916429,520431.78125,9778811
GRC,2000,18878.814453125,21424.697265625,57614.5,1133633,519250.15625,9919164
GRC,2005,22177.384765625,25012.56640625,54340.5,1080017.5,509421.46875,9934317
GRC,2010,23661.2109375,23585.345703125,92727,1681787,494521.25,9883144
GRC,1995,16635.98046875,19292.357421875,60286,916429,398267.625,9778811
GRC,2000,18925.05078125,22753.09375,67827,1133633,397618.40625,9919164
GRC,2005,22229.623046875,25777.142578125,63902.5,1080017.5,390333.90625,9934317
GRC,2010,22983.392578125,27523.74609375,97594,1681787,379157.875,9883144
GRC,1995,16217.3232421875,14975.619140625,144549,916429,1310291.5,9778811
GRC,2000,19124.73828125,18910.0234375,178543.5,1133633,1242700.5,9919164
GRC,2005,21844.677734375,20857.625,164770,1080017.5,1162722.25,9934317
GRC,2010,23260.525390625,19510.55078125,276779,1681787,1080397.25,9883144
GRC,1995,18165.138671875,21535.93359375,233664,916429,3867178.25,9778811
GRC,2000,20884.1328125,24525.330078125,278266.5,1133633,4158256.75,9919164
GRC,2005,24629.19140625,29045.63671875,274640.5,1080017.5,4399201.5,9934317
GRC,2010,25293.912109375,32493.810546875,389524,1681787,4607594.5,9883144
GRC,1995,16462.25,16225.662109375,87438,916429,753163.4375,9778811
GRC,2000,19635.466796875,18360.859375,116636.5,1133633,695860.875,9919164
GRC,2005,22259.046875,21395.12890625,104141,1080017.5,632258.5625,9934317
GRC,2010,23070.267578125,19260.25390625,162113,1681787,568493.625,9883144
GTM,1995,3305.572509765625,808.28778076171875,2757,134214,666134.875,9951577
GTM,2005,3941.41845703125,3240.2099609375,5295.5,212886,930822.8125,12920625
GTM,2008,4494.125,2989.291259765625,5462,237946.5,1028851.8125,13925460
GTM,1995,3363.017822265625,1989.59423828125,940,134214,233738.15625,9951577
GTM,2005,4238.08056640625,2778.185546875,3077.5,212886,328048.4375,12920625
GTM,2008,4828.7490234375,2563.03857421875,3163,237946.5,360903.1875,13925460
GTM,1995,4187.0283203125,1062.8028564453125,4436,134214,324099.40625,9951577
GTM,2005,4966.99609375,3439.94677734375,7574,212886,440995.3125,12920625
GTM,2008,5680.64599609375,3045.3720703125,8444.5,237946.5,483066.5,13925460
GTM,1995,3789.734619140625,2196.44873046875,2376,134214,278225.75,9951577
GTM,2005,4646.42919921875,6118.314453125,5836,212886,350713.34375,12920625
GTM,2008,5232.7822265625,5619.66796875,5428.5,237946.5,377263.125,13925460
GTM,1995,3034.906005859375,2122.200927734375,4675,134214,279925.34375,9951577
GTM,2005,3495.704833984375,2556.2314453125,6423,212886,446323.8125,12920625
GTM,2008,3947.12451171875,2571.873291015625,6003.5,237946.5,497885.71875,13925460
GTM,1995,3942.079833984375,3066.0146484375,2851,134214,123836.4296875,9951577
GTM,2005,4636.69091796875,5476.37109375,4681.5,212886,154080.859375,12920625
GTM,2008,5364.2919921875,6173.89794921875,5639.5,237946.5,164673.171875,13925460
GTM,1995,4242.66650390625,1505.205322265625,14534,134214,509349.53125,9951577
GTM,2005,4913.52685546875,8087.94775390625,19917.5,212886,686763.9375,12920625
GTM,2008,5657.24169921875,7160.2216796875,23435.5,237946.5,747724.125,13925460
GTM,1995,5342.79248046875,19552.587890625,38957,134214,2022644.25,9951577
GTM,2005,6169.2177734375,12882.1826171875,46685,212886,2690550,12920625
GTM,2008,7042.6533203125,14685.681640625,53403,237946.5,2894625.5,13925460
GTM,1995,3444.076416015625,792.56298828125,3002,134214,768941.875,9951577
GTM,2005,4409.4833984375,2190.65576171875,11385,212886,985552.5,12920625
GTM,2008,4971.59765625,1922.920166015625,10604,237946.5,1061595.375,13925460
GTM,1995,3591.660400390625,2710.82861328125,5444,134214,300928.21875,9951577
GTM,2005,4065.012451171875,7945.1611328125,6281,212886,353999.3125,12920625
GTM,2008,4519.767578125,7158.79638671875,5066,237946.5,372014.34375,13925460
GTM,1995,3619.295166015625,1988.459228515625,1288,134214,234355.984375,9951577
GTM,2005,4607.7958984375,1822.7095947265625,4555.5,212886,278314.40625,12920625
GTM,2008,5237.58984375,1903.200439453125,4642,237946.5,293000.125,13925460
GTM,1995,3711.65283203125,1557.242919921875,2724,134214,368306.53125,9951577
GTM,2005,4745.72802734375,1655.401611328125,9855.5,212886,444355.84375,12920625
GTM,2008,5380.5126953125,1799.6724853515625,9903.5,237946.5,472051.625,13925460
GTM,1995,4405.00732421875,1749.8314208984375,7976,134214,576514.875,9951577
GTM,2005,5145.6552734375,3938.46826171875,11707,212886,678118.1875,12920625
GTM,2008,6052.958984375,5235.8759765625,13944,237946.5,713143.375,13925460
GTM,1995,3419.794677734375,729.825927734375,2729,134214,523725.03125,9951577
GTM,2005,4222.05712890625,2754.7666015625,7325,212886,760022.125,12920625
GTM,2008,4944.9052734375,2418.10546875,9829,237946.5,844218.8125,13925460
GTM,1995,3990.93359375,2832.573486328125,3216,134214,229904.265625,9951577
GTM,2005,4665.02001953125,5297.68603515625,4961,212886,279895.4375,12920625
GTM,2008,5337.546875,7042.8447265625,5364.5,237946.5,297526.09375,13925460
GTM,1995,4993.07470703125,2387.739990234375,9392,134214,348168.84375,9951577
GTM,2005,5687.9423828125,7001.86328125,9685.5,212886,501298.65625,12920625
GTM,2008,6520.54931640625,6198.68994140625,12528.5,237946.5,552094.0625,13925460
GTM,1995,4085.23681640625,763.058837890625,7657,134214,725459.8125,9951577
GTM,2005,4878.94091796875,2171.906005859375,14019,212886,842744.3125,12920625
GTM,2008,5612.55859375,2887.415283203125,16344,237946.5,883245.4375,13925460
GTM,1995,3809.05078125,2004.0216064453125,3229,134214,289343.90625,9951577
GTM,2005,4608.9736328125,4313.48583984375,6964.5,212886,335146.34375,12920625
GTM,2008,5277.56640625,3886.932861328125,7603,237946.5,350609.25,13925460
GTM,1995,4258.58154296875,1380.5419921875,3129,134214,249195.4375,9951577
GTM,2005,5084.6494140625,2379.74853515625,5581.5,212886,333486.28125,12920625
GTM,2008,5861.99169921875,3163.68994140625,6795.5,237946.5,361618.25,13925460
GTM,1995,4107.03076171875,1816.135009765625,5236,134214,371319.3125,9951577
GTM,2005,4810.32275390625,5668.466796875,8095,212886,469028.4375,12920625
GTM,2008,5480.2333984375,7535.77880859375,8513.5,237946.5,503623.625,13925460
GTM,1995,4276.59033203125,1088.2542724609375,4071,134214,353679.78125,9951577
GTM,2005,5102.4521484375,2030.820068359375,7295.5,212886,418981.6875,12920625
GTM,2008,5913.83642578125,2699.822998046875,9227,237946.5,441093.46875,13925460
GTM,1995,3922.61279296875,3382.7802734375,3595,134214,173779.84375,9951577
GTM,2005,4592.46337890625,5442.70947265625,5685,212886,211383.1875,12920625
GTM,2008,5295.3076171875,4851.68505859375,6602.5,237946.5,224632.53125,13925460
HND,1995,2454.50927734375,3250.836181640625,6470,101363,295637.875,5501849.5
HND,2000,2623.65576171875,3136.795654296875,9695.5,141381,333724.09375,6274834
HND,2003,2701.339599609375,3606.169677734375,8553,138285.5,357843.40625,6732592.5
HND,1995,2387.6962890625,2137.22802734375,4756,101363,347882.84375,5501849.5
HND,2000,2514.080322265625,2256.176513671875,6175,141381,379680.0625,6274834
HND,2003,2624.848388671875,1977.94775390625,6229.5,138285.5,397091.75,6732592.5
HND,1995,2248.86328125,2573.443359375,4878,101363,187778.609375,5501849.5
HND,2000,2349.478271484375,2453.58935546875,5883.5,141381,220025.96875,6274834
HND,2003,2455.771484375,2867.00048828125,6005,138285.5,240123.328125,6732592.5
HND,1995,2433.09375,3117.31396484375,7023,101363,317195.46875,5501849.5
HND,2000,2571.151123046875,3118.058349609375,9433,141381,361144.09375,6274834
HND,2003,2679.591796875,3586.380615234375,9347,138285.5,387791.34375,6732592.5
HND,1995,2207.852783203125,1828.93115234375,1680,101363,260382.390625,5501849.5
HND,2000,2484.092529296875,1989.4349365234375,4153.5,141381,301734.75,6274834
HND,2003,2593.916748046875,3405.76416015625,4199,138285.5,324022.90625,6732592.5
HND,1995,3033.56640625,3599.399169921875,34776,101363,916494.375,5501849.5
HND,2000,3177.795166015625,3709.743896484375,46422.5,141381,1110700,6274834
HND,2003,3234.10546875,3984.385986328125,42616,138285.5,1224989.75,6732592.5
HND,1995,2171.580078125,2049.445556640625,3114,101363,309652.96875,5501849.5
HND,2000,2303.43115234375,2189.5888671875,4358,141381,344006.4375,6274834
HND,2003,2442.044677734375,2749.115234375,5111,138285.5,364483,6732592.5
HND,1995,2646.338623046875,4601.66015625,19214,101363,1036500.375,5501849.5
HND,2000,2790.615966796875,4742.72998046875,24900,141381,1175147,6274834
HND,2003,2885.025390625,4169.7734375,24588.5,138285.5,1256401.25,6732592.5
HND,1995,1946.8406982421875,2086.616455078125,458,101363,160087.703125,5501849.5
HND,2000,2099.364013671875,2163.507568359375,754,141381,184379.359375,6274834
HND,2003,2212.629150390625,1814.3114013671875,836,138285.5,199874.4375,6732592.5
HND,1995,2151.24072265625,2512.50244140625,980,101363,135030.546875,5501849.5
HND,2000,2277.462890625,2684.310302734375,1345.5,141381,151964.515625,6274834
HND,2003,2401.7392578125,3310.47314453125,1499,138285.5,162215.453125,6732592.5
HND,1995,1790.6544189453125,1509.8409423828125,277,101363,220587.171875,5501849.5
HND,2000,2034.7801513671875,1642.3424072265625,762,141381,253200.34375,6274834
HND,2003,2084.332275390625,2032.3995361328125,639.5,138285.5,272692.78125,6732592.5
HND,1995,2139.17236328125,1918.728759765625,670,101363,99143.2578125,5501849.5
HND,2000,2402.03125,2099.65625,1630,141381,112534.6328125,6274834
HND,2003,2471.945556640625,1824.6968994140625,1431.5,138285.5,120858.0625,6732592.5
HND,1995,1918.0748291015625,2512.50244140625,3379,101363,363272.25,5501849.5
HND,2000,2099.8896484375,2833.030029296875,6452,141381,412410,6274834
HND,2003,2230.397705078125,2767.919921875,7714.5,138285.5,441592.625,6732592.5
HND,1995,2242.2587890625,2025.0335693359375,2942,101363,326342.3125,5501849.5
HND,2000,2466.99169921875,2189.590087890625,5850,141381,351784.65625,6274834
HND,2003,2573.037353515625,2974.360107421875,5847.5,138285.5,366353.4375,6732592.5
HND,1995,2407.374755859375,2324.233154296875,1857,101363,128270.9296875,5501849.5
HND,2000,2521.97119140625,2453.58935546875,2294,141381,136659.15625,6274834
HND,2003,2661.896484375,2135.549560546875,2564.5,138285.5,141035.453125,6732592.5
HND,1995,2390.730224609375,2409.30615234375,8889,101363,397590.65625,5501849.5
HND,2000,2511.030029296875,2483.166259765625,11272.5,141381,445738.71875,6274834
HND,2003,2615.2197265625,2557.41015625,11104,138285.5,475223.40625,6732592.5
HUN,2000,11269.5400390625,10116.3232421875,32974,976383,404592.59375,9960424
HUN,2005,14471.3828125,12578.7724609375,35661.5,935605.5,390807.96875,9715149
HUN,2010,15546.8037109375,13406.33203125,40207,1316649,377725.1875,9485018
HUN,2000,12057.634765625,8749.2529296875,84377.5,976383,725317.1875,9960424
HUN,2005,14630.7724609375,11989.1396484375,70167.5,935605.5,699104.375,9715149
HUN,2010,16556.875,12375.0732421875,103012,1316649,674186.3125,9485018
HUN,2000,16612.580078125,26794.591796875,51657,976383,1687536.875,9960424
HUN,2005,21090.787109375,36557.05078125,52266,935605.5,1604794.25,9715149
HUN,2010,22674.634765625,43725.28515625,55637,1316649,1527140.875,9485018
HUN,2000,11360.1484375,9569.49609375,58350,976383,531662.3125,9960424
HUN,2005,14166.2900390625,11792.5947265625,58373.5,935605.5,527275.125,9715149
HUN,2010,15597.7275390625,12993.8310546875,81337,1316649,523193.71875,9485018
HUN,2000,11118.3251953125,9296.0810546875,37853,976383,390060.4375,9960424
HUN,2005,14191.576171875,10416.794921875,39415,935605.5,385583.78125,9715149
HUN,2010,14925.7001953125,11137.5712890625,35541,1316649,381359.15625,9485018
HUN,2000,11888.337890625,11209.9765625,41720,976383,413351.375,9960424
HUN,2005,14817.5576171875,13364.9404296875,43578,935605.5,401946.09375,9715149
HUN,2010,16146.0263671875,14643.84765625,55820,1316649,391079.53125,9485018
HUN,2000,12141.0712890625,15584.6025390625,51871.5,976383,429815.59375,9960424
HUN,2005,15335.5791015625,16706.181640625,49935,935605.5,423280.6875,9715149
HUN,2010,17290.46875,17531.365234375,83694,1316649,417084.46875,9485018
HUN,2000,12121.1953125,17771.9140625,49585,976383,423202.21875,9960424
HUN,2005,14980.0595703125,19261.248046875,47368,935605.5,417135.96875,9715149
HUN,2010,17055.359375,23718.90234375,71075,1316649,411344.21875,9485018
HUN,2000,11707.8330078125,9842.91015625,55583.5,976383,534882.8125,9960424
HUN,2005,14603.4365234375,12971.861328125,50180,935605.5,532972.6875,9715149
HUN,2010,16337.1923828125,14850.0908203125,68857,1316649,531381.8125,9485018
HUN,2000,11836.9873046875,9569.494140625,42504,976383,324719.125,9960424
HUN,2005,14658.2021484375,12185.68359375,33960.5,935605.5,315232.21875,9715149
HUN,2010,16262.99609375,13818.8330078125,51618,1316649,306219.125,9485018
HUN,2000,11266.0263671875,9022.6669921875,42783,976383,413911.90625,9960424
HUN,2005,14293.9501953125,10809.8837890625,42441.5,935605.5,397296.875,9715149
HUN,2010,15530.4296875,12375.0732421875,51960,1316649,381608.3125,9485018
HUN,2000,12311.2314453125,11209.9775390625,37121,976383,298612.125,9960424
HUN,2005,15563.13671875,19850.87109375,35394.5,935605.5,301864.65625,9715149
HUN,2010,17345.0703125,20418.884765625,56381,1316649,305302.375,9485018
HUN,2000,11686.42578125,15311.189453125,25723.5,976383,214719.046875,9960424
HUN,2005,14414.015625,8844.447265625,19946.5,935605.5,206736.484375,9715149
HUN,2010,16312.4228515625,9075.0576171875,36033,1316649,199236.875,9485018
HUN,2000,12827.111328125,10389.7353515625,129159.5,976383,1077605.625,9960424
HUN,2005,15862.8291015625,15330.3818359375,126498,935605.5,1083351.5,9715149
HUN,2010,18264.91796875,17325.109375,202880,1316649,1090028.5,9485018
HUN,2000,11031.94921875,9296.080078125,37849.5,976383,331874.96875,9960424
HUN,2005,14006.0419921875,11399.505859375,37228.5,935605.5,321167.375,9715149
HUN,2010,15413.4658203125,12787.5869140625,51459,1316649,310984.03125,9485018
HUN,2000,11869.4306640625,7929.0107421875,70249.5,976383,584455,9960424
HUN,2005,14849.61328125,9630.6220703125,62023,935605.5,572743.4375,9715149
HUN,2010,16499.326171875,10931.3203125,95553,1316649,561570.25,9485018
HUN,2000,10942.298828125,10936.5625,20970.5,976383,243667.296875,9960424
HUN,2005,14068.27734375,11792.5947265625,23209,935605.5,235120.125,9715149
HUN,2010,15368.0234375,14850.0908203125,30150,1316649,227010.890625,9485018
HUN,2000,11583.953125,15037.7744140625,31567.5,976383,265254.8125,9960424
HUN,2005,14758.958984375,16313.09375,32272,935605.5,256003.5625,9715149
HUN,2010,16081.8525390625,17118.8515625,41112,1316649,247204.828125,9485018
HUN,2000,11564.978515625,11483.3916015625,43410,976383,359570.6875,9960424
HUN,2005,14626.5732421875,12971.8603515625,41200.5,935605.5,348424.25,9715149
HUN,2010,16037.865234375,14643.845703125,55813,1316649,337819.46875,9485018
HUN,2000,11379.6552734375,11483.3916015625,31073.5,976383,305611.9375,9960424
HUN,2005,14646.19921875,15133.8369140625,34487,935605.5,294307.09375,9715149
HUN,2010,16133.9287109375,16500.107421875,48510,1316649,283537.84375,9485018
IND,1993,1540.494873046875,2419.131591796875,3969,9224032,249371.3125,882922816
IND,2000,2003.078125,3670.851806640625,4392,13307149,290818,996726976
IND,2005,2558.92236328125,5689.62109375,4274.5,10927993,321138.46875,1075393792
IND,2010,3606.054931640625,7754.48583984375,10828,22026048,351217.3125,1149900032
IND,1993,1952.3404541015625,1737.828369140625,1084231,9224032,68854208,882922816
IND,2000,2594.970703125,2517.291259765625,1442743,13307149,74518776,996726976
IND,2005,3280.65234375,3272.287353515625,1271592.5,10927993,77949080,1075393792
IND,2010,4602.23583984375,5027.2666015625,2875044,22026048,80755472,1149900032
IND,1993,1205.62548828125,2126.6015625,4720,9224032,985005.875,882922816
IND,2000,1601.7955322265625,2193.68359375,6460,13307149,1140305.875,996726976
IND,2005,2041.099609375,3153.154052734375,6139.5,10927993,1253036.125,1075393792
IND,2010,2905.820556640625,4349.93603515625,17239,22026048,1363991,1149900032
IND,1993,1691.0347900390625,1395.8306884765625,155918,9224032,23778124,882922816
IND,2000,2227.35498046875,1856.9302978515625,195101.5,13307149,26574762,996726976
IND,2005,2789.43603515625,2157.08935546875,156458,10927993,28458068,1075393792
IND,2010,4000.269287109375,2479.9658203125,353296,22026048,30187514,1149900032
IND,1993,1696.3157958984375,884.952880859375,212060,9224032,92133616,882922816
IND,2000,2261.245361328125,1084.3792724609375,294462.5,13307149,107488576,996726976
IND,2005,2842.306396484375,1219.00537109375,249147,10927993,118732632,1075393792
IND,2010,4033.851318359375,1731.5244140625,607576,22026048,129896736,1149900032
