GDLcode,region,country,SubContinent,shdi2013,shdi2019,healthindex2013,healthindex2019,incindex2013,incindex2019,edindex2013,edindex2019,esch2013,esch2019,msch2013,msch2019,lifexp2013,lifexp2019,gnic2013,gnic2019,lgnic2013,lgnic2019,pop2013,pop2019
BRAr127,Distrito Federal,Brazil,South America,0.814000010000000,0.827000020000000,0.876999970000000,0.898999990000000,0.795000020000000,0.781000020000000,0.774999980000000,0.806999980000000,16.297999999999998,16.513000000000002,9.654000300000000,10.436999999999999,77.019997000000004,78.467003000000005,19255.618999999998778,17594.930000000000291,9.866000200000000,9.774999599999999,2774.295000000000073,2912.483000000000175
CHLr101,Tarapaca (incl Arica and Parinacota),Chile,South America,0.855000020000000,0.882000030000000,0.922999980000000,0.936999980000000,0.815000000000000,0.823000010000000,0.832000020000000,0.888000010000000,16.902999999999999,18.000000000000000,10.866000000000000,11.634000000000000,80.010002000000000,80.917998999999995,22094.078000000001339,23301.372999999999593,10.003000000000000,10.055999999999999,502.721000000000004,542.217999999999961
CHLr102,Antofagasta,Chile,South America,0.852000000000000,0.875000000000000,0.883000020000000,0.896000030000000,0.829999980000000,0.838000000000000,0.843999980000000,0.893999990000000,17.160999000000000,18.000000000000000,11.032000000000000,11.811999999999999,77.372001999999995,78.250000000000000,24276.127000000000407,25615.481999999999971,10.097000000000000,10.151000000000000,574.940000000000055,620.110999999999990
CHLr103,Atacama,Chile,South America,0.829999980000000,0.855000020000000,0.939000010000000,0.953000010000000,0.809000020000000,0.816999970000000,0.750999990000000,0.801999990000000,15.271000000000001,16.261998999999999,9.817000400000000,10.510999999999999,81.042998999999995,81.962997000000001,21205.386999999998807,22359.236000000000786,9.961999900000000,10.015000000000001,295.201000000000022,318.394000000000005
CHLr104,Coquimbo,Chile,South America,0.805000010000000,0.829999980000000,0.924000020000000,0.938000020000000,0.792999980000000,0.801000000000000,0.712000010000000,0.760999980000000,14.478999999999999,15.419000000000000,9.307999600000000,9.965999600000000,80.079002000000003,80.987999000000002,19021.723000000001775,20045.164000000000669,9.852999700000000,9.906000100000000,704.265999999999963,759.597999999999956
CHLr105,Valparaiso (former Aconcagua),Chile,South America,0.841000020000000,0.866999980000000,0.917000000000000,0.930999990000000,0.823000010000000,0.830999970000000,0.788999970000000,0.842000010000000,16.030000999999999,17.070999000000000,10.305000000000000,11.034000000000001,79.591003000000001,80.494003000000006,23195.400000000001455,24469.203000000001339,10.052000000000000,10.105000000000000,1787.374000000000024,1927.800999999999931
CHLr106,OHiggins,Chile,South America,0.796000000000000,0.819999990000000,0.919000030000000,0.933000030000000,0.805999990000000,0.814000010000000,0.680999990000000,0.727000000000000,13.833000000000000,14.731000000000000,8.892000200000000,9.520999900000000,79.734001000000006,80.638999999999996,20799.636999999998807,21929.153999999998632,9.942999800000001,9.996000300000000,908.447000000000003,979.820000000000050
CHLr107,Maule,Chile,South America,0.767000020000000,0.790000020000000,0.893000010000000,0.907000010000000,0.791000010000000,0.799000020000000,0.639000000000000,0.681999980000000,12.976000000000001,13.819000000000001,8.342000000000001,8.932000199999999,78.039000999999999,78.925003000000004,18780.456999999998516,19789.574000000000524,9.840999600000000,9.892999600000000,1057.805000000000064,1140.913000000000011
CHLr108,Bio Bio,Chile,South America,0.801000000000000,0.825999980000000,0.916000010000000,0.930000010000000,0.800000010000000,0.808000030000000,0.700999980000000,0.749000010000000,14.253000000000000,15.178000000000001,9.161999700000001,9.810000400000000,79.570999000000000,80.473999000000006,19928.603999999999360,21006.041000000001077,9.899999599999999,9.953000100000001,2167.094000000000051,2337.355000000000018
CHLr109,Arbucania,Chile,South America,0.763000010000000,0.786000010000000,0.896000030000000,0.908999980000000,0.769999980000000,0.778000000000000,0.643999990000000,0.688000020000000,13.089000000000000,13.939000000000000,8.413999600000000,9.008999800000000,78.212997000000001,79.100998000000004,16382.254000000000815,17249.971000000001368,9.704000499999999,9.755999600000001,990.330000000000041,1068.136999999999944
CHLr110,Los Lagos (incl Los Rios),Chile,South America,0.772000010000000,0.795000020000000,0.910000030000000,0.924000020000000,0.782000010000000,0.790000020000000,0.646000030000000,0.689000010000000,13.122000000000000,13.974000000000000,8.435000400000000,9.031999600000001,79.142998000000006,80.040999999999997,17674.052999999999884,18617.706999999998516,9.779999699999999,9.831999800000000,1243.008000000000038,1340.666999999999916
