variable,weighting,treated_mean,comparison_mean,std_diff
lpop91,unweighted,12.154749313198538,12.110889940837271,0.09687074634311554
lpop91,LWDR,12.154749313198538,12.176268055120417,-0.04758807988163048
lpop91,KOBDR,12.154749313198538,12.160473081481571,-0.01265794920845212
lmdist,unweighted,4.686566352844238,4.452159871899985,0.4041117819486966
lmdist,LWDR,4.686566352844238,4.645879234271395,0.07926410151622329
lmdist,KOBDR,4.686566352844238,4.658804519819006,0.05408386802444224
