former_dis,dist,year,div,yld,pop91,rainm,rainsd,jamuna_m,padma_m,treat,smp1,treatd,mdist,lmdist,lpop91,lrainm,lrainsd,p,ipw1,ipw2,lyld,D_lyld,lpop91_t,lmdist_t,post,sr,lr,treat_post,treat_sr,treat_lr,band,dm_near,sr_near,lr_near,tsr_near,tlr_near,dm_mid,sr_mid,lr_mid,tsr_mid,tlr_mid,dm_far,sr_far,lr_far,tsr_far,tlr_far
14,14,8,4.0,3.8986666666666667,58838220.0,38.89268,39.30338,115949.83,145069.19,0,0.0,0.0,115.94983,0.4761745,17.89030220171035,3.6608062,3.6713104,0.26741631737306104,0.438038122412137,0.39353393052767416,1.360634614339313,-0.018635131843613095,143.1224176136828,3.809396,1,0,1,0.0,0.0,0.0,mid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,1,5.0,2.774978983098385,87752490.0,47.863518,46.218544,40237.04,119170.336,1,1.0,0.0,40.237038,0.37193367,18.290030795976033,3.8683536,3.8333812,0.318794711963363,1.0,1.0,1.0206431735114778,,18.290030795976033,0.37193367,0,0,0,0.0,0.0,0.0,near,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,2,5.0,2.8952410790306593,87752490.0,40.01157,40.622684,40237.04,119170.336,1,1.0,0.0,40.237038,0.37193367,18.290030795976033,3.6891687,3.7043266,0.318794711963363,1.0,1.0,1.0630683818344147,0.042425208322936836,36.58006159195207,0.74386734,0,0,0,0.0,0.0,0.0,near,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,3,5.0,2.9119644995726817,87752490.0,40.401184,39.50774,40237.04,119170.336,1,1.0,0.0,40.237038,0.37193367,18.290030795976033,3.6988592,3.6764965,0.318794711963363,1.0,1.0,1.0688279391793178,0.005759557344903188,54.870092387928096,1.115801,0,0,0,0.0,0.0,0.0,near,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,4,5.0,3.1619307587365966,87752490.0,47.450745,45.456944,40237.04,119170.336,1,1.0,0.0,40.237038,0.37193367,18.290030795976033,3.859692,3.8167655,0.318794711963363,1.0,1.0,1.151182840614752,0.08235490143543411,73.16012318390413,1.4877347,1,1,0,1.0,1.0,0.0,near,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,5,5.0,3.3379005830926154,87752490.0,47.219765,44.05436,40237.04,119170.336,1,1.0,0.0,40.237038,0.37193367,18.290030795976033,3.8548126,3.7854242,0.318794711963363,1.0,1.0,1.2053420414206202,0.054159200805868224,91.45015397988017,1.8596684,1,1,0,1.0,1.0,0.0,near,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,6,5.0,3.8465145648625487,87752490.0,50.562542,49.795967,40237.04,119170.336,1,1.0,0.0,40.237038,0.37193367,18.290030795976033,3.923211,3.907934,0.318794711963363,1.0,1.0,1.347167430433159,0.14182538901253872,109.74018477585619,2.231602,1,0,1,1.0,0.0,1.0,near,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,7,5.0,4.0263333333333335,87752490.0,42.55548,40.853016,40237.04,119170.336,1,1.0,0.0,40.237038,0.37193367,18.290030795976033,3.7508087,3.7099807,0.318794711963363,1.0,1.0,1.3928561189550317,0.0456886885218728,128.03021557183223,2.6035357,1,0,1,1.0,0.0,1.0,near,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,8,5.0,4.217333333333333,87752490.0,44.56745,44.687344,40237.04,119170.336,1,1.0,0.0,40.237038,0.37193367,18.290030795976033,3.7970037,3.7996902,0.318794711963363,1.0,1.0,1.4392030167752927,0.046346897820261024,146.32024636780827,2.9754694,1,0,1,1.0,0.0,1.0,near,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,1,1.0,1.6888801917877652,40047630.0,59.48269,58.692463,246981.2,134356.86,0,0.0,0.0,134.35686,0.49079147,17.50558005369771,4.0856853,4.0723114,,,,0.5240657009034025,,17.50558005369771,0.49079147,0,0,0,0.0,0.0,0.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18,18,2,1.0,2.4681719317215958,40047630.0,64.6018,64.40811,246981.2,134356.86,0,0.0,0.0,134.35686,0.49079147,17.50558005369771,4.1682425,4.16524,,,,0.9034777680095573,0.3794120671061547,35.01116010739542,0.98158294,0,0,0,0.0,0.0,0.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18,18,3,1.0,2.7720214149017726,40047630.0,56.655724,56.41261,246981.2,134356.86,0,0.0,0.0,134.35686,0.49079147,17.50558005369771,4.036993,4.032693,,,,1.0195768067313558,0.1160990387217985,52.516740161093125,1.4723744,0,0,0,0.0,0.0,0.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18,18,4,1.0,2.869280031902535,40047630.0,59.43308,61.680264,246981.2,134356.86,0,0.0,0.0,134.35686,0.49079147,17.50558005369771,4.084851,4.121964,,,,1.054061138336632,0.03448433160527631,70.02232021479084,1.9631659,1,1,0,0.0,0.0,0.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18,18,5,1.0,2.416837174623393,40047630.0,59.63674,57.901295,246981.2,134356.86,0,0.0,0.0,134.35686,0.49079147,17.50558005369771,4.088272,4.0587397,,,,0.8824597327261621,-0.17160140561047,87.52790026848855,2.4539573,1,1,0,0.0,0.0,0.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18,18,6,1.0,2.700661042462594,40047630.0,62.230778,61.996677,246981.2,134356.86,0,0.0,0.0,134.35686,0.49079147,17.50558005369771,4.13085,4.127081,,,,0.9934965735858788,0.11103684085971677,105.03348032218625,2.9447489,1,0,1,0.0,0.0,0.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
18,18,7,1.0,2.7355,40047630.0,55.174747,55.401363,246981.2,134356.86,0,0.0,0.0,134.35686,0.49079147,17.50558005369771,4.010505,4.014604,,,,1.0063142345217435,0.012817660935864672,122.53906037588396,3.4355402,1,0,1,0.0,0.0,0.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
18,18,8,1.0,2.8428333333333335,40047630.0,60.082855,61.697582,246981.2,134356.86,0,0.0,0.0,134.35686,0.49079147,17.50558005369771,4.0957246,4.122245,,,,1.044801207430681,0.038486972908937434,140.04464042958168,3.9263318,1,0,1,0.0,0.0,0.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
19,19,1,5.0,2.6252815492541046,138508860.0,39.068634,41.18583,114846.84,205826.95,1,1.0,0.0,114.84685,0.47522694,18.746444852664737,3.66532,3.7180943,0.6681760329990984,1.0,1.0,0.965188147150688,,18.746444852664737,0.47522694,0,0,0,0.0,0.0,0.0,mid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,2,5.0,3.037830051386186,138508860.0,31.177652,34.85002,114846.84,205826.95,1,1.0,0.0,114.84685,0.47522694,18.746444852664737,3.4397016,3.5510538,0.6681760329990984,1.0,1.0,1.1111434616562885,0.1459553145056005,37.492889705329475,0.9504539,0,0,0,0.0,0.0,0.0,mid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,3,5.0,2.9205579747342196,138508860.0,33.378162,35.22425,114846.84,205826.95,1,1.0,0.0,114.84685,0.47522694,18.746444852664737,3.507902,3.5617347,0.6681760329990984,1.0,1.0,1.071774685263096,-0.03936877639319247,56.23933455799421,1.4256809,0,0,0,0.0,0.0,0.0,mid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,4,5.0,3.219712560638115,138508860.0,37.972847,37.853615,114846.84,205826.95,1,1.0,0.0,114.84685,0.47522694,18.746444852664737,3.6368713,3.6337266,0.6681760329990984,1.0,1.0,1.1692920886892186,0.09751740342612258,74.98577941065895,1.9009078,1,1,0,1.0,1.0,0.0,mid,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,5,5.0,3.3026561791423132,138508860.0,39.59471,39.94868,114846.84,205826.95,1,1.0,0.0,114.84685,0.47522694,18.746444852664737,3.6786957,3.6875956,0.6681760329990984,1.0,1.0,1.1947270474823164,0.02543495879309776,93.73222426332369,2.3761346,1,1,0,1.0,1.0,0.0,mid,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,6,5.0,3.689202153130656,138508860.0,40.5795,43.77704,114846.84,205826.95,1,1.0,0.0,114.84685,0.47522694,18.746444852664737,3.703263,3.7791095,0.6681760329990984,1.0,1.0,1.3054102160100316,0.1106831685277152,112.47866911598842,2.8513618,1,0,1,1.0,0.0,1.0,mid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,19,7,5.0,3.995583333333333,138508860.0,33.841133,35.86439,114846.84,205826.95,1,1.0,0.0,114.84685,0.47522694,18.746444852664737,3.521677,3.5797448,0.6681760329990984,1.0,1.0,1.3851895844121105,0.07977936840207889,131.22511396865315,3.3265886,1,0,1,1.0,0.0,1.0,mid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,19,8,5.0,4.085166666666667,138508860.0,35.987896,38.253193,114846.84,205826.95,1,1.0,0.0,114.84685,0.47522694,18.746444852664737,3.5831826,3.644227,0.6681760329990984,1.0,1.0,1.4073625271532848,0.022172942741174317,149.9715588213179,3.8018155,1,0,1,1.0,0.0,1.0,mid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,21,1,5.0,2.5269643130018684,166824420.0,67.38562,69.44879,159204.67,276315.5,1,1.0,0.0,159.20467,0.50764525,18.932452440050763,4.2104316,4.2405896,0.7761694539011614,1.0,1.0,0.9270187060276935,,18.932452440050763,0.50764525,0,0,0,0.0,0.0,0.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,21,2,5.0,2.709103952364264,166824420.0,53.44619,60.35631,159204.67,276315.5,1,1.0,0.0,159.20467,0.50764525,18.932452440050763,3.9786754,4.1002655,0.7761694539011614,1.0,1.0,0.9966179353325021,0.06959922930480855,37.86490488010153,1.0152905,0,0,0,0.0,0.0,0.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,21,3,5.0,2.8123407326338317,166824420.0,56.638252,62.50786,159204.67,276315.5,1,1.0,0.0,159.20467,0.50764525,18.932452440050763,4.0366845,4.135292,0.7761694539011614,1.0,1.0,1.0340171375302305,0.03739920219772841,56.79735732015229,1.5229357,0,0,0,0.0,0.0,0.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,21,4,5.0,3.108714338597123,166824420.0,63.157757,63.169266,159204.67,276315.5,1,1.0,0.0,159.20467,0.50764525,18.932452440050763,4.1456356,4.1458178,0.7761694539011614,1.0,1.0,1.1342092447700025,0.10019210723977201,75.72980976020305,2.030581,1,1,0,1.0,1.0,0.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
21,21,5,5.0,3.0585344177265013,166824420.0,70.186874,71.49335,159204.67,276315.5,1,1.0,0.0,159.20467,0.50764525,18.932452440050763,4.251161,4.269604,0.7761694539011614,1.0,1.0,1.1179358527764507,-0.016273391993551822,94.66226220025382,2.5382261,1,1,0,1.0,1.0,0.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
21,21,6,5.0,3.523503826289208,166824420.0,65.10525,68.4749,159204.67,276315.5,1,1.0,0.0,159.20467,0.50764525,18.932452440050763,4.1760054,4.226467,0.7761694539011614,1.0,1.0,1.2594558997185659,0.14152004694211517,113.59471464030457,3.0458715,1,0,1,1.0,0.0,1.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
21,21,7,5.0,3.8501999999999996,166824420.0,61.618114,66.09759,159204.67,276315.5,1,1.0,0.0,159.20467,0.50764525,18.932452440050763,4.120956,4.191132,0.7761694539011614,1.0,1.0,1.3481250950023875,0.08866919528382167,132.52716708035535,3.5535169,1,0,1,1.0,0.0,1.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
21,21,8,5.0,3.7103333333333333,166824420.0,61.914383,67.04091,159204.67,276315.5,1,1.0,0.0,159.20467,0.50764525,18.932452440050763,4.1257524,4.205303,0.7761694539011614,1.0,1.0,1.311121719842979,-0.03700337515940855,151.4596195204061,4.061162,1,0,1,1.0,0.0,1.0,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
