period,label,effect,se,is_post
1,1988-91,-0.06049870281359635,0.09541160139542139,False
2,1992-94,0.06215676349143054,0.06702791510728928,False
3,1995-97,0.0,0.0,False
4,1998-00,-0.04223893462383657,0.05229557213403759,True
5,2001-04,-0.06129830529608717,0.07216239021108636,True
6,2005-07,0.032947422228192205,0.064833522907619,True
7,2008-10,0.054436532444065336,0.07164610893386943,True
8,2011-13,0.07329850357992033,0.06883435807013508,True
