row,unw_T,unw_C,unw_gap,wt_T,wt_C,wt_gap
2013 (pre),419.2276530880369,474.00094531305723,-54.77329222502033,322.7175962271881,376.402140437999,-53.684544210810884
2014 (post),428.49731471902885,483.14897668061036,-54.65166196158151,326.4559258832237,382.7033446078691,-56.2474187246454
Trend (post - pre),9.269661630991948,9.14803136755313,0.12163026343881711,3.738329656035603,6.301204169870118,-2.5628745138345153
