geocode,year,mn,div,dist,pop91,rainm,rainsd,jamuna_m,padma_m,treat,smp1,treatd
10651.0,6.0,7.7033334,1.0,6.0,413890.0,54.15108,53.22174,201149.45,83417.125,0.0,0.0,0.0
10651.0,7.0,9.225,1.0,6.0,413890.0,58.1987,60.222004,201149.45,83417.125,0.0,0.0,0.0
10662.0,1.0,1.0,1.0,6.0,293300.0,64.70589,63.872883,183819.02,65592.875,0.0,0.0,0.0
10662.0,2.0,1.0600001,1.0,6.0,293300.0,58.803413,58.508335,183819.02,65592.875,0.0,0.0,0.0
10662.0,3.0,1.035,1.0,6.0,293300.0,62.93253,65.397606,183819.02,65592.875,0.0,0.0,0.0
10662.0,4.0,1.0166667,1.0,6.0,293300.0,62.90792,58.323063,183819.02,65592.875,0.0,0.0,0.0
10662.0,5.0,1.0033333,1.0,6.0,293300.0,66.29163,66.48049,183819.02,65592.875,0.0,0.0,0.0
10662.0,6.0,1.0033333,1.0,6.0,293300.0,58.598515,58.231297,183819.02,65592.875,0.0,0.0,0.0
10662.0,7.0,1.0,1.0,6.0,293300.0,62.993607,66.22036,183819.02,65592.875,0.0,0.0,0.0
10694.0,1.0,1.37,1.0,6.0,227520.0,58.486,56.496067,175085.97,62374.19,0.0,0.0,0.0
10694.0,2.0,1.8133333,1.0,6.0,227520.0,53.283184,51.787785,175085.97,62374.19,0.0,0.0,0.0
10694.0,3.0,1.8125,1.0,6.0,227520.0,57.75365,58.557186,175085.97,62374.19,0.0,0.0,0.0
10694.0,4.0,1.6866666,1.0,6.0,227520.0,56.53681,52.058174,175085.97,62374.19,0.0,0.0,0.0
10694.0,5.0,1.4766667,1.0,6.0,227520.0,60.79795,60.264606,175085.97,62374.19,0.0,0.0,0.0
10694.0,6.0,1.98,1.0,6.0,227520.0,53.039227,51.982544,175085.97,62374.19,0.0,0.0,0.0
10694.0,7.0,1.78,1.0,6.0,227520.0,56.99997,58.734093,175085.97,62374.19,0.0,0.0,0.0
10918.0,1.0,2.8533335,1.0,9.0,350770.0,69.6818,69.88063,210132.36,91775.49,0.0,0.0,0.0
10918.0,2.0,3.41,1.0,9.0,350770.0,63.2196,63.984493,210132.36,91775.49,0.0,0.0,0.0
10918.0,3.0,3.5075002,1.0,9.0,350770.0,67.07563,71.01341,210132.36,91775.49,0.0,0.0,0.0
10918.0,4.0,2.7233334,1.0,9.0,350770.0,68.00481,63.554073,210132.36,91775.49,0.0,0.0,0.0
10918.0,5.0,2.4233332,1.0,9.0,350770.0,70.686584,71.547,210132.36,91775.49,0.0,0.0,0.0
10918.0,6.0,3.5266666,1.0,9.0,350770.0,63.045944,63.31033,210132.36,91775.49,0.0,0.0,0.0
10918.0,7.0,3.33,1.0,9.0,350770.0,67.78851,72.279465,210132.36,91775.49,0.0,0.0,0.0
