year,Cluster,Division,District,Urban,grameen_bank,co_operative_soc,madrassa_school,primary_school,high_school,post_office,cinema,dist_Thana,dist_district,NGO,dist_satellite_clinic,padma_m,jamuna_m,treat,smp1,yr,dist_hos
6.0,416.0,5.0,76.0,1.0,2.0,1.0,5.0,0.0,4.0,4.0,20.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
5.0,278.0,5.0,76.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,8.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
7.0,399.0,5.0,76.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
3.0,513.0,5.0,76.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,40.0,1.0,5.0,113503.41,55049.656,1.0,1.0,0.0,0.0
6.0,408.0,5.0,76.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
7.0,431.0,5.0,76.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
3.0,572.0,5.0,76.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,4.0,113503.41,55049.656,1.0,1.0,0.0,1.0
4.0,174.0,5.0,76.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,8.0,12.0,,1.0,113503.41,55049.656,1.0,1.0,1.0,1.0
4.0,334.0,5.0,76.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,,26.0,,,113503.41,55049.656,1.0,1.0,1.0,0.0
2.0,3.5772508e+07,5.0,77.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,15.0,20.0,0.0,0.0,361794.25,243901.86,1.0,1.0,0.0,0.0
5.0,305.0,5.0,77.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,,,,,361794.25,243901.86,1.0,1.0,1.0,2.0
3.0,515.0,5.0,77.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,15.0,1.0,1.0,361794.25,243901.86,1.0,1.0,0.0,11.0
5.0,279.0,5.0,77.0,1.0,2.0,0.0,2.0,0.0,2.0,6.0,10.0,,,,,361794.25,243901.86,1.0,1.0,1.0,6.0
1.0,516.0,5.0,77.0,,0.0,0.0,,,,,,14.0,16.0,0.0,2.0,361794.25,243901.86,1.0,1.0,0.0,14.0
4.0,171.0,5.0,77.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,,,361794.25,243901.86,1.0,1.0,1.0,0.0
4.0,170.0,5.0,77.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,20.0,,,361794.25,243901.86,1.0,1.0,1.0,0.0
4.0,416.0,5.0,77.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,16.0,,,361794.25,243901.86,1.0,1.0,1.0,0.0
1.0,515.0,5.0,77.0,,1.0,1.0,,,,,,10.0,14.0,0.0,0.0,361794.25,243901.86,1.0,1.0,0.0,10.0
3.0,516.0,5.0,77.0,,0.0,0.0,0.0,0.0,1.0,1.0,6.0,12.0,16.0,1.0,1.0,361794.25,243901.86,1.0,1.0,0.0,12.0
2.0,3.5779028e+07,5.0,77.0,1.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,17.0,22.0,0.0,0.0,361794.25,243901.86,1.0,1.0,0.0,0.0
3.0,109.0,1.0,78.0,,1.0,1.0,0.0,0.0,3.0,3.0,14.0,14.0,14.0,0.0,7.0,130868.48,246167.25,0.0,0.0,0.0,14.0
6.0,59.0,1.0,78.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,10.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
7.0,61.0,1.0,78.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
7.0,60.0,1.0,78.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
6.0,60.0,1.0,78.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
1.0,110.0,1.0,78.0,,1.0,1.0,,,,,,4.0,40.0,1.0,1.0,130868.48,246167.25,0.0,0.0,0.0,4.0
7.0,34.0,1.0,78.0,1.0,1.0,0.0,4.83,0.0,0.0,1.0,14.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
6.0,57.0,1.0,78.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,18.0,,,,,130868.48,246167.25,0.0,0.0,1.0,1.0
5.0,27.0,1.0,78.0,1.0,1.0,0.0,3.0,2.0,4.0,4.0,4.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
6.0,53.0,1.0,78.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
7.0,35.0,1.0,78.0,1.0,1.0,0.0,4.83,0.0,3.22,6.44,22.54,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
7.0,42.0,1.0,78.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
5.0,42.0,1.0,78.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
1.0,111.0,1.0,78.0,,1.0,1.0,,,,,,2.0,17.0,1.0,2.0,130868.48,246167.25,0.0,0.0,0.0,3.0
7.0,62.0,1.0,78.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
6.0,55.0,1.0,78.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,130868.48,246167.25,0.0,0.0,1.0,1.0
3.0,108.0,1.0,78.0,,0.0,0.0,0.0,0.0,2.0,1.0,7.0,7.0,22.0,0.0,7.0,130868.48,246167.25,0.0,0.0,0.0,7.0
4.0,29.0,1.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,15.0,15.0,25.0,,,130868.48,246167.25,0.0,0.0,1.0,0.0
4.0,27.0,1.0,78.0,1.0,1.0,0.0,0.0,0.0,1.61,3.22,0.0,1.61,32.0,,,130868.48,246167.25,0.0,0.0,1.0,0.0
7.0,36.0,1.0,78.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,10.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
4.0,31.0,1.0,78.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,,,130868.48,246167.25,0.0,0.0,1.0,0.0
3.0,110.0,1.0,78.0,,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,47.0,1.0,0.0,130868.48,246167.25,0.0,0.0,0.0,4.0
5.0,25.0,1.0,78.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
7.0,38.0,1.0,78.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,12.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
6.0,52.0,1.0,78.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
6.0,54.0,1.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,10.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
4.0,308.0,1.0,78.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,130868.48,246167.25,0.0,0.0,1.0,0.0
6.0,61.0,1.0,78.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
1.0,108.0,1.0,78.0,,1.0,1.0,,,,,,10.0,26.0,1.0,2.0,130868.48,246167.25,0.0,0.0,0.0,10.0
3.0,111.0,1.0,78.0,,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,17.0,1.0,0.0,130868.48,246167.25,0.0,0.0,0.0,2.0
2.0,7.578386e+07,1.0,78.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,28.0,1.0,0.0,130868.48,246167.25,0.0,0.0,0.0,0.0
5.0,48.0,1.0,78.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
4.0,28.0,1.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,15.0,,,130868.48,246167.25,0.0,0.0,1.0,0.0
4.0,30.0,1.0,78.0,1.0,1.0,1.0,2.0,0.0,4.0,4.0,15.0,15.0,65.0,,,130868.48,246167.25,0.0,0.0,1.0,0.0
7.0,41.0,1.0,78.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,10.0,,,,,130868.48,246167.25,0.0,0.0,1.0,1.0
6.0,58.0,1.0,78.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
7.0,39.0,1.0,78.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,18.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
6.0,56.0,1.0,78.0,1.0,1.0,1.0,8.0,0.0,15.0,16.0,50.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
5.0,29.0,1.0,78.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
5.0,28.0,1.0,78.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,8.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
4.0,404.0,1.0,78.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,,30.0,,,130868.48,246167.25,0.0,0.0,1.0,0.0
6.0,62.0,1.0,78.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,6.44,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
5.0,24.0,1.0,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
2.0,7.578578e+07,1.0,78.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,24.0,1.0,0.0,130868.48,246167.25,0.0,0.0,0.0,0.0
5.0,26.0,1.0,78.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,40.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
2.0,7.578523e+07,1.0,78.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,30.0,0.0,0.0,130868.48,246167.25,0.0,0.0,0.0,0.0
7.0,40.0,1.0,78.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
7.0,37.0,1.0,78.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
7.0,43.0,1.0,78.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,,,,,130868.48,246167.25,0.0,0.0,1.0,0.0
2.0,7.578951e+07,1.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,130868.48,246167.25,0.0,0.0,0.0,0.0
1.0,109.0,1.0,78.0,,1.0,1.0,,,,,,12.0,12.0,0.0,8.0,130868.48,246167.25,0.0,0.0,0.0,12.0
6.0,66.0,1.0,79.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,13.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
5.0,43.0,1.0,79.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
2.0,5.791423e+06,1.0,79.0,1.0,0.0,1.0,,,,0.0,0.0,6.0,20.0,1.0,,97250.3,204290.72,0.0,0.0,0.0,0.0
7.0,65.0,1.0,79.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
7.0,50.0,1.0,79.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,20.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
3.0,115.0,1.0,79.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,12.0,1.0,2.0,97250.3,204290.72,0.0,0.0,0.0,2.0
6.0,71.0,1.0,79.0,1.0,1.0,1.0,0.0,0.0,2.0,6.0,5.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
2.0,5.795817e+06,1.0,79.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,30.0,,0.0,97250.3,204290.72,0.0,0.0,0.0,0.0
4.0,306.0,1.0,79.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,,2.0,,,97250.3,204290.72,0.0,0.0,1.0,0.0
3.0,114.0,1.0,79.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,97250.3,204290.72,0.0,0.0,0.0,5.0
7.0,48.0,1.0,79.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
7.0,64.0,1.0,79.0,2.0,1.0,0.0,3.0,0.0,6.0,6.0,6.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
4.0,22.0,1.0,79.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,14.0,15.0,25.0,,,97250.3,204290.72,0.0,0.0,1.0,0.0
3.0,112.0,1.0,79.0,,0.0,1.0,0.0,0.0,1.0,1.0,6.0,6.0,22.0,1.0,1.0,97250.3,204290.72,0.0,0.0,0.0,6.0
5.0,30.0,1.0,79.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,4.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
4.0,403.0,1.0,79.0,4.0,1.0,1.0,4.0,0.0,4.0,4.0,6.0,,36.0,,,97250.3,204290.72,0.0,0.0,1.0,0.0
7.0,45.0,1.0,79.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,13.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
5.0,33.0,1.0,79.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
4.0,21.0,1.0,79.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,32.2,32.2,32.2,,,97250.3,204290.72,0.0,0.0,1.0,0.0
3.0,113.0,1.0,79.0,,0.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,19.0,1.0,2.0,97250.3,204290.72,0.0,0.0,0.0,5.0
7.0,47.0,1.0,79.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,10.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
7.0,49.0,1.0,79.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
6.0,65.0,1.0,79.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,12.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
7.0,44.0,1.0,79.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
1.0,112.0,1.0,79.0,,1.0,0.0,,,,,,5.0,30.0,0.0,2.0,97250.3,204290.72,0.0,0.0,0.0,5.0
2.0,5.798043e+06,1.0,79.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,6.0,1.0,0.0,97250.3,204290.72,0.0,0.0,0.0,0.0
6.0,69.0,1.0,79.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,11.0,,,,,97250.3,204290.72,0.0,0.0,1.0,1.0
6.0,68.0,1.0,79.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
6.0,64.0,1.0,79.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
6.0,63.0,1.0,79.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
5.0,49.0,1.0,79.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
6.0,72.0,1.0,79.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,5.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
5.0,31.0,1.0,79.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,8.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
6.0,67.0,1.0,79.0,1.0,2.0,1.0,4.83,0.0,0.0,2.0,12.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
4.0,19.0,1.0,79.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,20.93,15.0,,,97250.3,204290.72,0.0,0.0,1.0,0.0
1.0,113.0,1.0,79.0,,0.0,1.0,,,,,,3.0,12.0,1.0,1.0,97250.3,204290.72,0.0,0.0,0.0,3.0
1.0,115.0,1.0,79.0,,1.0,1.0,,,,,,1.0,8.0,0.0,2.0,97250.3,204290.72,0.0,0.0,0.0,2.0
7.0,46.0,1.0,79.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,15.0,,,,,97250.3,204290.72,0.0,0.0,1.0,1.0
5.0,32.0,1.0,79.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,17.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
7.0,63.0,1.0,79.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
4.0,20.0,1.0,79.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,44.0,,,97250.3,204290.72,0.0,0.0,1.0,0.0
1.0,114.0,1.0,79.0,,1.0,1.0,,,,,,5.0,5.0,1.0,1.0,97250.3,204290.72,0.0,0.0,0.0,5.0
6.0,70.0,1.0,79.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,,,,,97250.3,204290.72,0.0,0.0,1.0,0.0
2.0,5.797684e+06,1.0,79.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,11.0,,,97250.3,204290.72,0.0,0.0,0.0,0.0
7.0,441.0,5.0,81.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
1.0,501.0,5.0,81.0,,0.0,1.0,,,,,,0.0,0.0,1.0,0.0,194573.34,110592.734,1.0,1.0,0.0,1.0
7.0,407.0,5.0,81.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,13.0,,,,,194573.34,110592.734,1.0,1.0,1.0,1.0
6.0,426.0,5.0,81.0,1.0,1.0,0.0,0.0,0.0,1.61,1.0,6.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
7.0,436.0,5.0,81.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,7.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
7.0,435.0,5.0,81.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
1.0,561.0,5.0,81.0,,0.0,1.0,,,,,,10.0,30.0,0.0,2.0,194573.34,110592.734,1.0,1.0,0.0,6.0
5.0,280.0,5.0,81.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
2.0,8.081128e+07,5.0,81.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,,194573.34,110592.734,1.0,1.0,0.0,2.0
7.0,403.0,5.0,81.0,1.0,1.0,0.0,4.0,1.0,3.0,3.0,20.0,,,,,194573.34,110592.734,1.0,1.0,1.0,1.0
7.0,404.0,5.0,81.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,18.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
7.0,444.0,5.0,81.0,3.0,1.0,1.0,0.0,0.0,4.0,2.0,6.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
4.0,549.0,5.0,81.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,,9.66,,,194573.34,110592.734,1.0,1.0,1.0,0.0
7.0,434.0,5.0,81.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,,,,,194573.34,110592.734,1.0,1.0,1.0,1.0
1.0,562.0,5.0,81.0,,1.0,1.0,,,,,,12.0,30.0,1.0,1.0,194573.34,110592.734,1.0,1.0,0.0,12.0
6.0,419.0,5.0,81.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,25.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
3.0,560.0,5.0,81.0,,1.0,0.0,0.0,0.0,2.0,1.0,7.0,6.0,15.0,1.0,3.0,194573.34,110592.734,1.0,1.0,0.0,7.0
1.0,559.0,5.0,81.0,,0.0,1.0,,,,,,7.0,25.0,0.0,2.0,194573.34,110592.734,1.0,1.0,0.0,7.0
7.0,442.0,5.0,81.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
6.0,420.0,5.0,81.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
6.0,430.0,5.0,81.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
6.0,428.0,5.0,81.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
7.0,437.0,5.0,81.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
5.0,292.0,5.0,81.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
6.0,423.0,5.0,81.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,18.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
6.0,418.0,5.0,81.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
7.0,406.0,5.0,81.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
6.0,429.0,5.0,81.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
2.0,8.081828e+07,5.0,81.0,1.0,0.0,1.0,2.0,14.0,2.0,1.0,0.0,14.0,34.0,1.0,,194573.34,110592.734,1.0,1.0,0.0,1.0
5.0,286.0,5.0,81.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
2.0,8.081254e+07,5.0,81.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,18.0,1.0,,194573.34,110592.734,1.0,1.0,0.0,7.0
6.0,424.0,5.0,81.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,13.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
6.0,417.0,5.0,81.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
2.0,8.081349e+07,5.0,81.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,15.0,15.0,0.0,0.0,194573.34,110592.734,1.0,1.0,0.0,0.0
3.0,502.0,5.0,81.0,,0.0,0.0,2.0,0.0,1.0,1.0,10.0,10.0,13.0,1.0,1.0,194573.34,110592.734,1.0,1.0,0.0,5.0
5.0,281.0,5.0,81.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
4.0,339.0,5.0,81.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,,55.0,,,194573.34,110592.734,1.0,1.0,1.0,0.0
4.0,194.0,5.0,81.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,7.0,7.0,45.0,,,194573.34,110592.734,1.0,1.0,1.0,0.0
1.0,502.0,5.0,81.0,,0.0,1.0,,,,,,8.0,10.0,1.0,1.0,194573.34,110592.734,1.0,1.0,0.0,3.0
5.0,293.0,5.0,81.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
3.0,562.0,5.0,81.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,48.0,1.0,2.0,194573.34,110592.734,1.0,1.0,0.0,18.0
5.0,282.0,5.0,81.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,10.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
4.0,193.0,5.0,81.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,5.0,50.0,,,194573.34,110592.734,1.0,1.0,1.0,0.0
5.0,294.0,5.0,81.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
7.0,401.0,5.0,81.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,7.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
4.0,195.0,5.0,81.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,19.0,,,194573.34,110592.734,1.0,1.0,1.0,0.0
7.0,405.0,5.0,81.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,12.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
7.0,443.0,5.0,81.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,,,,,194573.34,110592.734,1.0,1.0,1.0,1.0
6.0,431.0,5.0,81.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,13.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
6.0,421.0,5.0,81.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
3.0,501.0,5.0,81.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,194573.34,110592.734,1.0,1.0,0.0,7.0
6.0,422.0,5.0,81.0,1.0,1.0,0.0,2.0,0.0,9.0,2.0,9.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
6.0,427.0,5.0,81.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
4.0,550.0,5.0,81.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,13.0,,,194573.34,110592.734,1.0,1.0,1.0,0.0
3.0,559.0,5.0,81.0,,0.0,1.0,0.0,0.0,3.0,3.0,10.0,10.0,26.0,0.0,4.0,194573.34,110592.734,1.0,1.0,0.0,10.0
3.0,561.0,5.0,81.0,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,32.0,0.0,1.0,194573.34,110592.734,1.0,1.0,0.0,10.0
4.0,548.0,5.0,81.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,,3.0,,,194573.34,110592.734,1.0,1.0,1.0,0.0
1.0,560.0,5.0,81.0,,1.0,1.0,,,,,,3.0,14.0,1.0,1.0,194573.34,110592.734,1.0,1.0,0.0,3.0
