year,Cluster,Division,District,Urban,grameen_bank,co_operative_soc,madrassa_school,primary_school,high_school,post_office,cinema,dist_Thana,dist_district,NGO,dist_satellite_clinic,padma_m,jamuna_m,treat,smp1,yr,dist_hos
6.0,316.0,4.0,47.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,110140.45,188975.33,0.0,0.0,1.0,0.0
7.0,358.0,4.0,47.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,110140.45,188975.33,0.0,0.0,1.0,0.0
6.0,319.0,4.0,47.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,,,,,110140.45,188975.33,0.0,0.0,1.0,0.0
6.0,320.0,4.0,47.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,,,,,110140.45,188975.33,0.0,0.0,1.0,0.0
4.0,544.0,4.0,47.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,,2.0,,,110140.45,188975.33,0.0,0.0,1.0,0.0
6.0,312.0,4.0,47.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,,,,,110140.45,188975.33,0.0,0.0,1.0,0.0
6.0,323.0,4.0,47.0,1.0,2.0,0.0,9.0,0.0,2.0,5.0,26.0,,,,,110140.45,188975.33,0.0,0.0,1.0,1.0
7.0,350.0,4.0,47.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,,,,,110140.45,188975.33,0.0,0.0,1.0,0.0
6.0,327.0,4.0,47.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,110140.45,188975.33,0.0,0.0,1.0,0.0
1.0,401.0,4.0,47.0,,0.0,1.0,,,,,,0.0,0.0,1.0,1.0,110140.45,188975.33,0.0,0.0,0.0,2.0
4.0,545.0,4.0,47.0,3.0,2.0,0.0,0.0,0.0,4.0,3.0,4.0,,5.0,,,110140.45,188975.33,0.0,0.0,1.0,0.0
4.0,140.0,4.0,47.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,6.0,6.0,25.0,,,110140.45,188975.33,0.0,0.0,1.0,0.0
6.0,325.0,4.0,47.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,,,,,110140.45,188975.33,0.0,0.0,1.0,0.0
1.0,402.0,4.0,47.0,,0.0,1.0,,,,,,4.0,4.0,1.0,4.0,110140.45,188975.33,0.0,0.0,0.0,3.0
1.0,531.0,5.0,49.0,,0.0,1.0,,,,,,5.0,17.0,1.0,4.0,266759.1,152673.62,1.0,1.0,0.0,5.0
5.0,262.0,5.0,49.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,,,,,266759.1,152673.62,1.0,1.0,1.0,2.0
2.0,8.549947e+07,5.0,49.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0,12.0,0.0,1.0,266759.1,152673.62,1.0,1.0,0.0,1.0
1.0,533.0,5.0,49.0,,0.0,1.0,,,,,,0.0,40.0,1.0,0.0,266759.1,152673.62,1.0,1.0,0.0,
4.0,203.0,5.0,49.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,80.0,,,266759.1,152673.62,1.0,1.0,1.0,0.0
4.0,419.0,5.0,49.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,28.0,,,266759.1,152673.62,1.0,1.0,1.0,0.0
3.0,533.0,5.0,49.0,,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,40.0,1.0,0.0,266759.1,152673.62,1.0,1.0,0.0,0.0
1.0,530.0,5.0,49.0,,1.0,0.0,,,,,,5.0,20.0,1.0,1.0,266759.1,152673.62,1.0,1.0,0.0,5.0
3.0,532.0,5.0,49.0,,0.0,1.0,0.0,2.0,2.0,2.0,6.0,6.0,6.0,0.0,2.0,266759.1,152673.62,1.0,1.0,0.0,6.0
1.0,532.0,5.0,49.0,,0.0,1.0,,,,,,6.0,7.0,0.0,2.0,266759.1,152673.62,1.0,1.0,0.0,2.0
3.0,531.0,5.0,49.0,,0.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,20.0,0.0,1.0,266759.1,152673.62,1.0,1.0,0.0,1.0
5.0,299.0,5.0,49.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,266759.1,152673.62,1.0,1.0,1.0,0.0
2.0,8.549061e+07,5.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,18.0,0.0,0.0,266759.1,152673.62,1.0,1.0,0.0,0.0
2.0,8.549617e+07,5.0,49.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,266759.1,152673.62,1.0,1.0,0.0,0.0
3.0,530.0,5.0,49.0,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,30.0,1.0,0.0,266759.1,152673.62,1.0,1.0,0.0,0.0
2.0,8.549772e+07,5.0,49.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,1.0,266759.1,152673.62,1.0,1.0,0.0,1.0
2.0,8.549082e+07,5.0,49.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,35.0,0.0,,266759.1,152673.62,1.0,1.0,0.0,0.0
4.0,201.0,5.0,49.0,1.0,2.0,1.0,0.0,0.0,0.0,14.0,14.0,14.0,45.0,,,266759.1,152673.62,1.0,1.0,1.0,0.0
5.0,261.0,5.0,49.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,15.0,,,,,266759.1,152673.62,1.0,1.0,1.0,1.0
5.0,311.0,5.0,49.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,266759.1,152673.62,1.0,1.0,1.0,0.0
4.0,202.0,5.0,49.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,5.0,4.83,16.1,,,266759.1,152673.62,1.0,1.0,1.0,0.0
7.0,311.0,4.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
1.0,405.0,4.0,50.0,,0.0,1.0,,,,,,0.0,0.0,1.0,1.0,130638.18,91136.766,0.0,0.0,0.0,1.0
7.0,312.0,4.0,50.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
3.0,411.0,4.0,50.0,,1.0,0.0,0.0,0.0,0.0,2.0,8.0,9.0,16.0,0.0,2.0,130638.18,91136.766,0.0,0.0,0.0,9.0
3.0,412.0,4.0,50.0,,1.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,14.0,0.0,3.0,130638.18,91136.766,0.0,0.0,0.0,5.0
2.0,5.5507184e+07,4.0,50.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,3.0,13.0,1.0,0.0,130638.18,91136.766,0.0,0.0,0.0,0.0
5.0,214.0,4.0,50.0,1.0,1.0,1.0,3.0,0.0,4.0,7.0,7.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
7.0,307.0,4.0,50.0,1.0,2.0,1.0,4.0,0.0,5.0,5.0,32.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
7.0,308.0,4.0,50.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
2.0,5.5509416e+07,4.0,50.0,1.0,0.0,,2.0,0.0,1.0,0.0,0.0,10.0,18.0,1.0,,130638.18,91136.766,0.0,0.0,0.0,1.0
4.0,152.0,4.0,50.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,22.0,,,130638.18,91136.766,0.0,0.0,1.0,0.0
3.0,413.0,4.0,50.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,6.0,130638.18,91136.766,0.0,0.0,0.0,2.0
7.0,345.0,4.0,50.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
6.0,334.0,4.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,130638.18,91136.766,0.0,0.0,1.0,3.0
3.0,405.0,4.0,50.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,130638.18,91136.766,0.0,0.0,0.0,1.0
1.0,412.0,4.0,50.0,,1.0,0.0,,,,,,10.0,20.0,1.0,1.0,130638.18,91136.766,0.0,0.0,0.0,10.0
6.0,329.0,4.0,50.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,25.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
5.0,245.0,4.0,50.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
3.0,414.0,4.0,50.0,,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,10.0,0.0,1.0,130638.18,91136.766,0.0,0.0,0.0,2.0
4.0,153.0,4.0,50.0,1.0,2.0,0.0,3.0,0.0,4.0,4.0,10.0,10.0,10.0,,,130638.18,91136.766,0.0,0.0,1.0,0.0
6.0,331.0,4.0,50.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,10.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
5.0,215.0,4.0,50.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,23.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
4.0,151.0,4.0,50.0,1.0,2.0,0.0,0.0,1.0,1.61,2.0,2.0,7.0,26.0,,,130638.18,91136.766,0.0,0.0,1.0,0.0
6.0,330.0,4.0,50.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
7.0,310.0,4.0,50.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
7.0,309.0,4.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
5.0,239.0,4.0,50.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
7.0,306.0,4.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
5.0,212.0,4.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
6.0,333.0,4.0,50.0,1.0,1.0,0.0,8.0,0.0,0.0,2.0,5.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
6.0,337.0,4.0,50.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,7.0,,,,,130638.18,91136.766,0.0,0.0,1.0,2.0
6.0,336.0,4.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,130638.18,91136.766,0.0,0.0,1.0,1.0
6.0,335.0,4.0,50.0,1.0,1.0,0.0,3.0,0.0,3.0,3.0,25.0,,,,,130638.18,91136.766,0.0,0.0,1.0,1.0
2.0,5.5503948e+07,4.0,50.0,1.0,0.0,0.0,1.0,,2.0,0.0,0.0,14.0,18.0,0.0,,130638.18,91136.766,0.0,0.0,0.0,8.0
6.0,328.0,4.0,50.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,12.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
7.0,344.0,4.0,50.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
1.0,411.0,4.0,50.0,,1.0,1.0,,,,,,10.0,14.0,1.0,1.0,130638.18,91136.766,0.0,0.0,0.0,1.0
4.0,154.0,4.0,50.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,25.0,25.0,,,130638.18,91136.766,0.0,0.0,1.0,0.0
4.0,329.0,4.0,50.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,,1.0,,,130638.18,91136.766,0.0,0.0,1.0,0.0
5.0,213.0,4.0,50.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
2.0,5.5507944e+07,4.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,130638.18,91136.766,0.0,0.0,0.0,2.0
6.0,332.0,4.0,50.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,8.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
1.0,413.0,4.0,50.0,,1.0,1.0,,,,,,1.0,1.0,0.0,0.0,130638.18,91136.766,0.0,0.0,0.0,
4.0,155.0,4.0,50.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,8.0,8.0,8.0,,,130638.18,91136.766,0.0,0.0,1.0,0.0
7.0,313.0,4.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,15.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
5.0,211.0,4.0,50.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,,,,,130638.18,91136.766,0.0,0.0,1.0,0.0
1.0,414.0,4.0,50.0,,1.0,0.0,,,,,,1.0,13.0,1.0,1.0,130638.18,91136.766,0.0,0.0,0.0,1.0
5.0,263.0,5.0,52.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,308395.12,190793.38,1.0,1.0,1.0,0.0
1.0,528.0,5.0,52.0,,0.0,1.0,,,,,,5.0,25.0,0.0,1.0,308395.12,190793.38,1.0,1.0,0.0,5.0
3.0,528.0,5.0,52.0,,0.0,0.0,0.0,0.0,2.0,2.0,8.0,8.0,44.0,1.0,2.0,308395.12,190793.38,1.0,1.0,0.0,2.0
2.0,8.552333e+07,5.0,52.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,22.0,1.0,0.0,308395.12,190793.38,1.0,1.0,0.0,0.0
4.0,420.0,5.0,52.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,,60.0,,,308395.12,190793.38,1.0,1.0,1.0,0.0
2.0,8.552024e+07,5.0,52.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,14.0,12.0,1.0,0.0,308395.12,190793.38,1.0,1.0,0.0,0.0
4.0,204.0,5.0,52.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,5.0,11.0,,,308395.12,190793.38,1.0,1.0,1.0,0.0
5.0,264.0,5.0,52.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,,,,,308395.12,190793.38,1.0,1.0,1.0,0.0
3.0,529.0,5.0,52.0,,0.0,1.0,2.0,0.0,0.0,0.0,10.0,15.0,10.0,1.0,0.0,308395.12,190793.38,1.0,1.0,0.0,0.0
4.0,341.0,5.0,52.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,,1.0,,,308395.12,190793.38,1.0,1.0,1.0,0.0
4.0,205.0,5.0,52.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,32.0,,1.0,308395.12,190793.38,1.0,1.0,1.0,1.0
1.0,529.0,5.0,52.0,,0.0,1.0,,,,,,14.0,10.0,1.0,0.0,308395.12,190793.38,1.0,1.0,0.0,10.0
4.0,91.0,3.0,54.0,1.0,1.0,0.0,5.0,0.0,3.0,1.0,5.0,5.0,40.0,,,26180.674,137688.75,0.0,0.0,1.0,2.0
4.0,90.0,3.0,54.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,5.0,32.2,9.0,,,26180.674,137688.75,0.0,0.0,1.0,0.0
7.0,188.0,3.0,54.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,,,,,26180.674,137688.75,0.0,0.0,1.0,0.0
7.0,189.0,3.0,54.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,9.0,,,,,26180.674,137688.75,0.0,0.0,1.0,0.0
6.0,224.0,3.0,54.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,15.0,,,,,26180.674,137688.75,0.0,0.0,1.0,0.0
5.0,126.0,3.0,54.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,8.0,,,,,26180.674,137688.75,0.0,0.0,1.0,0.0
3.0,340.0,3.0,54.0,,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,20.0,0.0,0.0,26180.674,137688.75,0.0,0.0,0.0,7.0
6.0,225.0,3.0,54.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,7.0,,,,,26180.674,137688.75,0.0,0.0,1.0,0.0
6.0,222.0,3.0,54.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,,,,,26180.674,137688.75,0.0,0.0,1.0,0.0
5.0,188.0,3.0,54.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,26180.674,137688.75,0.0,0.0,1.0,0.0
5.0,127.0,3.0,54.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,10.0,,,,,26180.674,137688.75,0.0,0.0,1.0,0.0
1.0,340.0,3.0,54.0,,0.0,1.0,,,,,,6.0,20.0,1.0,1.0,26180.674,137688.75,0.0,0.0,0.0,6.0
6.0,223.0,3.0,54.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,26180.674,137688.75,0.0,0.0,1.0,0.0
2.0,4.0545436e+07,3.0,54.0,1.0,0.0,1.0,6.0,0.0,4.0,0.0,0.0,4.0,5.0,1.0,2.0,26180.674,137688.75,0.0,0.0,0.0,1.0
2.0,4.0548704e+07,3.0,54.0,1.0,0.0,0.0,8.0,45.0,3.0,0.0,0.0,10.0,30.0,0.0,,26180.674,137688.75,0.0,0.0,0.0,0.0
5.0,217.0,4.0,55.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,,,,,82436.08,111756.836,0.0,0.0,1.0,0.0
4.0,132.0,4.0,55.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,5.0,,14.0,,,82436.08,111756.836,0.0,0.0,1.0,0.0
6.0,342.0,4.0,55.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,12.0,,,,,82436.08,111756.836,0.0,0.0,1.0,1.0
6.0,341.0,4.0,55.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,13.0,,,,,82436.08,111756.836,0.0,0.0,1.0,1.0
1.0,420.0,4.0,55.0,,1.0,1.0,,,,,,18.0,18.0,0.0,1.0,82436.08,111756.836,0.0,0.0,0.0,1.0
2.0,4.555571e+07,4.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,15.0,1.0,,82436.08,111756.836,0.0,0.0,0.0,1.0
5.0,240.0,4.0,55.0,3.0,1.0,0.0,5.0,1.0,1.0,4.0,5.0,,,,,82436.08,111756.836,0.0,0.0,1.0,0.0
6.0,338.0,4.0,55.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,,,,,82436.08,111756.836,0.0,0.0,1.0,0.0
6.0,339.0,4.0,55.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,7.0,,,,,82436.08,111756.836,0.0,0.0,1.0,0.0
7.0,346.0,4.0,55.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,82436.08,111756.836,0.0,0.0,1.0,0.0
6.0,340.0,4.0,55.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,25.0,,,,,82436.08,111756.836,0.0,0.0,1.0,0.0
4.0,325.0,4.0,55.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,,2.0,,,82436.08,111756.836,0.0,0.0,1.0,0.0
7.0,315.0,4.0,55.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,16.0,,,,,82436.08,111756.836,0.0,0.0,1.0,0.0
3.0,420.0,4.0,55.0,,1.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,1.0,0.0,82436.08,111756.836,0.0,0.0,0.0,16.0
4.0,133.0,4.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,16.0,,,82436.08,111756.836,0.0,0.0,1.0,0.0
5.0,216.0,4.0,55.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,20.0,,,,,82436.08,111756.836,0.0,0.0,1.0,0.0
7.0,314.0,4.0,55.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,17.0,,,,,82436.08,111756.836,0.0,0.0,1.0,0.0
7.0,316.0,4.0,55.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,8.0,,,,,82436.08,111756.836,0.0,0.0,1.0,0.0
6.0,345.0,4.0,57.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,,,,,161151.66,126546.39,0.0,0.0,1.0,0.0
7.0,317.0,4.0,57.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,14.0,,,,,161151.66,126546.39,0.0,0.0,1.0,0.0
6.0,343.0,4.0,57.0,1.0,1.0,1.0,4.0,0.0,0.0,4.0,16.0,,,,,161151.66,126546.39,0.0,0.0,1.0,0.0
4.0,156.0,4.0,57.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,7.0,,7.0,,,161151.66,126546.39,0.0,0.0,1.0,0.0
6.0,346.0,4.0,57.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,10.0,,,,,161151.66,126546.39,0.0,0.0,1.0,0.0
5.0,218.0,4.0,57.0,1.0,2.0,0.0,6.0,2.0,3.0,3.0,15.0,,,,,161151.66,126546.39,0.0,0.0,1.0,3.0
7.0,347.0,4.0,57.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,161151.66,126546.39,0.0,0.0,1.0,0.0
7.0,318.0,4.0,57.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,20.0,,,,,161151.66,126546.39,0.0,0.0,1.0,0.0
7.0,319.0,4.0,57.0,1.0,1.0,0.0,6.0,0.0,1.0,5.0,6.0,,,,,161151.66,126546.39,0.0,0.0,1.0,0.0
6.0,344.0,4.0,57.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,,161151.66,126546.39,0.0,0.0,1.0,0.0
6.0,551.0,5.0,58.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
7.0,544.0,5.0,58.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,13.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
7.0,542.0,5.0,58.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,20.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
7.0,550.0,5.0,58.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,10.0,,,,,205305.48,215355.66,1.0,1.0,1.0,5.0
7.0,582.0,5.0,58.0,2.0,1.0,0.0,3.0,2.0,0.0,3.0,3.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
6.0,548.0,5.0,58.0,1.0,1.0,0.0,1.0,0.0,9.0,2.0,9.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
7.0,583.0,5.0,58.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
6.0,553.0,5.0,58.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,21.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
6.0,552.0,5.0,58.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
6.0,549.0,5.0,58.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,9.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
6.0,554.0,5.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,,,,,205305.48,215355.66,1.0,1.0,1.0,1.0
7.0,547.0,5.0,58.0,1.0,1.0,1.0,1.61,0.0,1.61,1.61,4.83,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
7.0,543.0,5.0,58.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
7.0,545.0,5.0,58.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
7.0,546.0,5.0,58.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,,,,,205305.48,215355.66,1.0,1.0,1.0,1.0
6.0,546.0,5.0,58.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,,,,,205305.48,215355.66,1.0,1.0,1.0,1.0
7.0,551.0,5.0,58.0,1.0,1.0,0.0,2.0,0.0,6.0,2.0,17.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
7.0,548.0,5.0,58.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,13.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
6.0,550.0,5.0,58.0,1.0,1.0,0.0,3.0,1.0,9.0,0.0,8.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
6.0,555.0,5.0,58.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
6.0,556.0,5.0,58.0,1.0,1.0,0.0,3.0,0.0,9.0,1.0,9.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
7.0,549.0,5.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
6.0,545.0,5.0,58.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,18.0,,,,,205305.48,215355.66,1.0,1.0,1.0,0.0
6.0,547.0,5.0,58.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,,,,,205305.48,215355.66,1.0,1.0,1.0,1.0
7.0,426.0,5.0,64.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
6.0,389.0,5.0,64.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,8.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
4.0,185.0,5.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,5.0,,,221962.94,116534.97,1.0,1.0,1.0,0.0
4.0,184.0,5.0,64.0,1.0,1.0,1.0,7.0,1.0,1.0,3.0,5.0,7.0,36.0,,,221962.94,116534.97,1.0,1.0,1.0,0.0
6.0,388.0,5.0,64.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,15.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
7.0,376.0,5.0,64.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
2.0,8.0646056e+07,5.0,64.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,6.0,1.0,0.0,221962.94,116534.97,1.0,1.0,0.0,0.0
2.0,8.064035e+07,5.0,64.0,1.0,0.0,0.0,,,9.0,0.0,0.0,9.0,20.0,0.0,,221962.94,116534.97,1.0,1.0,0.0,0.0
7.0,379.0,5.0,64.0,1.0,2.0,1.0,3.0,0.0,5.0,4.0,3.0,,,,,221962.94,116534.97,1.0,1.0,1.0,1.0
4.0,187.0,5.0,64.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,10.0,19.0,19.0,,,221962.94,116534.97,1.0,1.0,1.0,0.0
3.0,510.0,5.0,64.0,,,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,221962.94,116534.97,1.0,1.0,0.0,2.0
6.0,383.0,5.0,64.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,12.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
