year,Cluster,Division,District,rural,female,age5,age60,Age,hsize,DrinkWater,Toilet,Electricity,Floor,Roof,padma_m,jamuna_m,treat,smp1,yr
5.0,311.0,5.0,49.0,0.0,0.5,0.16197184,0.06338028,26.105635,5.816901,0.035714287,0.35714287,0.5714286,0.39285713,1.0,266759.1,152673.62,1.0,1.0,1.0
7.0,517.0,5.0,49.0,0.0,0.5,0.10135135,0.10135135,29.878378,11.162162,0.0,0.08571429,0.028571429,0.14285715,1.0,266759.1,152673.62,1.0,1.0,1.0
2.0,8.549617e+07,5.0,49.0,1.0,0.5089286,0.08928572,0.08928572,24.267857,7.053571,0.0,0.0,0.0,,0.5,266759.1,152673.62,1.0,1.0,0.0
6.0,477.0,5.0,49.0,0.0,0.4765625,0.125,0.0859375,27.640625,5.03125,0.0,0.035714287,0.53571427,0.25,1.0,266759.1,152673.62,1.0,1.0,1.0
6.0,480.0,5.0,49.0,1.0,0.45890412,0.15753424,0.09589041,26.616438,6.410959,0.032258064,0.06451613,0.41935483,0.22580644,1.0,266759.1,152673.62,1.0,1.0,1.0
4.0,419.0,5.0,49.0,0.0,0.48062015,0.2015504,0.07751938,22.596899,4.8139534,0.0,0.0,0.0,0.0,0.93939394,266759.1,152673.62,1.0,1.0,1.0
2.0,5.5509416e+07,4.0,50.0,1.0,0.50961536,0.067307696,0.057692308,26.01923,6.769231,0.0,0.0,0.0,,0.75,130638.18,91136.766,0.0,0.0,0.0
6.0,331.0,4.0,50.0,1.0,0.5426357,0.093023255,0.046511628,26.503876,4.5658913,0.0,0.0,0.76666665,0.16666667,1.0,130638.18,91136.766,0.0,0.0,1.0
3.0,414.0,4.0,50.0,1.0,0.4817073,0.1402439,0.067073174,24.743902,6.4390244,0.0,0.1764706,0.11764706,0.14705883,0.7941176,130638.18,91136.766,0.0,0.0,0.0
5.0,215.0,4.0,50.0,1.0,0.47826087,0.14782609,0.069565214,25.947826,4.617391,0.0,0.0,0.074074075,0.037037037,1.0,130638.18,91136.766,0.0,0.0,1.0
7.0,308.0,4.0,50.0,1.0,0.51492536,0.104477614,0.12686567,32.104477,11.343284,0.0,0.028571429,0.8,0.25714287,1.0,130638.18,91136.766,0.0,0.0,1.0
7.0,309.0,4.0,50.0,1.0,0.5,0.14492753,0.057971016,26.594202,10.84058,0.060606062,0.060606062,0.6060606,0.33333334,1.0,130638.18,91136.766,0.0,0.0,1.0
3.0,411.0,4.0,50.0,1.0,0.5232558,0.15116279,0.046511628,22.267443,5.5581393,0.0,0.057142857,0.17142858,0.057142857,0.8,130638.18,91136.766,0.0,0.0,0.0
1.0,413.0,4.0,50.0,1.0,0.50691247,0.17050691,0.059907835,22.571428,6.345622,0.0,0.05,0.175,0.075,0.925,130638.18,91136.766,0.0,0.0,0.0
1.0,412.0,4.0,50.0,1.0,0.5177665,0.15228426,0.040609136,23.416245,7.0,0.022222223,0.044444446,0.022222223,0.044444446,0.6,130638.18,91136.766,0.0,0.0,0.0
2.0,5.5507944e+07,4.0,50.0,1.0,0.5092593,0.09259259,0.0,21.796297,5.962963,0.05,0.2,0.1,,0.85,130638.18,91136.766,0.0,0.0,0.0
4.0,154.0,4.0,50.0,1.0,0.504,0.144,0.048,24.144,4.936,0.0,0.06896552,0.7586207,0.13793103,1.0,130638.18,91136.766,0.0,0.0,1.0
7.0,313.0,4.0,50.0,1.0,0.44444445,0.07936508,0.103174604,30.944445,9.68254,0.0,0.0,0.8333333,0.3,1.0,130638.18,91136.766,0.0,0.0,1.0
7.0,306.0,4.0,50.0,1.0,0.5074627,0.1119403,0.05970149,27.097015,10.238806,0.0,0.0,0.67741936,0.19354838,1.0,130638.18,91136.766,0.0,0.0,1.0
5.0,213.0,4.0,50.0,1.0,0.51282054,0.11965812,0.07692308,24.76923,4.675214,0.0,0.037037037,0.5185185,0.11111111,1.0,130638.18,91136.766,0.0,0.0,1.0
5.0,245.0,4.0,50.0,0.0,0.48120302,0.15037593,0.060150377,27.293234,5.0902257,0.0,0.67741936,0.9354839,0.7741935,1.0,130638.18,91136.766,0.0,0.0,1.0
4.0,155.0,4.0,50.0,1.0,0.4852941,0.14705883,0.11764706,27.882353,4.9852943,0.0,0.033333335,0.5,0.26666668,1.0,130638.18,91136.766,0.0,0.0,1.0
1.0,414.0,4.0,50.0,1.0,0.49717513,0.13559322,0.056497175,23.559322,5.960452,0.027777778,0.027777778,0.1388889,0.027777778,0.7222222,130638.18,91136.766,0.0,0.0,0.0
7.0,307.0,4.0,50.0,1.0,0.496063,0.11811024,0.05511811,27.858267,9.968504,0.0,0.032258064,0.67741936,0.12903225,1.0,130638.18,91136.766,0.0,0.0,1.0
2.0,5.5507904e+07,4.0,50.0,0.0,0.5151515,0.09090909,0.08080808,25.151516,5.585859,0.0,0.35,0.4,,0.75,130638.18,91136.766,0.0,0.0,0.0
3.0,413.0,4.0,50.0,1.0,0.50898206,0.13173653,0.08383234,24.520958,6.3892217,0.0,0.0,0.2,0.0,0.85714287,130638.18,91136.766,0.0,0.0,0.0
7.0,345.0,4.0,50.0,0.0,0.5478261,0.07826087,0.09565217,31.669565,8.608696,0.032258064,0.22580644,0.9677419,0.8064516,1.0,130638.18,91136.766,0.0,0.0,1.0
6.0,332.0,4.0,50.0,1.0,0.4921875,0.078125,0.109375,28.210938,4.859375,0.0,0.035714287,0.10714286,0.071428575,1.0,130638.18,91136.766,0.0,0.0,1.0
1.0,405.0,4.0,50.0,0.0,0.45454547,0.125,0.022727273,23.511364,5.5,0.25,0.25,0.45,0.2,0.9,130638.18,91136.766,0.0,0.0,0.0
6.0,330.0,4.0,50.0,0.0,0.5,0.08955224,0.08208955,28.208956,4.9402986,0.0,0.032258064,0.8064516,0.22580644,1.0,130638.18,91136.766,0.0,0.0,1.0
7.0,344.0,4.0,50.0,0.0,0.3828125,0.09375,0.0859375,28.179688,11.34375,0.037037037,0.22222222,0.962963,0.5555556,1.0,130638.18,91136.766,0.0,0.0,1.0
4.0,152.0,4.0,50.0,1.0,0.46564886,0.16030534,0.06870229,25.419847,5.3053436,0.0,0.03125,0.5,0.15625,1.0,130638.18,91136.766,0.0,0.0,1.0
2.0,5.5507184e+07,4.0,50.0,1.0,0.5233645,0.1588785,0.037383176,21.738317,6.0280375,0.0,0.0,0.05,,0.65,130638.18,91136.766,0.0,0.0,0.0
4.0,151.0,4.0,50.0,1.0,0.5037594,0.15789473,0.02255639,23.81203,5.406015,0.0,0.13793103,0.7241379,0.37931034,1.0,130638.18,91136.766,0.0,0.0,1.0
6.0,328.0,4.0,50.0,1.0,0.38016528,0.10743801,0.08264463,27.272728,4.8347106,0.0,0.0,0.6363636,0.21212122,1.0,130638.18,91136.766,0.0,0.0,1.0
5.0,211.0,4.0,50.0,1.0,0.52380955,0.103174604,0.06349207,26.119047,4.888889,0.0,0.13793103,0.37931034,0.13793103,1.0,130638.18,91136.766,0.0,0.0,1.0
6.0,335.0,4.0,50.0,1.0,0.5116279,0.093023255,0.07751938,28.488373,4.9069767,0.0,0.09677419,0.67741936,0.16129032,1.0,130638.18,91136.766,0.0,0.0,1.0
6.0,337.0,4.0,50.0,1.0,0.5503876,0.13178295,0.03875969,24.271318,4.9534883,0.0,0.030303031,0.75757575,0.060606062,1.0,130638.18,91136.766,0.0,0.0,1.0
5.0,214.0,4.0,50.0,1.0,0.5135135,0.117117114,0.072072074,26.864864,4.2612615,0.0,0.07692308,0.65384614,0.15384616,1.0,130638.18,91136.766,0.0,0.0,1.0
6.0,333.0,4.0,50.0,1.0,0.46043167,0.107913665,0.12230216,29.093525,5.647482,0.0,0.0,0.4642857,0.035714287,1.0,130638.18,91136.766,0.0,0.0,1.0
6.0,329.0,4.0,50.0,1.0,0.44852942,0.15441176,0.16911764,31.852942,6.132353,0.0,0.0,1.0,0.16666667,1.0,130638.18,91136.766,0.0,0.0,1.0
3.0,405.0,4.0,50.0,0.0,0.48666668,0.12666667,0.04,21.7,7.6666665,0.03448276,0.1724138,0.53571427,0.41379312,0.9655172,130638.18,91136.766,0.0,0.0,0.0
1.0,411.0,4.0,50.0,1.0,0.5350877,0.19298245,0.05263158,22.372807,6.640351,0.0,0.0,0.14583333,0.020833334,0.6458333,130638.18,91136.766,0.0,0.0,0.0
3.0,412.0,4.0,50.0,1.0,0.5337838,0.067567565,0.0945946,28.054054,6.1486487,0.0,0.03125,0.0,0.125,0.90625,130638.18,91136.766,0.0,0.0,0.0
7.0,311.0,4.0,50.0,1.0,0.47887325,0.11971831,0.07042254,29.077465,10.394366,0.0,0.27272728,0.969697,0.54545456,1.0,130638.18,91136.766,0.0,0.0,1.0
7.0,312.0,4.0,50.0,1.0,0.47727272,0.10606061,0.11363637,30.666666,11.939394,0.0,0.15384616,0.84615386,0.115384616,1.0,130638.18,91136.766,0.0,0.0,1.0
4.0,329.0,4.0,50.0,0.0,0.45695364,0.11258278,0.059602648,26.370861,6.2582784,0.13793103,0.7241379,0.9655172,0.82758623,0.9655172,130638.18,91136.766,0.0,0.0,1.0
7.0,310.0,4.0,50.0,1.0,0.4728682,0.10852713,0.062015504,26.95349,10.310078,0.0,0.0,0.8235294,0.29411766,1.0,130638.18,91136.766,0.0,0.0,1.0
4.0,153.0,4.0,50.0,1.0,0.5074627,0.17910448,0.052238807,23.514925,5.522388,0.0,0.0,0.03846154,0.0,1.0,130638.18,91136.766,0.0,0.0,1.0
6.0,336.0,4.0,50.0,1.0,0.4774775,0.12612613,0.072072074,28.846848,4.5315313,0.0,0.53846157,0.9230769,0.88461536,1.0,130638.18,91136.766,0.0,0.0,1.0
2.0,5.5503948e+07,4.0,50.0,1.0,0.5058824,0.11764706,0.047058824,24.341177,4.7411766,0.0,0.0,0.0,,0.55,130638.18,91136.766,0.0,0.0,0.0
5.0,212.0,4.0,50.0,1.0,0.446281,0.1322314,0.05785124,27.842976,4.7190084,0.0,0.1875,0.625,0.34375,1.0,130638.18,91136.766,0.0,0.0,1.0
5.0,239.0,4.0,50.0,0.0,0.49635038,0.124087594,0.08759124,29.182482,5.8467155,0.10344828,0.9310345,1.0,0.9655172,1.0,130638.18,91136.766,0.0,0.0,1.0
6.0,334.0,4.0,50.0,0.0,0.5,0.11940298,0.052238807,28.35821,5.119403,0.19354838,0.38709676,1.0,0.9354839,1.0,130638.18,91136.766,0.0,0.0,1.0
5.0,263.0,5.0,52.0,1.0,0.4552239,0.13432837,0.029850746,23.11194,5.597015,0.033333335,0.0,0.16666667,0.033333335,0.8333333,308395.12,190793.38,1.0,1.0,1.0
6.0,492.0,5.0,52.0,0.0,0.51592356,0.10828026,0.06369427,27.598726,6.248408,0.0,0.25,0.9583333,0.625,0.9583333,308395.12,190793.38,1.0,1.0,1.0
7.0,480.0,5.0,52.0,1.0,0.475,0.1625,0.06875,24.6375,12.9,0.0,0.0,0.033333335,0.13333334,1.0,308395.12,190793.38,1.0,1.0,1.0
3.0,528.0,5.0,52.0,1.0,0.5314685,0.1958042,0.04895105,21.874126,5.3496504,0.0,0.0,0.0,0.033333335,0.3,308395.12,190793.38,1.0,1.0,0.0
2.0,8.552024e+07,5.0,52.0,1.0,0.5,0.1375,0.075,24.0,4.625,0.0,0.0,0.0,,0.3,308395.12,190793.38,1.0,1.0,0.0
4.0,341.0,5.0,52.0,0.0,0.56213015,0.088757396,0.07692308,26.928993,7.035503,0.26666668,0.4,0.9,0.8,1.0,308395.12,190793.38,1.0,1.0,1.0
1.0,528.0,5.0,52.0,1.0,0.46857142,0.18285714,0.08,23.30857,7.8342857,0.0,0.0,0.0,0.028571429,0.37142858,308395.12,190793.38,1.0,1.0,0.0
1.0,529.0,5.0,52.0,1.0,0.4722222,0.1712963,0.06944445,23.61574,7.1574073,0.0,0.0,0.0,0.0,0.45714286,308395.12,190793.38,1.0,1.0,0.0
6.0,491.0,5.0,52.0,1.0,0.54310346,0.094827585,0.0862069,29.37931,4.862069,0.0,0.0,0.0,0.0,0.962963,308395.12,190793.38,1.0,1.0,1.0
7.0,476.0,5.0,52.0,1.0,0.4609375,0.1484375,0.09375,26.75,11.15625,0.0,0.0,0.6296296,0.22222222,1.0,308395.12,190793.38,1.0,1.0,1.0
6.0,488.0,5.0,52.0,1.0,0.45890412,0.1780822,0.05479452,24.40411,5.39726,0.06666667,0.0,0.0,0.06666667,0.8666667,308395.12,190793.38,1.0,1.0,1.0
6.0,490.0,5.0,52.0,0.0,0.43452382,0.08928572,0.0952381,29.970238,6.2619047,0.0,0.09677419,0.83870965,0.3548387,1.0,308395.12,190793.38,1.0,1.0,1.0
3.0,529.0,5.0,52.0,1.0,0.47560975,0.14634146,0.06097561,22.573172,5.9634147,0.0,0.0,0.0,0.0,0.5,308395.12,190793.38,1.0,1.0,0.0
4.0,205.0,5.0,52.0,1.0,0.50793654,0.11111111,0.03968254,24.230158,4.825397,0.0,0.06451613,0.0,0.0,0.83870965,308395.12,190793.38,1.0,1.0,1.0
4.0,420.0,5.0,52.0,0.0,0.52205884,0.13970588,0.04411765,23.433823,5.2058825,0.0,0.0,0.0,0.0,0.76666665,308395.12,190793.38,1.0,1.0,1.0
2.0,8.552333e+07,5.0,52.0,1.0,0.5217391,0.08695652,0.02173913,23.043478,5.7391305,0.0,0.0,0.0,,0.2,308395.12,190793.38,1.0,1.0,0.0
6.0,487.0,5.0,52.0,1.0,0.50340134,0.1292517,0.07482993,25.5034,5.408163,0.0,0.0,0.15625,0.03125,1.0,308395.12,190793.38,1.0,1.0,1.0
6.0,489.0,5.0,52.0,1.0,0.45112783,0.10526316,0.067669176,26.421053,5.4210525,0.0,0.0,0.37931034,0.1724138,1.0,308395.12,190793.38,1.0,1.0,1.0
7.0,477.0,5.0,52.0,1.0,0.4890511,0.09489051,0.08029197,28.240875,11.576642,0.0,0.0,0.6785714,0.0,1.0,308395.12,190793.38,1.0,1.0,1.0
5.0,264.0,5.0,52.0,1.0,0.56643355,0.11188811,0.10489511,27.524475,6.2027974,0.0,0.03846154,0.115384616,0.03846154,1.0,308395.12,190793.38,1.0,1.0,1.0
7.0,478.0,5.0,52.0,1.0,0.53205127,0.08974359,0.07692308,26.205128,12.410256,0.0,0.0,0.7586207,0.03448276,1.0,308395.12,190793.38,1.0,1.0,1.0
7.0,519.0,5.0,52.0,0.0,0.45454547,0.08181818,0.09090909,28.381819,9.236363,0.0,0.0,0.9,0.36666667,1.0,308395.12,190793.38,1.0,1.0,1.0
4.0,204.0,5.0,52.0,1.0,0.55333334,0.11333334,0.06,26.1,6.28,0.0,0.057142857,0.17142858,0.028571429,0.94285715,308395.12,190793.38,1.0,1.0,1.0
6.0,493.0,5.0,52.0,1.0,0.5625,0.1171875,0.0546875,26.679688,5.140625,0.0,0.11111111,0.37037036,0.074074075,0.8148148,308395.12,190793.38,1.0,1.0,1.0
7.0,479.0,5.0,52.0,1.0,0.47619048,0.11309524,0.083333336,26.333334,13.047619,0.0,0.0,0.5588235,0.11764706,1.0,308395.12,190793.38,1.0,1.0,1.0
1.0,340.0,3.0,54.0,1.0,0.45414847,0.14847161,0.10043668,26.742357,6.135371,0.0,0.025641026,0.0,0.025641026,0.84615386,26180.674,137688.75,0.0,0.0,0.0
2.0,4.0548704e+07,3.0,54.0,1.0,0.5445545,0.15841584,0.05940594,24.79208,5.633663,0.0,0.0,0.0,,0.8,26180.674,137688.75,0.0,0.0,0.0
5.0,127.0,3.0,54.0,1.0,0.46296296,0.17283951,0.037037037,21.882715,6.691358,0.0,0.22222222,0.0,0.0,1.0,26180.674,137688.75,0.0,0.0,1.0
5.0,126.0,3.0,54.0,1.0,0.46153846,0.12426036,0.082840234,25.680473,6.2781067,0.033333335,0.4,0.8666667,0.33333334,1.0,26180.674,137688.75,0.0,0.0,1.0
2.0,4.0545436e+07,3.0,54.0,1.0,0.46226415,0.13207547,0.08490566,24.009434,5.8490567,0.0,0.0,0.0,,0.65,26180.674,137688.75,0.0,0.0,0.0
7.0,188.0,3.0,54.0,1.0,0.416,0.112,0.16,31.384,10.128,0.0,0.04761905,0.7619048,0.04761905,1.0,26180.674,137688.75,0.0,0.0,1.0
6.0,222.0,3.0,54.0,1.0,0.5202703,0.0945946,0.12837838,27.013514,5.581081,0.0,0.0,0.53571427,0.035714287,1.0,26180.674,137688.75,0.0,0.0,1.0
6.0,224.0,3.0,54.0,1.0,0.46086955,0.12173913,0.13043478,27.121738,5.8173914,0.0,0.04347826,0.8695652,0.08695652,1.0,26180.674,137688.75,0.0,0.0,1.0
6.0,223.0,3.0,54.0,0.0,0.47368422,0.082706764,0.060150377,27.827068,5.180451,0.1923077,0.53846157,1.0,0.7692308,1.0,26180.674,137688.75,0.0,0.0,1.0
3.0,340.0,3.0,54.0,1.0,0.44541484,0.18340611,0.104803495,25.248909,5.934498,0.0,0.08695652,0.04347826,0.08695652,0.8913044,26180.674,137688.75,0.0,0.0,0.0
6.0,225.0,3.0,54.0,1.0,0.44520548,0.12328767,0.13013698,28.945206,5.452055,0.0,0.037037037,0.44444445,0.11111111,1.0,26180.674,137688.75,0.0,0.0,1.0
7.0,189.0,3.0,54.0,1.0,0.42635658,0.13178295,0.07751938,26.023256,11.705426,0.0,0.037037037,0.0,0.11111111,1.0,26180.674,137688.75,0.0,0.0,1.0
5.0,188.0,3.0,54.0,0.0,0.4878049,0.14634146,0.048780486,24.676828,6.8292685,0.035714287,0.42857143,0.96428573,0.42857143,1.0,26180.674,137688.75,0.0,0.0,1.0
4.0,90.0,3.0,54.0,1.0,0.47560975,0.15853658,0.07317073,24.603659,6.0487804,0.0,0.0,0.0,0.032258064,1.0,26180.674,137688.75,0.0,0.0,1.0
4.0,91.0,3.0,54.0,1.0,0.47619048,0.12244898,0.0952381,26.64626,5.802721,0.0,0.0,0.8,0.0,1.0,26180.674,137688.75,0.0,0.0,1.0
4.0,133.0,4.0,55.0,1.0,0.50666666,0.12666667,0.07333333,26.68,7.4133334,0.0,0.09677419,0.16129032,0.12903225,0.9354839,82436.08,111756.836,0.0,0.0,1.0
2.0,4.555571e+07,4.0,55.0,1.0,0.46875,0.15625,0.0546875,22.296875,7.109375,0.0,0.05,0.0,,0.45,82436.08,111756.836,0.0,0.0,0.0
1.0,420.0,4.0,55.0,1.0,0.46305418,0.19704433,0.06403941,22.014778,6.9310346,0.024390243,0.17073171,0.024390243,0.09756097,0.68292683,82436.08,111756.836,0.0,0.0,0.0
6.0,341.0,4.0,55.0,1.0,0.49315068,0.10958904,0.0890411,27.541096,5.260274,0.032258064,0.0,0.9032258,0.06451613,0.9677419,82436.08,111756.836,0.0,0.0,1.0
7.0,316.0,4.0,55.0,1.0,0.47916666,0.13194445,0.06944445,26.555555,11.25,0.0,0.03125,0.53125,0.25,1.0,82436.08,111756.836,0.0,0.0,1.0
5.0,216.0,4.0,55.0,1.0,0.5660377,0.13836478,0.062893085,24.666666,6.3962264,0.0,0.06666667,0.0,0.0,0.93333334,82436.08,111756.836,0.0,0.0,1.0
6.0,340.0,4.0,55.0,1.0,0.53289473,0.125,0.05263158,24.269737,5.736842,0.0,0.0,0.1724138,0.13793103,1.0,82436.08,111756.836,0.0,0.0,1.0
4.0,325.0,4.0,55.0,0.0,0.47619048,0.125,0.05357143,23.416666,6.678571,0.0,0.16216215,0.45945945,0.16216215,1.0,82436.08,111756.836,0.0,0.0,1.0
7.0,346.0,4.0,55.0,0.0,0.47826087,0.06521739,0.07971015,30.202898,13.130435,0.0,0.14705883,1.0,0.8235294,1.0,82436.08,111756.836,0.0,0.0,1.0
3.0,420.0,4.0,55.0,1.0,0.4347826,0.13664596,0.07453416,25.080746,6.726708,0.0,0.14814815,0.08,0.2962963,0.8518519,82436.08,111756.836,0.0,0.0,0.0
4.0,132.0,4.0,55.0,1.0,0.5104895,0.14685315,0.07692308,24.979021,5.7552447,0.0,0.09090909,0.36363637,0.0,0.90909094,82436.08,111756.836,0.0,0.0,1.0
6.0,338.0,4.0,55.0,0.0,0.44047618,0.11904762,0.10119048,28.065475,6.321429,0.0,0.09677419,0.87096775,0.41935483,1.0,82436.08,111756.836,0.0,0.0,1.0
6.0,339.0,4.0,55.0,1.0,0.52205884,0.125,0.10294118,28.227942,5.6617646,0.0,0.0,0.04,0.12,1.0,82436.08,111756.836,0.0,0.0,1.0
7.0,314.0,4.0,55.0,1.0,0.47586206,0.096551724,0.096551724,27.73793,11.24138,0.0,0.0,0.16,0.0,1.0,82436.08,111756.836,0.0,0.0,1.0
5.0,240.0,4.0,55.0,0.0,0.5,0.13432837,0.03731343,25.47015,5.761194,0.0,0.06451613,0.41935483,0.12903225,0.9677419,82436.08,111756.836,0.0,0.0,1.0
6.0,342.0,4.0,55.0,1.0,0.464,0.128,0.144,29.584,5.08,0.0,0.0,0.4814815,0.0,1.0,82436.08,111756.836,0.0,0.0,1.0
5.0,217.0,4.0,55.0,1.0,0.48251748,0.13986014,0.10489511,25.818182,5.2797203,0.0,0.0,0.22580644,0.12903225,1.0,82436.08,111756.836,0.0,0.0,1.0
2.0,4.555663e+07,4.0,55.0,1.0,0.5,0.14893617,0.031914894,22.329786,5.212766,0.05,0.15,0.15,,0.25,82436.08,111756.836,0.0,0.0,0.0
7.0,315.0,4.0,55.0,1.0,0.4496124,0.10852713,0.093023255,26.04651,9.689922,0.0,0.0,0.04347826,0.04347826,1.0,82436.08,111756.836,0.0,0.0,1.0
7.0,319.0,4.0,57.0,1.0,0.38059703,0.08955224,0.09701493,27.813433,10.895522,0.057142857,0.114285715,0.85714287,0.74285716,1.0,161151.66,126546.39,0.0,0.0,1.0
4.0,156.0,4.0,57.0,1.0,0.45859873,0.15923567,0.10191083,26.866241,6.579618,0.0,0.0,0.54545456,0.3030303,0.8181818,161151.66,126546.39,0.0,0.0,1.0
6.0,345.0,4.0,57.0,1.0,0.46774194,0.11290322,0.05645161,26.17742,4.693548,0.0,0.06896552,0.79310346,0.13793103,1.0,161151.66,126546.39,0.0,0.0,1.0
6.0,343.0,4.0,57.0,1.0,0.48453608,0.10309278,0.19587629,34.4433,4.4639177,0.0,0.13043478,0.39130434,0.08695652,1.0,161151.66,126546.39,0.0,0.0,1.0
5.0,218.0,4.0,57.0,1.0,0.46226415,0.10377359,0.0754717,25.971699,4.4905663,0.0,0.0,0.3043478,0.04347826,0.9130435,161151.66,126546.39,0.0,0.0,1.0
7.0,317.0,4.0,57.0,1.0,0.45762712,0.11016949,0.059322033,26.915255,10.20339,0.0,0.10344828,0.9310345,0.4827586,1.0,161151.66,126546.39,0.0,0.0,1.0
7.0,347.0,4.0,57.0,0.0,0.4852941,0.0882353,0.125,30.720589,10.117647,0.8965517,0.41379312,0.8965517,0.82758623,1.0,161151.66,126546.39,0.0,0.0,1.0
7.0,318.0,4.0,57.0,1.0,0.5153846,0.12307692,0.053846154,27.66154,9.630769,0.0,0.0,0.73333335,0.23333333,1.0,161151.66,126546.39,0.0,0.0,1.0
6.0,346.0,4.0,57.0,1.0,0.5043478,0.07826087,0.069565214,29.834784,4.5130434,0.0,0.06666667,0.6666667,0.43333334,0.93333334,161151.66,126546.39,0.0,0.0,1.0
6.0,344.0,4.0,57.0,0.0,0.45038167,0.10687023,0.10687023,31.19084,5.5496182,0.8125,0.34375,1.0,0.8125,1.0,161151.66,126546.39,0.0,0.0,1.0
7.0,373.0,5.0,64.0,1.0,0.4722222,0.10185185,0.083333336,29.148148,9.0,0.0,0.0,0.7692308,0.23076923,1.0,221962.94,116534.97,1.0,1.0,1.0
6.0,389.0,5.0,64.0,1.0,0.4864865,0.09009009,0.09009009,30.783783,4.207207,0.2857143,0.1904762,0.5714286,0.04761905,1.0,221962.94,116534.97,1.0,1.0,1.0
6.0,390.0,5.0,64.0,1.0,0.48051947,0.116883114,0.084415585,26.577923,6.961039,0.030303031,0.15151516,0.72727275,0.36363637,1.0,221962.94,116534.97,1.0,1.0,1.0
2.0,8.064035e+07,5.0,64.0,1.0,0.5060241,0.084337346,0.04819277,23.45783,5.506024,0.0,0.0,0.0,,0.6,221962.94,116534.97,1.0,1.0,0.0
1.0,555.0,5.0,64.0,1.0,0.54028434,0.123222746,0.04265403,22.227488,5.6729856,0.0,0.069767445,0.046511628,0.023255814,0.41860464,221962.94,116534.97,1.0,1.0,0.0
7.0,378.0,5.0,64.0,1.0,0.45689654,0.0862069,0.094827585,30.0,8.965517,0.0,0.04347826,0.8695652,0.13043478,1.0,221962.94,116534.97,1.0,1.0,1.0
6.0,381.0,5.0,64.0,1.0,0.5221239,0.14159292,0.053097345,27.044249,4.716814,0.0,0.3,0.36666667,0.16666667,0.96666664,221962.94,116534.97,1.0,1.0,1.0
5.0,268.0,5.0,64.0,1.0,0.4488189,0.13385826,0.09448819,27.763779,5.094488,0.0,0.37931034,0.7241379,0.06896552,1.0,221962.94,116534.97,1.0,1.0,1.0
2.0,8.0647544e+07,5.0,64.0,1.0,0.5301205,0.14457831,0.09638554,24.168674,5.2650604,0.0,0.05,0.0,,0.55,221962.94,116534.97,1.0,1.0,0.0
4.0,187.0,5.0,64.0,1.0,0.4566929,0.11023622,0.07874016,25.259842,4.8110237,0.0,0.0,0.06896552,0.033333335,0.96666664,221962.94,116534.97,1.0,1.0,1.0
2.0,8.064692e+07,5.0,64.0,1.0,0.4939759,0.15662651,0.084337346,26.60241,5.3373494,0.0,0.0,0.0,,0.3,221962.94,116534.97,1.0,1.0,0.0
5.0,265.0,5.0,64.0,1.0,0.52136755,0.11965812,0.07692308,28.94017,4.3675213,0.0,0.13636364,0.0,0.13636364,1.0,221962.94,116534.97,1.0,1.0,1.0
5.0,267.0,5.0,64.0,1.0,0.5304348,0.104347825,0.11304348,29.92174,4.5130434,0.0,0.29166666,0.5416667,0.16666667,0.9583333,221962.94,116534.97,1.0,1.0,1.0
4.0,183.0,5.0,64.0,1.0,0.5037594,0.17293233,0.05263158,24.789474,5.0,0.0,0.032258064,0.09677419,0.032258064,0.87096775,221962.94,116534.97,1.0,1.0,1.0
3.0,510.0,5.0,64.0,0.0,0.4854369,0.08737864,0.03883495,25.951456,5.23301,0.0,0.6086956,0.5652174,0.5652174,0.82608694,221962.94,116534.97,1.0,1.0,0.0
2.0,8.064286e+07,5.0,64.0,1.0,0.4939759,0.18072289,0.024096385,21.289156,4.759036,0.0,0.0,0.0,,0.3,221962.94,116534.97,1.0,1.0,0.0
1.0,510.0,5.0,64.0,0.0,0.47826087,0.12173913,0.052173913,23.086956,5.382609,0.03846154,0.15384616,0.53846157,0.3846154,0.7692308,221962.94,116534.97,1.0,1.0,0.0
3.0,555.0,5.0,64.0,1.0,0.505618,0.19101124,0.02247191,20.88764,5.3707867,0.0,0.08108108,0.027777778,0.027027028,0.7567568,221962.94,116534.97,1.0,1.0,0.0
4.0,186.0,5.0,64.0,1.0,0.442029,0.13043478,0.08695652,25.971014,5.3333335,0.03125,0.15625,0.09375,0.0625,0.84375,221962.94,116534.97,1.0,1.0,1.0
5.0,312.0,5.0,64.0,0.0,0.44094488,0.11811024,0.062992126,26.070866,5.3937006,0.0,0.36363637,0.8181818,0.18181819,0.90909094,221962.94,116534.97,1.0,1.0,1.0
7.0,376.0,5.0,64.0,1.0,0.52459013,0.114754096,0.114754096,30.508196,10.655738,0.074074075,0.0,0.7407407,0.11111111,1.0,221962.94,116534.97,1.0,1.0,1.0
7.0,381.0,5.0,64.0,1.0,0.53731346,0.14179105,0.08208955,25.75373,12.238806,0.0,0.17391305,0.82608694,0.39130434,1.0,221962.94,116534.97,1.0,1.0,1.0
2.0,8.064478e+07,5.0,64.0,1.0,0.4512195,0.13414635,0.06097561,22.341463,4.6585364,0.0,0.0,0.3,,0.7,221962.94,116534.97,1.0,1.0,0.0
1.0,554.0,5.0,64.0,1.0,0.5232558,0.10465116,0.05232558,24.95349,5.383721,0.0,0.0,0.05,0.0,0.25,221962.94,116534.97,1.0,1.0,0.0
