year,Cluster,Division,District,rural,female,age5,age60,Age,hsize,DrinkWater,Toilet,Electricity,Floor,Roof,padma_m,jamuna_m,treat,smp1,yr
3.0,415.0,4.0,18.0,1.0,0.53488374,0.14418605,0.06511628,23.055815,7.3627906,0.0,0.07317073,0.0,0.17073171,0.4390244,143417.75,130166.33,0.0,0.0,0.0
7.0,282.0,4.0,18.0,1.0,0.49673203,0.15686275,0.08496732,27.477123,11.751634,0.0,0.0,0.1875,0.15625,1.0,143417.75,130166.33,0.0,0.0,1.0
4.0,150.0,4.0,18.0,1.0,0.56643355,0.14685315,0.06993007,26.34965,5.2937064,0.0,0.033333335,0.73333335,0.23333333,0.8666667,143417.75,130166.33,0.0,0.0,1.0
7.0,283.0,4.0,18.0,1.0,0.47663552,0.093457945,0.11214953,29.401869,8.392524,0.0,0.08,0.56,0.28,1.0,143417.75,130166.33,0.0,0.0,1.0
1.0,406.0,4.0,18.0,0.0,0.496,0.136,0.056,23.552,7.272,0.0,0.125,0.25,0.125,0.5833333,143417.75,130166.33,0.0,0.0,0.0
5.0,194.0,4.0,18.0,1.0,0.47058824,0.15966387,0.075630255,28.033613,4.4117646,0.0,0.035714287,0.5714286,0.0,0.96428573,143417.75,130166.33,0.0,0.0,1.0
6.0,285.0,4.0,18.0,0.0,0.46357617,0.119205296,0.08609272,26.801325,5.794702,0.0,0.0,0.6388889,0.3611111,0.9722222,143417.75,130166.33,0.0,0.0,1.0
7.0,332.0,4.0,18.0,0.0,0.47663552,0.093457945,0.08411215,29.831776,8.46729,0.0,0.28,0.96,0.56,1.0,143417.75,130166.33,0.0,0.0,1.0
1.0,415.0,4.0,18.0,1.0,0.52991456,0.18376069,0.025641026,20.175213,9.042735,0.0,0.021276595,0.06382979,0.19148937,0.42553192,143417.75,130166.33,0.0,0.0,0.0
7.0,280.0,4.0,18.0,1.0,0.43939394,0.045454547,0.09848485,30.598484,11.060606,0.0,0.48,0.92,0.68,1.0,143417.75,130166.33,0.0,0.0,1.0
2.0,5.5182372e+07,4.0,18.0,1.0,0.47777778,0.16666667,0.044444446,23.9,5.2,0.0,0.0,0.0,,0.65,143417.75,130166.33,0.0,0.0,0.0
2.0,5.5180704e+07,4.0,18.0,0.0,0.5316456,0.1392405,0.050632913,24.658228,4.240506,0.0,0.05,0.35,,0.9,143417.75,130166.33,0.0,0.0,0.0
2.0,5.5182304e+07,4.0,18.0,0.0,0.57471263,0.10344828,0.06896552,25.126436,5.0689654,0.0,0.1,0.1,,0.65,143417.75,130166.33,0.0,0.0,0.0
6.0,282.0,4.0,18.0,1.0,0.46875,0.125,0.0859375,26.921875,4.890625,0.0,0.0,0.51724136,0.06896552,1.0,143417.75,130166.33,0.0,0.0,1.0
4.0,414.0,4.0,18.0,0.0,0.47435898,0.12820514,0.070512824,26.634615,5.717949,0.0,0.34210527,0.7368421,0.42105263,0.9736842,143417.75,130166.33,0.0,0.0,1.0
5.0,235.0,4.0,18.0,0.0,0.496,0.096,0.072,27.424,5.032,0.0,0.03125,0.375,0.0625,0.84375,143417.75,130166.33,0.0,0.0,1.0
6.0,446.0,5.0,27.0,0.0,0.46774194,0.09677419,0.08064516,29.10484,4.66129,0.04761905,0.04761905,0.6666667,0.14285715,0.95238096,280926.28,164192.27,1.0,1.0,1.0
6.0,448.0,5.0,27.0,1.0,0.5096774,0.12903225,0.090322584,26.425806,5.916129,0.0,0.0,0.07692308,0.0,0.61538464,280926.28,164192.27,1.0,1.0,1.0
1.0,521.0,5.0,27.0,1.0,0.4516129,0.18709677,0.08387097,22.096775,8.793549,0.0,0.037037037,0.0,0.0,0.18518518,280926.28,164192.27,1.0,1.0,0.0
2.0,3.527305e+07,5.0,27.0,1.0,0.4526316,0.24210526,0.010526316,20.357895,6.3473682,0.0,0.0,0.0,,0.3,280926.28,164192.27,1.0,1.0,0.0
7.0,507.0,5.0,27.0,0.0,0.553719,0.09917355,0.09090909,28.950413,8.876033,0.115384616,0.26923078,0.84615386,0.15384616,1.0,280926.28,164192.27,1.0,1.0,1.0
1.0,520.0,5.0,27.0,1.0,0.5090909,0.16969697,0.054545455,23.084848,5.1454544,0.0,0.028571429,0.11764706,0.057142857,0.25714287,280926.28,164192.27,1.0,1.0,0.0
1.0,503.0,5.0,27.0,0.0,0.50877196,0.15789473,0.00877193,20.833334,5.7894735,0.0,0.1,0.45,0.2,0.6,280926.28,164192.27,1.0,1.0,0.0
1.0,522.0,5.0,27.0,1.0,0.50678736,0.20361991,0.054298643,21.77828,6.574661,0.0,0.020408163,0.12244898,0.020408163,0.3265306,280926.28,164192.27,1.0,1.0,0.0
7.0,451.0,5.0,27.0,1.0,0.5371901,0.10743801,0.0661157,26.743801,9.504132,0.0,0.0,0.61538464,0.07692308,1.0,280926.28,164192.27,1.0,1.0,1.0
4.0,169.0,5.0,27.0,1.0,0.503268,0.1764706,0.06535948,24.058823,6.45098,0.0,0.0,0.0,0.0,0.85714287,280926.28,164192.27,1.0,1.0,1.0
7.0,446.0,5.0,27.0,1.0,0.48,0.12,0.10666667,33.6,9.626667,0.0,0.23529412,0.0,0.11764706,0.9411765,280926.28,164192.27,1.0,1.0,1.0
1.0,524.0,5.0,27.0,1.0,0.5086705,0.14450867,0.028901733,21.433525,6.3294797,0.060606062,0.36363637,0.3939394,0.3939394,0.8787879,280926.28,164192.27,1.0,1.0,0.0
4.0,166.0,5.0,27.0,1.0,0.5285714,0.12857144,0.08571429,26.692858,6.385714,0.0,0.0,0.5714286,0.0,0.78571427,280926.28,164192.27,1.0,1.0,1.0
6.0,458.0,5.0,27.0,0.0,0.5042017,0.12605043,0.033613447,25.89916,4.6638656,0.21875,0.53125,1.0,0.84375,1.0,280926.28,164192.27,1.0,1.0,1.0
6.0,451.0,5.0,27.0,1.0,0.53896105,0.18181819,0.051948052,23.642857,6.142857,0.0,0.0,0.44444445,0.037037037,0.9259259,280926.28,164192.27,1.0,1.0,1.0
7.0,452.0,5.0,27.0,1.0,0.5,0.16153847,0.092307694,27.438461,9.16923,0.0,0.071428575,0.5,0.14285715,1.0,280926.28,164192.27,1.0,1.0,1.0
3.0,519.0,5.0,27.0,1.0,0.5220126,0.094339624,0.018867925,21.792454,5.553459,0.0,0.029411765,0.029411765,0.0,0.23529412,280926.28,164192.27,1.0,1.0,0.0
5.0,252.0,5.0,27.0,1.0,0.518797,0.14285715,0.04511278,25.887218,5.601504,0.0,0.057142857,0.0,0.0,0.7714286,280926.28,164192.27,1.0,1.0,1.0
4.0,165.0,5.0,27.0,1.0,0.54198474,0.10687023,0.114503816,30.328245,5.0305343,0.0,0.0,0.25,0.035714287,0.64285713,280926.28,164192.27,1.0,1.0,1.0
7.0,509.0,5.0,27.0,0.0,0.49295774,0.07746479,0.09859155,28.274649,10.338028,0.0,0.0,0.06896552,0.03448276,1.0,280926.28,164192.27,1.0,1.0,1.0
4.0,332.0,5.0,27.0,0.0,0.49305555,0.16666667,0.055555556,23.07639,5.388889,0.0,0.0,0.33333334,0.060606062,1.0,280926.28,164192.27,1.0,1.0,1.0
1.0,523.0,5.0,27.0,1.0,0.5167464,0.19138756,0.033492822,20.717703,6.9425836,0.0,0.06521739,0.04347826,0.04347826,0.26086956,280926.28,164192.27,1.0,1.0,0.0
6.0,460.0,5.0,27.0,1.0,0.53333336,0.08571429,0.13333334,31.77143,4.3142858,0.0,0.0,0.42857143,0.0,1.0,280926.28,164192.27,1.0,1.0,1.0
6.0,453.0,5.0,27.0,1.0,0.46153846,0.16153847,0.092307694,25.069231,4.707692,0.0,0.0,0.0,0.037037037,0.962963,280926.28,164192.27,1.0,1.0,1.0
5.0,253.0,5.0,27.0,1.0,0.50318474,0.13375796,0.05732484,27.312101,7.0382166,0.0,0.15384616,0.0,0.0,0.5,280926.28,164192.27,1.0,1.0,1.0
5.0,297.0,5.0,27.0,0.0,0.46285716,0.08,0.06285714,27.36,6.7485714,0.15625,1.0,1.0,0.9375,1.0,280926.28,164192.27,1.0,1.0,1.0
4.0,333.0,5.0,27.0,0.0,0.47972974,0.12162162,0.02027027,23.29054,5.635135,0.03125,0.21875,0.84375,0.78125,1.0,280926.28,164192.27,1.0,1.0,1.0
3.0,521.0,5.0,27.0,1.0,0.5,0.096491225,0.03508772,22.77193,7.2982454,0.0,0.0,0.0,0.0,0.42105263,280926.28,164192.27,1.0,1.0,0.0
4.0,167.0,5.0,27.0,1.0,0.53571427,0.14285715,0.035714287,23.875,4.5,0.0,0.0,0.5,0.0,0.96666664,280926.28,164192.27,1.0,1.0,1.0
5.0,254.0,5.0,27.0,1.0,0.4820144,0.12230216,0.043165468,24.784172,5.9496403,0.0,0.2857143,0.53571427,0.10714286,1.0,280926.28,164192.27,1.0,1.0,1.0
3.0,504.0,5.0,27.0,0.0,0.4939759,0.1746988,0.04819277,21.355421,6.0,0.0,0.23076923,0.26923078,0.15384616,0.53846157,280926.28,164192.27,1.0,1.0,0.0
2.0,3.527568e+07,5.0,27.0,1.0,0.5154639,0.12371134,0.041237112,23.494844,5.371134,0.0,0.0,0.0,,0.25,280926.28,164192.27,1.0,1.0,0.0
7.0,510.0,5.0,27.0,0.0,0.51754385,0.14035088,0.0877193,28.973684,10.666667,0.0,0.8636364,1.0,0.95454544,1.0,280926.28,164192.27,1.0,1.0,1.0
5.0,255.0,5.0,27.0,1.0,0.519084,0.129771,0.08396947,27.351145,5.3206105,0.0,0.27272728,0.54545456,0.0,0.90909094,280926.28,164192.27,1.0,1.0,1.0
4.0,168.0,5.0,27.0,1.0,0.44094488,0.12598425,0.047244094,24.291338,5.031496,0.0,0.0,0.07692308,0.03846154,0.7307692,280926.28,164192.27,1.0,1.0,1.0
7.0,450.0,5.0,27.0,1.0,0.50793654,0.11111111,0.16666667,30.412699,9.746032,0.0,0.0,0.5,0.22727273,1.0,280926.28,164192.27,1.0,1.0,1.0
6.0,452.0,5.0,27.0,0.0,0.49305555,0.11111111,0.07638889,27.270834,5.8333335,0.15151516,0.030303031,0.93939394,0.6969697,1.0,280926.28,164192.27,1.0,1.0,1.0
6.0,447.0,5.0,27.0,1.0,0.5041322,0.08264463,0.09917355,29.107437,4.5206614,0.0,0.04347826,0.6086956,0.0,1.0,280926.28,164192.27,1.0,1.0,1.0
7.0,508.0,5.0,27.0,0.0,0.5092593,0.06481481,0.083333336,30.61111,8.296296,0.071428575,0.071428575,1.0,0.6785714,1.0,280926.28,164192.27,1.0,1.0,1.0
1.0,519.0,5.0,27.0,1.0,0.5714286,0.16666667,0.029761905,21.458334,5.345238,0.0,0.0,0.0,0.027027028,0.13513513,280926.28,164192.27,1.0,1.0,0.0
1.0,504.0,5.0,27.0,0.0,0.48979592,0.22959183,0.07653061,22.535715,6.4693875,0.0,0.0,0.20588236,0.1764706,0.5294118,280926.28,164192.27,1.0,1.0,0.0
6.0,456.0,5.0,27.0,0.0,0.5283019,0.13207547,0.06918239,24.383648,6.2327046,0.0,0.1,0.93333334,0.9,1.0,280926.28,164192.27,1.0,1.0,1.0
6.0,455.0,5.0,27.0,0.0,0.48872182,0.09022556,0.05263158,28.736841,5.180451,0.0,0.071428575,0.96428573,0.85714287,1.0,280926.28,164192.27,1.0,1.0,1.0
7.0,457.0,5.0,27.0,1.0,0.4923077,0.14615385,0.08461539,26.907692,9.630769,0.0,0.0,0.41666666,0.083333336,1.0,280926.28,164192.27,1.0,1.0,1.0
6.0,450.0,5.0,27.0,1.0,0.53061223,0.11564626,0.04761905,24.340136,5.734694,0.0,0.0,0.37931034,0.13793103,0.9310345,280926.28,164192.27,1.0,1.0,1.0
6.0,461.0,5.0,27.0,1.0,0.52755904,0.070866145,0.11811024,29.779528,4.7637796,0.0,0.04,0.56,0.08,1.0,280926.28,164192.27,1.0,1.0,1.0
6.0,459.0,5.0,27.0,1.0,0.5753425,0.20547946,0.09589041,26.49315,6.6986303,0.0,0.22580644,0.4516129,0.12903225,1.0,280926.28,164192.27,1.0,1.0,1.0
6.0,449.0,5.0,27.0,1.0,0.46825397,0.103174604,0.103174604,28.626984,5.015873,0.06896552,0.10344828,0.79310346,0.5862069,1.0,280926.28,164192.27,1.0,1.0,1.0
3.0,524.0,5.0,27.0,1.0,0.471831,0.13380282,0.04225352,23.894365,4.7746477,0.15151516,0.36363637,0.36363637,0.27272728,0.75757575,280926.28,164192.27,1.0,1.0,0.0
2.0,3.5277784e+07,5.0,27.0,1.0,0.53125,0.114583336,0.052083332,24.583334,5.2291665,0.0,0.05,0.0,,0.3,280926.28,164192.27,1.0,1.0,0.0
6.0,454.0,5.0,27.0,1.0,0.46923077,0.10769231,0.023076924,24.653847,4.8923078,0.0,0.071428575,0.64285713,0.32142857,1.0,280926.28,164192.27,1.0,1.0,1.0
2.0,3.5277704e+07,5.0,27.0,0.0,0.43269232,0.1923077,0.067307696,23.778847,7.25,0.0,0.0,0.35,,0.6,280926.28,164192.27,1.0,1.0,0.0
3.0,520.0,5.0,27.0,1.0,0.47586206,0.15862069,0.027586207,23.275862,5.096552,0.0,0.0,0.09375,0.0,0.1875,280926.28,164192.27,1.0,1.0,0.0
2.0,3.52764e+07,5.0,27.0,0.0,0.47474748,0.18181819,0.0,20.818182,5.828283,0.0,0.0,0.1,,0.35,280926.28,164192.27,1.0,1.0,0.0
7.0,449.0,5.0,27.0,1.0,0.51111114,0.08148148,0.096296296,28.133333,9.851851,0.0,0.0,0.0,0.030303031,0.93939394,280926.28,164192.27,1.0,1.0,1.0
2.0,3.5276944e+07,5.0,27.0,1.0,0.49462366,0.16129032,0.032258064,21.95699,5.2150536,0.0,0.0,0.1,,0.5,280926.28,164192.27,1.0,1.0,0.0
3.0,523.0,5.0,27.0,1.0,0.5026738,0.19251336,0.026737968,21.336899,5.951872,0.0,0.09090909,0.024390243,0.11363637,0.3409091,280926.28,164192.27,1.0,1.0,0.0
3.0,522.0,5.0,27.0,1.0,0.47395834,0.1875,0.03125,21.463541,6.40625,0.0,0.054054055,0.054054055,0.054054055,0.3243243,280926.28,164192.27,1.0,1.0,0.0
7.0,447.0,5.0,27.0,1.0,0.50757575,0.11363637,0.07575758,27.212122,9.848485,0.0,0.06451613,0.61290324,0.09677419,0.9677419,280926.28,164192.27,1.0,1.0,1.0
2.0,3.5276444e+07,5.0,27.0,1.0,0.53,0.15,0.06,23.07,5.66,0.0,0.0,0.0,,0.55,280926.28,164192.27,1.0,1.0,0.0
7.0,511.0,5.0,27.0,0.0,0.46721312,0.09016393,0.13934426,31.959017,9.967213,0.0,0.8095238,1.0,1.0,1.0,280926.28,164192.27,1.0,1.0,1.0
2.0,3.527215e+07,5.0,27.0,1.0,0.50574714,0.06896552,0.09195402,25.51724,5.804598,0.05,0.05,0.0,,0.3,280926.28,164192.27,1.0,1.0,0.0
7.0,448.0,5.0,27.0,1.0,0.57377046,0.09836066,0.10655738,27.631147,9.409836,0.0,0.0,0.86206895,0.20689656,0.8965517,280926.28,164192.27,1.0,1.0,1.0
7.0,453.0,5.0,27.0,1.0,0.5263158,0.13157895,0.08552632,27.973684,11.184211,0.0,0.0,0.5,0.25,1.0,280926.28,164192.27,1.0,1.0,1.0
5.0,251.0,5.0,27.0,1.0,0.47959185,0.18367347,0.06122449,25.510204,4.122449,0.0,0.04347826,0.04347826,0.0,0.9130435,280926.28,164192.27,1.0,1.0,1.0
6.0,457.0,5.0,27.0,1.0,0.47407407,0.11851852,0.11111111,27.592592,5.4,0.0,0.115384616,0.9230769,0.07692308,1.0,280926.28,164192.27,1.0,1.0,1.0
3.0,503.0,5.0,27.0,0.0,0.52380955,0.0952381,0.015873017,23.150793,6.904762,0.0,0.30769232,0.53846157,0.3846154,0.88461536,280926.28,164192.27,1.0,1.0,0.0
7.0,454.0,5.0,27.0,1.0,0.4848485,0.13636364,0.10606061,27.386364,9.909091,0.0,0.04,0.32,0.08,1.0,280926.28,164192.27,1.0,1.0,1.0
7.0,456.0,5.0,27.0,1.0,0.49612403,0.08527132,0.08527132,27.224806,9.627907,0.0,0.0,0.0,0.13333334,0.93333334,280926.28,164192.27,1.0,1.0,1.0
7.0,455.0,5.0,27.0,1.0,0.5254237,0.09322034,0.084745765,29.644068,9.593221,0.0,0.21428572,0.0,0.071428575,1.0,280926.28,164192.27,1.0,1.0,1.0
4.0,87.0,3.0,29.0,1.0,0.41549295,0.17605634,0.1056338,24.97183,6.9014087,0.0,0.037037037,0.44444445,0.0,1.0,42994.68,105150.62,0.0,0.0,1.0
3.0,344.0,3.0,29.0,1.0,0.4923077,0.16410257,0.071794875,23.54359,6.7743587,0.025641026,0.102564104,0.025641026,0.051282052,0.8974359,42994.68,105150.62,0.0,0.0,0.0
4.0,85.0,3.0,29.0,1.0,0.47887325,0.11971831,0.1056338,27.302816,5.3239436,0.03125,0.03125,0.65625,0.21875,1.0,42994.68,105150.62,0.0,0.0,1.0
4.0,410.0,3.0,29.0,0.0,0.518797,0.10526316,0.060150377,27.338346,5.1353383,0.035714287,0.035714287,0.8214286,0.5,1.0,42994.68,105150.62,0.0,0.0,1.0
7.0,173.0,3.0,29.0,1.0,0.43835616,0.12328767,0.047945205,22.712328,11.041096,0.0,0.0,0.0,0.0,0.96153843,42994.68,105150.62,0.0,0.0,1.0
5.0,115.0,3.0,29.0,1.0,0.45454547,0.09848485,0.07575758,27.022728,5.090909,0.0,0.0,0.0,0.0,1.0,42994.68,105150.62,0.0,0.0,1.0
2.0,4.0296224e+07,3.0,29.0,1.0,0.53571427,0.19642857,0.05357143,21.446428,6.428571,0.0,0.0,0.0,,0.75,42994.68,105150.62,0.0,0.0,0.0
3.0,345.0,3.0,29.0,1.0,0.49685535,0.20125785,0.056603774,24.396227,5.515723,0.0,0.0,0.0,0.0,0.8235294,42994.68,105150.62,0.0,0.0,0.0
4.0,86.0,3.0,29.0,1.0,0.4698795,0.1746988,0.072289154,25.156626,6.506024,0.0,0.11764706,0.20588236,0.11764706,1.0,42994.68,105150.62,0.0,0.0,1.0
4.0,316.0,3.0,29.0,0.0,0.45,0.15,0.071428575,23.257143,6.1571426,0.0,0.03125,0.53125,0.03125,1.0,42994.68,105150.62,0.0,0.0,1.0
3.0,327.0,3.0,29.0,0.0,0.47826087,0.07826087,0.026086956,24.652174,7.121739,0.3043478,0.73913044,0.9130435,0.73913044,1.0,42994.68,105150.62,0.0,0.0,0.0
7.0,233.0,3.0,29.0,0.0,0.51428574,0.104761906,0.028571429,25.847618,8.933333,0.0,0.4074074,1.0,0.8888889,1.0,42994.68,105150.62,0.0,0.0,1.0
1.0,344.0,3.0,29.0,1.0,0.53125,0.15625,0.052083332,21.4375,6.0,0.0,0.032258064,0.0,0.032258064,0.7419355,42994.68,105150.62,0.0,0.0,0.0
7.0,171.0,3.0,29.0,1.0,0.464,0.096,0.056,27.816,10.672,0.0,0.0,0.16666667,0.375,1.0,42994.68,105150.62,0.0,0.0,1.0
6.0,201.0,3.0,29.0,1.0,0.511811,0.18110237,0.10236221,25.35433,6.3700786,0.0,0.0,0.25,0.0,0.9,42994.68,105150.62,0.0,0.0,1.0
2.0,4.029474e+07,3.0,29.0,1.0,0.54545456,0.15454546,0.045454547,23.845455,5.9454546,0.0,0.0,0.15,,0.9,42994.68,105150.62,0.0,0.0,0.0
7.0,172.0,3.0,29.0,1.0,0.5307692,0.092307694,0.08461539,26.223078,10.092308,0.0,0.04,0.04,0.0,0.96,42994.68,105150.62,0.0,0.0,1.0
5.0,114.0,3.0,29.0,1.0,0.5285714,0.13571429,0.1,26.492857,7.242857,0.0,0.12,0.4,0.04,1.0,42994.68,105150.62,0.0,0.0,1.0
6.0,200.0,3.0,29.0,1.0,0.45652175,0.0942029,0.10869565,29.884058,5.7971015,0.0,0.08695652,0.8695652,0.17391305,1.0,42994.68,105150.62,0.0,0.0,1.0
2.0,4.0291064e+07,3.0,29.0,1.0,0.53571427,0.2857143,0.0625,22.383928,6.375,0.0,0.0,0.0,,0.6,42994.68,105150.62,0.0,0.0,0.0
1.0,345.0,3.0,29.0,1.0,0.4566474,0.20231214,0.05202312,20.936417,5.7630057,0.0,0.0,0.0,0.0,0.6666667,42994.68,105150.62,0.0,0.0,0.0
2.0,4.02947e+07,3.0,29.0,0.0,0.512,0.128,0.056,23.072,7.464,0.0,0.25,0.45,,0.95,42994.68,105150.62,0.0,0.0,0.0
6.0,199.0,3.0,29.0,1.0,0.4728682,0.14728682,0.12403101,27.379845,4.9379845,0.03846154,0.03846154,0.46153846,0.115384616,0.96153843,42994.68,105150.62,0.0,0.0,1.0
2.0,8.5328216e+07,5.0,32.0,1.0,0.47959185,0.21428572,0.020408163,19.693878,5.4897957,0.0,0.0,0.0,,0.15,220419.61,102934.8,1.0,1.0,0.0
7.0,465.0,5.0,32.0,1.0,0.515873,0.11111111,0.07936508,27.952381,9.8412695,0.0,0.13333334,0.7,0.1,1.0,220419.61,102934.8,1.0,1.0,1.0
7.0,459.0,5.0,32.0,1.0,0.53097343,0.088495575,0.061946902,25.309734,9.150442,0.0,0.0,0.2580645,0.0,1.0,220419.61,102934.8,1.0,1.0,1.0
4.0,198.0,5.0,32.0,1.0,0.4883721,0.13178295,0.03875969,24.294573,4.844961,0.0,0.035714287,0.035714287,0.10714286,0.96428573,220419.61,102934.8,1.0,1.0,1.0
4.0,196.0,5.0,32.0,1.0,0.512987,0.15584415,0.051948052,21.863636,6.5584416,0.0,0.0,0.032258064,0.0,0.9677419,220419.61,102934.8,1.0,1.0,1.0
5.0,298.0,5.0,32.0,0.0,0.4852941,0.09558824,0.05147059,26.669117,5.352941,0.96,0.72,0.92,0.44,1.0,220419.61,102934.8,1.0,1.0,1.0
3.0,539.0,5.0,32.0,1.0,0.5411765,0.11764706,0.05882353,23.711765,6.0588236,0.0,0.0,0.1875,0.0,0.5625,220419.61,102934.8,1.0,1.0,0.0
1.0,541.0,5.0,32.0,1.0,0.525,0.15625,0.05,22.94375,6.2,0.027027028,0.24324325,0.24324325,0.21621622,0.7837838,220419.61,102934.8,1.0,1.0,0.0
6.0,475.0,5.0,32.0,1.0,0.53781515,0.15966387,0.025210084,22.579832,4.210084,0.0,0.071428575,0.035714287,0.10714286,1.0,220419.61,102934.8,1.0,1.0,1.0
3.0,541.0,5.0,32.0,1.0,0.5147059,0.13970588,0.022058824,22.470589,5.75,0.0,0.06666667,0.3,0.26666668,0.8333333,220419.61,102934.8,1.0,1.0,0.0
6.0,465.0,5.0,32.0,0.0,0.5,0.10169491,0.076271184,26.025423,4.40678,0.0,0.0,0.14814815,0.037037037,1.0,220419.61,102934.8,1.0,1.0,1.0
4.0,340.0,5.0,32.0,0.0,0.5037594,0.12781955,0.09022556,27.308271,5.0451126,0.0,0.0,0.1724138,0.0,0.96666664,220419.61,102934.8,1.0,1.0,1.0
2.0,8.532913e+07,5.0,32.0,1.0,0.45679012,0.09876543,0.061728396,24.679012,5.0493827,0.0,0.0,0.2,,0.3,220419.61,102934.8,1.0,1.0,0.0
6.0,471.0,5.0,32.0,1.0,0.4893617,0.17021276,0.06382979,23.503546,5.7659574,0.0,0.0,0.06666667,0.0,1.0,220419.61,102934.8,1.0,1.0,1.0
7.0,464.0,5.0,32.0,1.0,0.46728972,0.1495327,0.12149533,29.925234,9.588785,0.0,0.0,0.25,0.20833333,1.0,220419.61,102934.8,1.0,1.0,1.0
6.0,462.0,5.0,32.0,1.0,0.45762712,0.13559322,0.06779661,27.025423,4.6101694,0.0,0.0,0.7241379,0.10344828,1.0,220419.61,102934.8,1.0,1.0,1.0
7.0,461.0,5.0,32.0,1.0,0.45038167,0.13740458,0.06870229,27.442749,10.427481,0.0,0.0,0.44827586,0.03448276,1.0,220419.61,102934.8,1.0,1.0,1.0
5.0,258.0,5.0,32.0,1.0,0.4732143,0.125,0.125,28.392857,4.625,0.0,0.16,0.68,0.04,0.96,220419.61,102934.8,1.0,1.0,1.0
6.0,469.0,5.0,32.0,1.0,0.45918366,0.13265306,0.091836736,29.5,4.4489794,0.14285715,0.0,0.5714286,0.0952381,1.0,220419.61,102934.8,1.0,1.0,1.0
7.0,514.0,5.0,32.0,0.0,0.48091602,0.122137405,0.06870229,29.564886,10.244275,0.0,0.04,0.52,0.08,1.0,220419.61,102934.8,1.0,1.0,1.0
5.0,257.0,5.0,32.0,1.0,0.4537037,0.074074075,0.12037037,31.87037,4.5555553,0.0,0.08695652,0.26086956,0.13043478,1.0,220419.61,102934.8,1.0,1.0,1.0
1.0,542.0,5.0,32.0,1.0,0.516129,0.1797235,0.04608295,21.843317,6.24424,0.0,0.025641026,0.0,0.025641026,0.51282054,220419.61,102934.8,1.0,1.0,0.0
3.0,540.0,5.0,32.0,1.0,0.47663552,0.08411215,0.10280374,27.327103,4.775701,0.0,0.0,0.0,0.05,0.25,220419.61,102934.8,1.0,1.0,0.0
7.0,463.0,5.0,32.0,1.0,0.48031497,0.14173229,0.070866145,27.72441,9.496063,0.0,0.0,0.0,0.14814815,1.0,220419.61,102934.8,1.0,1.0,1.0
5.0,256.0,5.0,32.0,1.0,0.4778761,0.20353982,0.03539823,22.539824,4.6106195,0.0,0.11111111,0.0,0.074074075,1.0,220419.61,102934.8,1.0,1.0,1.0
7.0,466.0,5.0,32.0,1.0,0.5086207,0.094827585,0.0862069,26.241379,8.965517,0.0,0.037037037,0.2962963,0.037037037,1.0,220419.61,102934.8,1.0,1.0,1.0
4.0,197.0,5.0,32.0,1.0,0.48062015,0.14728682,0.069767445,26.193798,5.015504,0.0,0.0,0.0,0.0,1.0,220419.61,102934.8,1.0,1.0,1.0
4.0,199.0,5.0,32.0,1.0,0.4715447,0.10569106,0.09756097,27.926828,4.739837,0.0,0.03125,0.15625,0.03125,0.875,220419.61,102934.8,1.0,1.0,1.0
6.0,463.0,5.0,32.0,0.0,0.5294118,0.15441176,0.073529415,24.897058,4.897059,0.0,0.035714287,0.64285713,0.4642857,1.0,220419.61,102934.8,1.0,1.0,1.0
5.0,310.0,5.0,32.0,0.0,0.528,0.2,0.048,21.936,5.048,0.0,0.0,0.25925925,0.0,1.0,220419.61,102934.8,1.0,1.0,1.0
6.0,470.0,5.0,32.0,1.0,0.4923077,0.12307692,0.07692308,25.915384,4.8,0.0,0.0,0.0,0.0,1.0,220419.61,102934.8,1.0,1.0,1.0
2.0,8.532306e+07,5.0,32.0,1.0,0.47435898,0.20512821,0.03846154,21.5,4.230769,0.0,0.0,0.0,,0.15,220419.61,102934.8,1.0,1.0,0.0
1.0,543.0,5.0,32.0,1.0,0.5167785,0.18120806,0.0738255,24.040268,5.201342,0.0,0.029411765,0.0,0.029411765,0.4117647,220419.61,102934.8,1.0,1.0,0.0
6.0,474.0,5.0,32.0,1.0,0.456,0.16,0.104,26.048,5.848,0.0,0.04761905,0.7619048,0.0952381,1.0,220419.61,102934.8,1.0,1.0,1.0
1.0,539.0,5.0,32.0,1.0,0.543379,0.15068494,0.08219178,24.15525,7.5570774,0.0,0.0,0.0,0.0,0.30769232,220419.61,102934.8,1.0,1.0,0.0
2.0,8.532881e+07,5.0,32.0,1.0,0.53333336,0.08888889,0.06666667,27.133333,5.911111,0.0,0.05,0.1,,0.8,220419.61,102934.8,1.0,1.0,0.0
3.0,542.0,5.0,32.0,1.0,0.50793654,0.15343915,0.05820106,24.031746,5.857143,0.0,0.0,0.11111111,0.16666667,0.7777778,220419.61,102934.8,1.0,1.0,0.0
4.0,200.0,5.0,32.0,1.0,0.53125,0.13125,0.04375,23.24375,6.675,0.0,0.1,0.2,0.0,0.8666667,220419.61,102934.8,1.0,1.0,1.0
2.0,8.532676e+07,5.0,32.0,1.0,0.5555556,0.1,0.022222223,23.38889,5.022222,0.0,0.15,0.05,,0.6,220419.61,102934.8,1.0,1.0,0.0
1.0,540.0,5.0,32.0,1.0,0.46896553,0.13103448,0.04137931,23.793104,5.3586206,0.0,0.0,0.0,0.030303031,0.5151515,220419.61,102934.8,1.0,1.0,0.0
