from_country,to_country,from_group,to_group,w_flow,mult_flow,w_share,mult_share,in_top_w,in_top_mult
SI,HU,CEE,CEE,0.044941,0.152981,5.02e-4,7.23e-4,FALSE,FALSE
SI,IE,CEE,Western,0.006928,0.010413,7.7e-5,4.9e-5,FALSE,FALSE
SI,IT,CEE,Southern,0.045208,0.082494,5.05e-4,3.9e-4,FALSE,FALSE
SI,LT,CEE,Baltics,0.021086,0.041788,2.36e-4,1.98e-4,FALSE,FALSE
SI,LU,CEE,Western,0.016453,0.019787,1.84e-4,9.4e-5,FALSE,FALSE
SI,LV,CEE,Baltics,0.013847,0.031886,1.55e-4,1.51e-4,FALSE,FALSE
SI,MT,CEE,Southern,0.008851,0.016427,9.9e-5,7.8e-5,FALSE,FALSE
SI,NL,CEE,Western,0.040923,0.066504,4.57e-4,3.14e-4,FALSE,FALSE
SI,PL,CEE,CEE,0.057179,0.335478,6.39e-4,0.001586,FALSE,TRUE
SI,PT,CEE,Southern,0.026783,0.046043,2.99e-4,2.18e-4,FALSE,FALSE
SI,RO,CEE,CEE,0.07393,0.289016,8.26e-4,0.001367,FALSE,FALSE
SI,SE,CEE,Northern,0.030141,0.156635,3.37e-4,7.41e-4,FALSE,FALSE
SI,SI,CEE,CEE,0,0,0,0,FALSE,FALSE
SI,SK,CEE,CEE,0.023919,0.024766,2.67e-4,1.17e-4,FALSE,FALSE
SK,AT,CEE,Western,0.005833,0.015213,6.5e-5,7.2e-5,FALSE,FALSE
SK,BE,CEE,Western,0,0.010839,0,5.1e-5,FALSE,FALSE
SK,BG,CEE,CEE,0.030861,0.027299,3.45e-4,1.29e-4,FALSE,FALSE
SK,CY,CEE,Southern,0.025278,0.02078,2.82e-4,9.8e-5,FALSE,FALSE
SK,CZ,CEE,CEE,0.010833,0.023624,1.21e-4,1.12e-4,FALSE,FALSE
SK,DE,CEE,Western,0.011623,0.077861,1.3e-4,3.68e-4,FALSE,FALSE
SK,DK,CEE,Northern,0.005833,0.007375,6.5e-5,3.5e-5,FALSE,FALSE
SK,EE,CEE,Baltics,0.071472,0.06454,7.99e-4,3.05e-4,FALSE,FALSE
SK,EL,CEE,Southern,0.057817,0.177469,6.46e-4,8.39e-4,FALSE,FALSE
SK,ES,CEE,Southern,0.005611,0.045125,6.3e-5,2.13e-4,FALSE,FALSE
SK,FI,CEE,Northern,0.011012,0.016479,1.23e-4,7.8e-5,FALSE,FALSE
SK,FR,CEE,Western,0.064567,0.103392,7.22e-4,4.89e-4,FALSE,FALSE
SK,HU,CEE,CEE,0.00254,0.044372,2.8e-5,2.1e-4,FALSE,FALSE
SK,IE,CEE,Western,0,0.001591,0,8e-6,FALSE,FALSE
SK,IT,CEE,Southern,0.010012,0.029422,1.12e-4,1.39e-4,FALSE,FALSE
SK,LT,CEE,Baltics,0.105429,0.136845,0.001178,6.47e-4,FALSE,FALSE
SK,LU,CEE,Western,0.02125,0.017639,2.37e-4,8.3e-5,FALSE,FALSE
SK,LV,CEE,Baltics,0.058206,0.099019,6.5e-4,4.68e-4,FALSE,FALSE
SK,MT,CEE,Southern,0.003333,0.004976,3.7e-5,2.4e-5,FALSE,FALSE
SK,NL,CEE,Western,0,0.022435,0,1.06e-4,FALSE,FALSE
SK,PL,CEE,CEE,0.004762,0.250838,5.3e-5,0.001186,FALSE,FALSE
SK,PT,CEE,Southern,0.060833,0.05949,6.8e-4,2.81e-4,FALSE,FALSE
SK,RO,CEE,CEE,0.383115,1.069494,0.004282,0.005057,TRUE,TRUE
SK,SE,CEE,Northern,0.048667,0.15007,5.44e-4,7.1e-4,FALSE,FALSE
SK,SI,CEE,CEE,0.001111,0.004928,1.2e-5,2.3e-5,FALSE,FALSE
SK,SK,CEE,CEE,0,0,0,0,FALSE,FALSE
