event_time,tau,ci_lower,ci_upper
-26.0,-0.00515328617881905,-0.09547617706580638,0.08516960470816828
-25.0,-0.00241903432951196,-0.09527975874385501,0.09044169008483109
-24.0,-0.0014570514057083983,-0.09630092499235689,0.09338682218094009
-23.0,-0.005410191013650867,-0.10317742827086063,0.0923570462435589
-22.0,0.0005437450225354579,-0.09712133215558294,0.09820882220065386
-21.0,0.0016519228578756873,-0.09388005062591699,0.09718389634166837
-20.0,-0.0052321241835740495,-0.09763579515662843,0.08717154678948033
-19.0,-0.008561202763983089,-0.10285290103194293,0.08573049550397675
-18.0,-0.0029944726240332398,-0.09677812393526546,0.09078917868719898
-17.0,-0.003464700057971948,-0.10000954131320673,0.09308014119726284
-16.0,0.009942341832449075,-0.08568212110934749,0.10556680477424564
-15.0,0.006416184655135881,-0.09095597950465123,0.10378834881492299
-14.0,0.0064882264847789806,-0.09718904837042869,0.11016550133998665
-13.0,0.00468647549873541,-0.0974003129892485,0.10677326398671932
-12.0,0.003964152042411295,-0.09436041593510196,0.10228872001992455
-11.0,0.0034270087120027437,-0.09642907938242547,0.10328309680643095
-10.0,0.005691369808760283,-0.08605992932543645,0.09744266894295701
-9.0,0.0070050739009072105,-0.07182984499122032,0.08583999279303474
-8.0,0.00748911229031185,-0.07226244419748334,0.08724066877810704
-7.0,0.00798079930417589,-0.07353905865542132,0.0895006572637731
-6.0,-0.004423075514677632,-0.03336528028756223,0.024519129258206963
-5.0,-0.0007774626923574002,-0.017889418574529924,0.016334493189815124
-4.0,-0.002232427735872289,-0.021400162313693516,0.01693530684194894
-3.0,0.0038126627465496776,-0.012062353545411894,0.01968767903851125
-2.0,0.0024016854749728256,-0.018132165472290733,0.022935536422236384
-1.0,0.0,0.0,0.0
0.0,0.0014288294064512819,-0.018483771530442963,0.021341430343345527
1.0,-0.0024414028585185155,-0.03982898267705759,0.03494617696002056
2.0,-0.003172431000798226,-0.02113852490350371,0.01479366290190726
3.0,-0.01023391467712037,-0.03729878114356631,0.016830951789325567
4.0,-0.015240386761622426,-0.054127046587987886,0.023646273064743033
5.0,-0.018395145453132256,-0.06360317962652642,0.02681288872026192
6.0,-0.02180526781653369,-0.06317247467946802,0.01956193904640064
7.0,-0.026616690723490377,-0.07750051541349579,0.024267133966515024
8.0,-0.025316243883011014,-0.06960889509385744,0.018976407327835412
9.0,-0.028011841643759527,-0.07436875686121253,0.01834507357369347
10.0,-0.0314553765449645,-0.08177144590880485,0.018860692818875854
11.0,-0.03468819736349965,-0.08897457925650429,0.019598184529504986
12.0,-0.03771135525944763,-0.0947991501728013,0.01937643965390603
13.0,-0.03937367177909096,-0.0989290385727138,0.02018169501453189
14.0,-0.041896754144107484,-0.10253680996301652,0.018743301674801552
15.0,-0.04460144598578164,-0.10598922676892204,0.016786334797358762
16.0,-0.0470211341327027,-0.10869735929485363,0.01465509102944823
17.0,-0.049468422437998094,-0.11133726552501974,0.012400420649023546
