budget,quarter,loss,rmse_pre,v_agreement
"default (maxiter=300, popsize=15)",2018Q4,1.317344626085576,0.009661843029283905,0.055299164511229765
"default (maxiter=300, popsize=15)",2019Q4,2.4226315916180017,0.009661843029283905,0.055299164511229765
"reduced (maxiter=120, popsize=12)",2018Q4,1.1116692702089537,0.009928336377889133,0.08281207812836489
"reduced (maxiter=120, popsize=12)",2019Q4,2.150771400266721,0.009928336377889133,0.08281207812836489
