startyear,endyear,beta_ols,beta_nls,n,period
1986,1995,-.012441116,-.012441116,84,9
1986,1996,-.011261811,-.011261811,84,10
1986,1997,-.010873716,-.010873716,84,11
1986,1998,-.010788229,-.010788229,84,12
1986,1999,-.01037949,-.01037949,84,13
1986,2000,-.010449032,-.010449032,84,14
1986,2001,-.0093477294,-.0093477294,84,15
1986,2002,-.008429978,-.008429978,84,16
1986,2003,-.0076330095,-.0076330095,84,17
1986,2004,-.0072339075,-.0072339075,84,18
1986,2005,-.006920794,-.006920794,84,19
1986,2006,-.0065105725,-.0065105725,84,20
1986,2007,-.0060088709,-.0060088709,84,21
1986,2008,-.0054151784,-.0054151784,84,22
1986,2009,-.0041591697,-.0041591697,84,23
1986,2010,-.0036782359,-.0036782359,84,24
1986,2011,-.0030784307,-.0030784307,84,25
1986,2012,-.0027580624,-.0027580624,84,26
1986,2013,-.002732985,-.002732985,84,27
1986,2014,-.002319277,-.002319277,84,28
1986,2015,-.0021279145,-.0021279145,84,29
1986,2016,-.0020034907,-.0020034907,84,30
1986,2017,-.0020659962,-.0020659962,84,31
1986,2018,-.0019524439,-.0019524439,84,32
1986,2019,-.0016415705,-.0016415705,84,33
1987,1988,-.010859439,-.010859439,84,1
1987,1989,-.013389567,-.013389567,84,2
1987,1990,-.013305475,-.013305475,84,3
1987,1991,-.011565752,-.011565752,84,4
1987,1992,-.012490817,-.012490817,84,5
1987,1993,-.011808224,-.011808224,84,6
1987,1994,-.012545315,-.012545315,84,7
1987,1995,-.010820767,-.010820767,84,8
1987,1996,-.0097096916,-.0097096916,84,9
1987,1997,-.0094005112,-.0094005112,84,10
1987,1998,-.0094023254,-.0094023254,84,11
1987,1999,-.0090559414,-.0090559414,84,12
1987,2000,-.0092319064,-.0092319064,84,13
1987,2001,-.0081298072,-.0081298072,84,14
1987,2002,-.0072271284,-.0072271284,84,15
1987,2003,-.006463828,-.006463828,84,16
1987,2004,-.0061197225,-.0061197225,84,17
1987,2005,-.0058524963,-.0058524963,84,18
1987,2006,-.005503587,-.005503587,84,19
1987,2007,-.0050484864,-.0050484864,84,20
1987,2008,-.0044789207,-.0044789207,84,21
1987,2009,-.0032270874,-.0032270874,84,22
1987,2010,-.0027941726,-.0027941726,84,23
1987,2011,-.0022179172,-.0022179172,84,24
1987,2012,-.0019297287,-.0019297287,84,25
1987,2013,-.0019453116,-.0019453116,84,26
1987,2014,-.0015458621,-.0015458621,84,27
1987,2015,-.0013708239,-.0013708239,84,28
1987,2016,-.001268527,-.001268527,84,29
1987,2017,-.0013638521,-.0013638521,84,30
1987,2018,-.0012713904,-.0012713904,84,31
1987,2019,-.00096988829,-.00096988829,84,32
1988,1989,-.016653527,-.016653527,84,1
1988,1990,-.015000111,-.015000111,84,2
1988,1991,-.012179635,-.012179635,84,3
1988,1992,-.013252335,-.013252335,84,4
1988,1993,-.012211055,-.012211055,84,5
1988,1994,-.013072552,-.013072552,84,6
1988,1995,-.010979856,-.010979856,84,7
1988,1996,-.0097134076,-.0097134076,84,8
1988,1997,-.0093303211,-.0093303211,84,9
1988,1998,-.0093155811,-.0093155811,84,10
1988,1999,-.0089458348,-.0089458348,84,11
1988,2000,-.009129527,-.009129527,84,12
1988,2001,-.0079577425,-.0079577425,84,13
1988,2002,-.007017924,-.007017924,84,14
1988,2003,-.0062042507,-.0062042507,84,15
1988,2004,-.0058553894,-.0058553894,84,16
1988,2005,-.0055732997,-.0055732997,84,17
1988,2006,-.0052084844,-.0052084844,84,18
1988,2007,-.0047500245,-.0047500245,84,19
1988,2008,-.0041430052,-.0041430052,84,20
1988,2009,-.0028843062,-.0028843062,84,21
1988,2010,-.0024650351,-.0024650351,84,22
1988,2011,-.0018739975,-.0018739975,84,23
1988,2012,-.0015831202,-.0015831202,84,24
1988,2013,-.0016078739,-.0016078739,84,25
1988,2014,-.0011960511,-.0011960511,84,26
1988,2015,-.0010285071,-.0010285071,84,27
1988,2016,-.0009344159,-.0009344159,84,28
1988,2017,-.0010438068,-.0010438068,84,29
1988,2018,-.00096639717,-.00096639717,84,30
1988,2019,-.0006700246,-.0006700246,84,31
1989,1990,-.013831832,-.013831832,84,1
1989,1991,-.0105114,-.0105114,84,2
1989,1992,-.012672067,-.012672067,84,3
1989,1993,-.01166113,-.01166113,84,4
1989,1994,-.012880108,-.012880108,84,5
1989,1995,-.010515294,-.010515294,84,6
1989,1996,-.0091645904,-.0091645904,84,7
1989,1997,-.0087729059,-.0087729059,84,8
1989,1998,-.0088098263,-.0088098263,84,9
1989,1999,-.008442278,-.008442278,84,10
1989,2000,-.0086331395,-.0086331395,84,11
1989,2001,-.0074085752,-.0074085752,84,12
1989,2002,-.0064457464,-.0064457464,84,13
1989,2003,-.0055925208,-.0055925208,84,14
1989,2004,-.0052325837,-.0052325837,84,15
1989,2005,-.0049385051,-.0049385051,84,16
1989,2006,-.0045829099,-.0045829099,84,17
1989,2007,-.004113216,-.004113216,84,18
1989,2008,-.0034987009,-.0034987009,84,19
1989,2009,-.0022368538,-.0022368538,84,20
1989,2010,-.0018324254,-.0018324254,84,21
1989,2011,-.0012398149,-.0012398149,84,22
1989,2012,-.00098615908,-.00098615908,84,23
1989,2013,-.0010339114,-.0010339114,84,24
1989,2014,-.00062699197,-.00062699197,84,25
1989,2015,-.00049164239,-.00049164257,84,26
1989,2016,-.00040877532,-.00040877538,84,27
1989,2017,-.00054962357,-.00054962357,84,28
1989,2018,-.00049061287,-.00049061305,84,29
1989,2019,-.00020479728,-.00020479728,84,30
1990,1991,-.0082221935,-.0082221935,84,1
1990,1992,-.012493524,-.012493524,84,2
1990,1993,-.01147342,-.01147342,84,3
1990,1994,-.013297959,-.013297959,84,4
1990,1995,-.010411895,-.010411895,84,5
1990,1996,-.0089558475,-.0089558475,84,6
1990,1997,-.0085438294,-.0085438294,84,7
1990,1998,-.0085945828,-.0085945828,84,8
1990,1999,-.0082082497,-.0082082497,84,9
1990,2000,-.008453331,-.008453331,84,10
1990,2001,-.007146521,-.007146521,84,11
1990,2002,-.0061135511,-.0061135511,84,12
1990,2003,-.005209961,-.005209961,84,13
1990,2004,-.004849181,-.004849181,84,14
1990,2005,-.0045511699,-.0045511699,84,15
1990,2006,-.0042040399,-.0042040399,84,16
1990,2007,-.0037348298,-.0037348298,84,17
1990,2008,-.0031161963,-.0031161963,84,18
1990,2009,-.0018347764,-.0018347764,84,19
1990,2010,-.0014375995,-.0014375995,84,20
1990,2011,-.00084952812,-.00084952812,84,21
1990,2012,-.00062121579,-.00062121579,84,22
1990,2013,-.00068636547,-.00068636547,84,23
1990,2014,-.00027346518,-.00027346521,84,24
1990,2015,-.00015369238,-.00015369238,84,25
1990,2016,-.00007804529,-.000078045297,84,26
1990,2017,-.00024244915,-.00024244917,84,27
1990,2018,-.00019730712,-.00019730712,84,28
1990,2019,.000081259313,.000081259313,84,29
1991,1992,-.016924186,-.016924186,84,1
1991,1993,-.013827663,-.013827663,84,2
1991,1994,-.016058562,-.016058562,84,3
1991,1995,-.01182867,-.01182867,84,4
1991,1996,-.0099958135,-.0099958135,84,5
1991,1997,-.0092695393,-.0092695393,84,6
1991,1998,-.0091924258,-.0091924258,84,7
1991,1999,-.0086462069,-.0086462069,84,8
1991,2000,-.0088518821,-.0088518821,84,9
1991,2001,-.007365305,-.007365305,84,10
1991,2002,-.006214092,-.006214092,84,11
1991,2003,-.0052079754,-.0052079754,84,12
1991,2004,-.0047892085,-.0047892085,84,13
1991,2005,-.0044424166,-.0044424166,84,14
1991,2006,-.004091192,-.004091192,84,15
1991,2007,-.0036038135,-.0036038135,84,16
1991,2008,-.002960695,-.002960695,84,17
1991,2009,-.0016710343,-.0016710343,84,18
1991,2010,-.0012760673,-.0012760673,84,19
1991,2011,-.00068259262,-.00068259262,84,20
1991,2012,-.0004633941,-.00046339416,84,21
1991,2013,-.00054585456,-.00054585468,84,22
1991,2014,-.00010663665,-.00010663665,84,23
1991,2015,.000019105637,.000019105624,84,24
1991,2016,.00010949491,.00010949491,84,25
1991,2017,-.00007444129,-.00007444129,84,26
1991,2018,-.000031654545,-.000031654537,84,27
1991,2019,.00025723467,.00025723467,84,28
1992,1993,-.010955928,-.010955928,84,1
1992,1994,-.015382403,-.015382403,84,2
1992,1995,-.010144565,-.010144565,84,3
1992,1996,-.0082786605,-.0082786605,84,4
1992,1997,-.0077647944,-.0077647944,84,5
1992,1998,-.0079206442,-.0079206442,84,6
1992,1999,-.0074570975,-.0074570975,84,7
1992,2000,-.0078193955,-.0078193955,84,8
1992,2001,-.006267468,-.006267468,84,9
1992,2002,-.0051385644,-.0051385644,84,10
1992,2003,-.0041924263,-.0041924263,84,11
1992,2004,-.0038503951,-.0038503951,84,12
1992,2005,-.0035850073,-.0035850073,84,13
1992,2006,-.0032979145,-.0032979145,84,14
1992,2007,-.0028150266,-.0028150266,84,15
1992,2008,-.0022048554,-.0022048554,84,16
1992,2009,-.00088179583,-.00088179583,84,17
1992,2010,-.0005448407,-.00054484076,84,18
1992,2011,.000025855146,.000025855135,84,19
1992,2012,.00020634885,.00020634885,84,20
1992,2013,.000077884906,.000077884913,84,21
1992,2014,.00050052005,.00050051999,84,22
1992,2015,.00059756875,.00059756875,84,23
1992,2016,.00066301238,.00066301238,84,24
1992,2017,.00045053955,.00045053946,84,25
1992,2018,.00047046534,.00047046525,84,26
1992,2019,.00075464306,.00075464306,84,27
1993,1994,-.021072799,-.021072799,84,1
1993,1995,-.010651398,-.010651398,84,2
1993,1996,-.0082721189,-.0082721189,84,3
1993,1997,-.0076139886,-.0076139886,84,4
1993,1998,-.0078360289,-.0078360289,84,5
1993,1999,-.0072582043,-.0072582043,84,6
1993,2000,-.0077177151,-.0077177151,84,7
1993,2001,-.0060161911,-.0060161911,84,8
1993,2002,-.0048077111,-.0048077111,84,9
1993,2003,-.0038080269,-.0038080269,84,10
1993,2004,-.0034937351,-.0034937351,84,11
1993,2005,-.0032508853,-.0032508853,84,12
1993,2006,-.0030113941,-.0030113941,84,13
1993,2007,-.0025387341,-.0025387341,84,14
1993,2008,-.0019402887,-.0019402887,84,15
1993,2009,-.00058343314,-.0005834332,84,16
1993,2010,-.00027011914,-.00027011914,84,17
1993,2011,.00029707447,.00029707447,84,18
1993,2012,.00045619434,.00045619431,84,19
1993,2013,.00030250603,.00030250603,84,20
1993,2014,.00073850888,.00073850888,84,21
1993,2015,.00082823477,.00082823477,84,22
1993,2016,.00090002693,.00090002693,84,23
1993,2017,.00065414584,.00065414584,84,24
1993,2018,.00066131959,.00066131959,84,25
1993,2019,.00094200112,.00094200112,84,26
1994,1995,.00083549705,.00083549705,84,1
1994,1996,-.0013622642,-.0013622642,84,2
1994,1997,-.0024269286,-.0024269286,84,3
1994,1998,-.0039212033,-.0039212033,84,4
1994,1999,-.0039555016,-.0039555016,84,5
1994,2000,-.0049568191,-.0049568191,84,6
1994,2001,-.0033903569,-.0033903569,84,7
1994,2002,-.0023194035,-.0023194035,84,8
1994,2003,-.0014783274,-.0014783274,84,9
1994,2004,-.001322947,-.001322947,84,10
1994,2005,-.001200381,-.001200381,84,11
1994,2006,-.0011321295,-.0011321295,84,12
1994,2007,-.00078652875,-.00078652875,84,13
1994,2008,-.00030966121,-.00030966121,84,14
1994,2009,.00098468096,.00098468096,84,15
1994,2010,.001194731,.001194731,84,16
1994,2011,.0017020623,.0017020623,84,17
1994,2012,.0017846784,.0017846784,84,18
1994,2013,.0015729431,.0015729431,84,19
1994,2014,.0019913695,.0019913695,84,20
1994,2015,.0020335889,.0020335889,84,21
1994,2016,.0020731338,.0020731338,84,22
1994,2017,.0017479418,.0017479418,84,23
1994,2018,.0017165641,.0017165641,84,24
1994,2019,.0019690697,.0019690697,84,25
1995,1996,-.0045319824,-.0045319824,84,1
1995,1997,-.0046623209,-.0046623209,84,2
1995,1998,-.0059145484,-.0059145484,84,3
1995,1999,-.0055219037,-.0055219037,84,4
1995,2000,-.0065359557,-.0065359557,84,5
1995,2001,-.004472862,-.004472862,84,6
1995,2002,-.0031386963,-.0031386963,84,7
1995,2003,-.0021306276,-.0021306276,84,8
1995,2004,-.0018999717,-.0018999717,84,9
1995,2005,-.001746148,-.001746148,84,10
1995,2006,-.001662316,-.001662316,84,11
1995,2007,-.0012607336,-.0012607336,84,12
1995,2008,-.00072568265,-.00072568271,84,13
1995,2009,.0006972081,.00069720804,84,14
1995,2010,.00093775796,.00093775796,84,15
1995,2011,.0014809424,.0014809424,84,16
1995,2012,.0015832523,.0015832523,84,17
1995,2013,.0013705374,.0013705374,84,18
1995,2014,.001818024,.001818024,84,19
1995,2015,.0018631635,.0018631635,84,20
1995,2016,.0019177642,.0019177642,84,21
1995,2017,.0015936125,.0015936125,84,22
1995,2018,.0015581179,.0015581179,84,23
1995,2019,.0018176909,.0018176909,84,24
1996,1997,-.0043496764,-.0043496764,84,1
1996,1998,-.0062751845,-.0062751845,84,2
1996,1999,-.005623762,-.005623762,84,3
1996,2000,-.0068936767,-.0068936767,84,4
1996,2001,-.0043627853,-.0043627853,84,5
1996,2002,-.0028018821,-.0028018821,84,6
1996,2003,-.0016894569,-.0016894569,84,7
1996,2004,-.0014514434,-.0014514434,84,8
1996,2005,-.0013236768,-.0013236768,84,9
1996,2006,-.0012762921,-.0012762921,84,10
1996,2007,-.00087547512,-.00087547512,84,11
1996,2008,-.00033766701,-.00033766701,84,12
1996,2009,.0011128633,.0011128633,84,13
1996,2010,.0013255238,.0013255238,84,14
1996,2011,.0018624652,.0018624652,84,15
1996,2012,.0019400235,.0019400235,84,16
1996,2013,.0016611596,.0016611596,84,17
1996,2014,.0021251894,.0021251894,84,18
1996,2015,.0021608826,.0021608826,84,19
1996,2016,.0022219119,.0022219119,84,20
1996,2017,.0018694825,.0018694825,84,21
1996,2018,.0018191895,.0018191895,84,22
1996,2019,.0020816855,.0020816855,84,23
1997,1998,-.0088527929,-.0088527929,84,1
1997,1999,-.0068528173,-.0068528173,84,2
1997,2000,-.0083943512,-.0083943512,84,3
1997,2001,-.0049143988,-.0049143988,84,4
1997,2002,-.0030446416,-.0030446416,84,5
1997,2003,-.0018105913,-.0018105913,84,6
1997,2004,-.0016079096,-.0016079096,84,7
1997,2005,-.0015420883,-.0015420882,84,8
1997,2006,-.0015049187,-.0015049187,84,9
1997,2007,-.0010479003,-.0010479003,84,10
1997,2008,-.00046058855,-.00046058855,84,11
1997,2009,.0011893172,.0011893172,84,12
1997,2010,.0014382305,.0014382305,84,13
1997,2011,.0019952115,.0019952115,84,14
1997,2012,.0020968302,.0020968302,84,15
1997,2013,.0018068035,.0018068035,84,16
1997,2014,.0022755302,.0022755302,84,17
1997,2015,.0022872374,.0022872374,84,18
1997,2016,.0023373181,.0023373181,84,19
1997,2017,.0019778663,.0019778663,84,20
1997,2018,.0019104058,.0019104058,84,21
1997,2019,.0021681481,.0021681481,84,22
1998,1999,-.005326224,-.005326224,84,1
1998,2000,-.0086757727,-.0086757727,84,2
1998,2001,-.0041094418,-.0041094418,84,3
1998,2002,-.0020487697,-.0020487697,84,4
1998,2003,-.00085251301,-.00085251301,84,5
1998,2004,-.00077515503,-.00077515503,84,6
1998,2005,-.00090428541,-.00090428547,84,7
1998,2006,-.00095051655,-.00095051655,84,8
1998,2007,-.00045017939,-.00045017939,84,9
1998,2008,.00012128475,.00012128476,84,10
1998,2009,.0018920347,.0018920347,84,11
1998,2010,.0021351092,.0021351092,84,12
1998,2011,.0026996483,.0026996483,84,13
1998,2012,.0027774221,.0027774221,84,14
1998,2013,.0024522864,.0024522864,84,15
1998,2014,.00291135,.00291135,84,16
1998,2015,.002868355,.002868355,84,17
1998,2016,.0028848299,.0028848299,84,18
1998,2017,.0024841507,.0024841507,84,19
1998,2018,.0023894699,.0023894699,84,20
1998,2019,.0026315083,.0026315083,84,21
1999,2000,-.012618959,-.012618959,84,1
1999,2001,-.0039592693,-.0039592693,84,2
1999,2002,-.0013667904,-.0013667904,84,3
1999,2003,-.0001514639,-.00015146389,84,4
1999,2004,-.00022182155,-.00022182154,84,5
1999,2005,-.00052513421,-.00052513421,84,6
1999,2006,-.00061448582,-.00061448582,84,7
1999,2007,-.000073349191,-.000073349169,84,8
1999,2008,.00053258386,.00053258386,84,9
1999,2009,.0024803462,.0024803462,84,10
1999,2010,.0027323409,.0027323409,84,11
1999,2011,.003313127,.003313127,84,12
1999,2012,.0033649714,.0033649714,84,13
1999,2013,.0029806797,.0029806797,84,14
1999,2014,.0034282343,.0034282343,84,15
1999,2015,.0033362899,.0033362899,84,16
1999,2016,.003316351,.003316351,84,17
1999,2017,.0028866134,.0028866134,84,18
1999,2018,.0027607067,.0027607067,84,19
1999,2019,.0029880591,.0029880591,84,20
2000,2001,.0044082794,.0044082794,84,1
2000,2002,.0038180733,.0038180733,84,2
2000,2003,.0034327668,.0034327668,84,3
2000,2004,.0022353758,.0022353758,84,4
2000,2005,.0011414704,.0011414704,84,5
2000,2006,.00070488366,.00070488366,84,6
2000,2007,.0010789904,.0010789904,84,7
2000,2008,.0015807946,.0015807946,84,8
2000,2009,.0037033444,.0037033444,84,9
2000,2010,.0038674022,.0038674022,84,10
2000,2011,.0043867868,.0043867868,84,11
2000,2012,.0043907538,.0043907538,84,12
2000,2013,.0039331801,.0039331801,84,13
2000,2014,.0043401946,.0043401946,84,14
2000,2015,.0041872649,.0041872649,84,15
2000,2016,.0041231806,.0041231806,84,16
2000,2017,.0036361059,.0036361059,84,17
2000,2018,.0034529986,.0034529986,84,18
2000,2019,.0036462271,.0036462271,84,19
2001,2002,.0028829123,.0028829123,84,1
2001,2003,.0026234572,.0026234572,84,2
2001,2004,.0012050805,.0012050805,84,3
2001,2005,-.000027338368,-.00002733849,84,4
2001,2006,-.00032600359,-.00032600359,84,5
2001,2007,.00030135384,.00030135384,84,6
2001,2008,.00098725478,.00098725478,84,7
2001,2009,.0033904396,.0033904396,84,8
2001,2010,.003610875,.003610875,84,9
2001,2011,.0042208708,.0042208708,84,10
2001,2012,.0042512878,.0042512878,84,11
2001,2013,.0037791459,.0037791459,84,12
2001,2014,.0042203558,.0042203558,84,13
2001,2015,.0040504443,.0040504443,84,14
2001,2016,.0039757635,.0039757635,84,15
2001,2017,.0034754695,.0034754695,84,16
2001,2018,.0032811048,.0032811048,84,17
2001,2019,.0034843979,.0034843979,84,18
2002,2003,.0014591155,.0014591155,84,1
2002,2004,-.0004210232,-.0004210232,84,2
2002,2005,-.0017564141,-.0017564141,84,3
2002,2006,-.0017621333,-.0017621333,84,4
2002,2007,-.00073821197,-.00073821197,84,5
2002,2008,.00018690345,.00018690343,84,6
2002,2009,.0031167928,.0031167928,84,7
2002,2010,.0034039672,.0034039672,84,8
2002,2011,.0041149789,.0041149789,84,9
2002,2012,.0042186282,.0042186282,84,10
2002,2013,.0037096224,.0037096224,84,11
2002,2014,.0041867886,.0041867886,84,12
2002,2015,.0040060701,.0040060701,84,13
2002,2016,.0039342395,.0039342395,84,14
2002,2017,.0034166013,.0034166013,84,15
2002,2018,.0032044284,.0032044284,84,16
2002,2019,.0034206044,.0034206044,84,17
2003,2004,-.0031203143,-.0031203143,84,1
2003,2005,-.0043024924,-.0043024924,84,2
2003,2006,-.0036656701,-.0036656701,84,3
2003,2007,-.0019213959,-.0019213959,84,4
2003,2008,-.00075544312,-.00075544312,84,5
2003,2009,.0029964652,.0029964652,84,6
2003,2010,.0033219941,.0033219941,84,7
2003,2011,.0041088592,.0041088592,84,8
2003,2012,.0042766654,.0042766654,84,9
2003,2013,.0037044792,.0037044792,84,10
2003,2014,.004208493,.004208493,84,11
2003,2015,.0040188725,.0040188725,84,12
2003,2016,.0039386437,.0039386437,84,13
2003,2017,.0034032527,.0034032527,84,14
2003,2018,.0031631414,.0031631414,84,15
2003,2019,.0033857999,.0033857999,84,16
2004,2005,-.006870978,-.006870978,84,1
2004,2006,-.0048021981,-.0048021977,84,2
2004,2007,-.0022645216,-.0022645216,84,3
2004,2008,-.0008262794,-.0008262794,84,4
2004,2009,.0037960585,.0037960585,84,5
2004,2010,.0039823954,.0039823954,84,6
2004,2011,.0047615012,.0047615012,84,7
2004,2012,.0049311696,.0049311696,84,8
2004,2013,.0042536813,.0042536813,84,9
2004,2014,.0047396491,.0047396491,84,10
2004,2015,.0044981749,.0044981749,84,11
2004,2016,.0043733898,.0043733898,84,12
2004,2017,.003760613,.003760613,84,13
2004,2018,.0034611074,.0034611074,84,14
2004,2019,.0036647613,.0036647613,84,15
2005,2006,-.0029367716,-.0029367716,84,1
2005,2007,-.00016190278,-.00016190276,84,2
2005,2008,.00090828666,.00090828666,84,3
2005,2009,.0064041177,.0064041177,84,4
2005,2010,.00604406,.00604406,84,5
2005,2011,.0065799714,.0065799714,84,6
2005,2012,.00660779,.00660779,84,7
2005,2013,.0056934403,.0056934403,84,8
2005,2014,.0060583442,.0060583442,84,9
2005,2015,.0056716693,.0056716693,84,10
2005,2016,.0054247594,.0054247594,84,11
2005,2017,.0046803118,.0046803118,84,12
2005,2018,.0042669741,.0042669741,84,13
2005,2019,.0044101132,.0044101132,84,14
2006,2007,.001997917,.001997917,84,1
2006,2008,.0020607053,.0020607053,84,2
2006,2009,.0091198999,.0091198999,84,3
2006,2010,.0078937206,.0078937206,84,4
2006,2011,.0080847219,.0080847219,84,5
2006,2012,.0078773238,.0078773238,84,6
2006,2013,.006640662,.006640662,84,7
2006,2014,.006931108,.006931108,84,8
2006,2015,.0064013526,.0064013526,84,9
2006,2016,.0060590538,.0060590538,84,10
2006,2017,.0051858686,.0051858686,84,11
2006,2018,.0046781581,.0046781581,84,12
2006,2019,.0047887168,.0047887168,84,13
2007,2008,.0017893865,.0017893865,84,1
2007,2009,.012446637,.012446637,84,2
2007,2010,.009580316,.009580316,84,3
2007,2011,.0092998929,.0092998929,84,4
2007,2012,.0088436678,.0088436678,84,5
2007,2013,.0072365035,.0072365035,84,6
2007,2014,.0074907811,.0074907811,84,7
2007,2015,.0068527455,.0068527455,84,8
2007,2016,.006440626,.006440626,84,9
2007,2017,.005450373,.005450373,84,10
2007,2018,.0048622927,.0048622927,84,11
2007,2019,.0049573262,.0049573262,84,12
2008,2009,.023957653,.023957653,84,1
2008,2010,.013724966,.013724966,84,2
2008,2011,.011797162,.011797162,84,3
2008,2012,.010630954,.010630954,84,4
2008,2013,.0083243968,.0083243968,84,5
2008,2014,.0084377881,.0084377881,84,6
2008,2015,.0076261638,.0076261638,84,7
2008,2016,.0070860195,.0070860195,84,8
2008,2017,.0059035108,.0059035108,84,9
2008,2018,.0051922794,.0051922794,84,10
2008,2019,.0052469587,.0052469587,84,11
2009,2010,.0029196171,.0029196171,84,1
2009,2011,.0052627064,.0052627064,84,2
2009,2012,.0056482842,.0056482842,84,3
2009,2013,.0039555347,.0039555347,84,4
2009,2014,.0049634939,.0049634939,84,5
2009,2015,.0045863576,.0045863576,84,6
2009,2016,.0043787011,.0043787011,84,7
2009,2017,.0034010566,.0034010566,84,8
2009,2018,.0028810173,.0028810173,84,9
2009,2019,.0031951112,.0031951112,84,10
2010,2011,.0068951361,.0068951361,84,1
2010,2012,.0065439497,.0065439497,84,2
2010,2013,.0039083115,.0039083115,84,3
2010,2014,.0051744897,.0051744897,84,4
2010,2015,.0047413534,.0047413534,84,5
2010,2016,.0044667372,.0044667372,84,6
2010,2017,.0033071358,.0033071358,84,7
2010,2018,.0027185401,.0027185401,84,8
2010,2019,.0030897316,.0030897316,84,9
2011,2012,.0059481952,.0059481952,84,1
2011,2013,.0021040919,.0021040919,84,2
2011,2014,.0043735639,.0043735639,84,3
2011,2015,.0040785065,.0040785065,84,4
2011,2016,.0038912934,.0038912934,84,5
2011,2017,.0026345716,.0026345716,84,6
2011,2018,.0020358597,.0020358597,84,7
2011,2019,.0025368112,.0025368112,84,8
2012,2013,-.0020402335,-.0020402335,84,1
2012,2014,.0033385917,.0033385917,84,2
2012,2015,.0031735895,.0031735895,84,3
2012,2016,.003121909,.003121909,84,4
2012,2017,.0017361479,.0017361479,84,5
2012,2018,.0011756537,.0011756537,84,6
2012,2019,.0018652612,.0018652612,84,7
2013,2014,.0082699796,.0082699796,84,1
2013,2015,.0055329213,.0055329213,84,2
2013,2016,.0046677599,.0046677599,84,3
2013,2017,.0025544271,.0025544271,84,4
2013,2018,.0017082478,.0017082478,84,5
2013,2019,.0024223097,.0024223097,84,6
2014,2015,.0023059,.0023059,84,1
2014,2016,.0024732461,.0024732461,84,2
2014,2017,.00037326902,.00037326899,84,3
2014,2018,-.00018409955,-.00018409955,84,4
2014,2019,.00099616626,.00099616626,84,5
2015,2016,.0021704957,.0021704957,84,1
2015,2017,-.00090878486,-.00090878486,84,2
2015,2018,-.0012678504,-.0012678504,84,3
2015,2019,.00036514067,.00036514067,84,4
2016,2017,-.0041389586,-.0041389586,84,1
2016,2018,-.0031313682,-.0031313682,84,2
2016,2019,-.00040378235,-.00040378235,84,3
2017,2018,-.0021685571,-.0021685571,84,1
2017,2019,.0013671642,.0013671642,84,2
2018,2019,.0046167914,.0046167914,84,1
