startyear,endyear,beta_ols,beta_nls,n,period
1960,1961,-.017610749,-.017610749,84,1
1960,1962,-.0088779945,-.0088779945,84,2
1960,1963,-.0090258289,-.0090258289,84,3
1960,1964,-.0089149605,-.0089149605,84,4
1960,1965,-.0083046714,-.0083046714,84,5
1960,1966,-.0079626283,-.0079626283,84,6
1960,1967,-.0071589821,-.0071589821,84,7
1960,1968,-.006745629,-.006745629,84,8
1960,1969,-.0068994835,-.0068994835,84,9
1960,1970,-.0057733827,-.0057733827,84,10
1960,1971,-.0059791594,-.0059791594,84,11
1960,1972,-.0061372421,-.0061372421,84,12
1960,1973,-.0067306762,-.0067306762,84,13
1960,1974,-.0055168662,-.0055168662,84,14
1960,1975,-.0049341279,-.0049341279,84,15
1960,1976,-.0042921724,-.0042921724,84,16
1960,1977,-.0036032745,-.0036032745,84,17
1960,1978,-.0038811467,-.0038811467,84,18
1960,1979,-.0039326465,-.0039326465,84,19
1960,1980,-.0044323695,-.0044323695,84,20
1960,1981,-.0037456236,-.0037456236,84,21
1960,1982,-.0031966984,-.0031966984,84,22
1960,1983,-.0029389891,-.0029389891,84,23
1960,1984,-.0027670371,-.0027670371,84,24
1960,1985,-.0022629236,-.0022629236,84,25
1960,1986,-.0028059029,-.0028059029,84,26
1960,1987,-.0035924388,-.0035924388,84,27
1960,1988,-.0037094108,-.0037094108,84,28
1960,1989,-.0038825707,-.0038825707,84,29
1960,1990,-.0039400598,-.0039400598,84,30
1960,1991,-.0036908763,-.0036908763,84,31
1960,1992,-.0039662975,-.0039662975,84,32
1960,1993,-.0037536565,-.0037536565,84,33
1960,1994,-.0038910708,-.0038910708,84,34
1960,1995,-.0035714062,-.0035714062,84,35
1960,1996,-.0032674139,-.0032674139,84,36
1960,1997,-.0034199725,-.0034199725,84,37
1960,1998,-.0037645027,-.0037645027,84,38
1960,1999,-.0038143834,-.0038143834,84,39
1960,2000,-.0040240195,-.0040240195,84,40
1960,2001,-.0037023649,-.0037023649,84,41
1960,2002,-.0033845943,-.0033845943,84,42
1960,2003,-.0031480836,-.0031480836,84,43
1960,2004,-.0030192332,-.0030192332,84,44
1960,2005,-.0030181161,-.0030181161,84,45
1960,2006,-.0028335049,-.0028335049,84,46
1960,2007,-.0026700401,-.0026700401,84,47
1960,2008,-.0023907458,-.002390746,84,48
1960,2009,-.00175688,-.00175688,84,49
1960,2010,-.001526679,-.001526679,84,50
1960,2011,-.0012879778,-.0012879778,84,51
1960,2012,-.0011393161,-.0011393161,84,52
1960,2013,-.0011256665,-.0011256665,84,53
1960,2014,-.00092745601,-.00092745601,84,54
1960,2015,-.00081389304,-.00081389304,84,55
1960,2016,-.0007918101,-.0007918101,84,56
1960,2017,-.00083599088,-.00083599088,84,57
1960,2018,-.0007498911,-.0007498911,84,58
1960,2019,-.00055955473,-.00055955473,84,59
1961,1962,.00028660736,.00028660739,84,1
1961,1963,-.0048356345,-.0048356345,84,2
1961,1964,-.0062867026,-.0062867026,84,3
1961,1965,-.0063088853,-.0063088853,84,4
1961,1966,-.0062281536,-.0062281536,84,5
1961,1967,-.0056732218,-.0056732218,84,6
1961,1968,-.0055068135,-.0055068135,84,7
1961,1969,-.0058880057,-.0058880057,84,8
1961,1970,-.0047759097,-.0047759097,84,9
1961,1971,-.0051918323,-.0051918323,84,10
1961,1972,-.0055419127,-.0055419127,84,11
1961,1973,-.0062018656,-.0062018656,84,12
1961,1974,-.0049735652,-.0049735652,84,13
1961,1975,-.0044723144,-.0044723144,84,14
1961,1976,-.0038329845,-.0038329845,84,15
1961,1977,-.0031201295,-.0031201295,84,16
1961,1978,-.0034787157,-.0034787157,84,17
1961,1979,-.0035448172,-.0035448172,84,18
1961,1980,-.0040971325,-.0040971325,84,19
1961,1981,-.0034010401,-.0034010401,84,20
1961,1982,-.0028857943,-.0028857943,84,21
1961,1983,-.0026319118,-.0026319118,84,22
1961,1984,-.0024343324,-.0024343324,84,23
1961,1985,-.0019339571,-.0019339571,84,24
1961,1986,-.0025375718,-.0025375718,84,25
1961,1987,-.0033665237,-.0033665237,84,26
1961,1988,-.0034956392,-.0034956392,84,27
1961,1989,-.0036972947,-.003697295,84,28
1961,1990,-.0037980245,-.0037980247,84,29
1961,1991,-.0035714912,-.0035714912,84,30
1961,1992,-.0038411533,-.0038411533,84,31
1961,1993,-.0036491195,-.0036491195,84,32
1961,1994,-.0038402546,-.0038402549,84,33
1961,1995,-.0035153518,-.0035153518,84,34
1961,1996,-.0032260965,-.0032260965,84,35
1961,1997,-.0033736147,-.0033736147,84,36
1961,1998,-.0037259241,-.0037259243,84,37
1961,1999,-.0037679353,-.0037679356,84,38
1961,2000,-.0039788969,-.0039788969,84,39
1961,2001,-.0036621995,-.0036621995,84,40
1961,2002,-.0033410063,-.0033410063,84,41
1961,2003,-.0031015887,-.0031015887,84,42
1961,2004,-.0029713404,-.0029713404,84,43
1961,2005,-.0029674892,-.0029674892,84,44
1961,2006,-.0027839094,-.0027839097,84,45
1961,2007,-.0026135775,-.0026135778,84,46
1961,2008,-.0023423994,-.0023423994,84,47
1961,2009,-.0017050904,-.0017050904,84,48
1961,2010,-.0014668334,-.0014668334,84,49
1961,2011,-.0012207524,-.0012207524,84,50
1961,2012,-.0010683968,-.0010683968,84,51
1961,2013,-.0010427665,-.0010427665,84,52
1961,2014,-.00083761354,-.00083761354,84,53
1961,2015,-.00072957296,-.00072957296,84,54
1961,2016,-.00070793793,-.00070793793,84,55
1961,2017,-.00076219963,-.00076219963,84,56
1961,2018,-.00067930826,-.00067930826,84,57
1961,2019,-.00049289787,-.00049289787,84,58
1962,1963,-.0094645722,-.0094645722,84,1
1962,1964,-.0094510075,-.0094510075,84,2
1962,1965,-.0082655167,-.0082655167,84,3
1962,1966,-.0076284404,-.0076284404,84,4
1962,1967,-.0067923907,-.0067923907,84,5
1962,1968,-.0064214924,-.0064214924,84,6
1962,1969,-.0067598145,-.0067598145,84,7
1962,1970,-.0053818179,-.0053818179,84,8
1962,1971,-.0058325883,-.0058325883,84,9
1962,1972,-.0061734607,-.0061734607,84,10
1962,1973,-.0068144086,-.0068144086,84,11
1962,1974,-.0054838392,-.0054838392,84,12
1962,1975,-.004890298,-.004890298,84,13
1962,1976,-.004169269,-.004169269,84,14
1962,1977,-.0034047503,-.0034047503,84,15
1962,1978,-.0037546961,-.0037546961,84,16
1962,1979,-.0038166288,-.0038166288,84,17
1962,1980,-.0044114655,-.0044114655,84,18
1962,1981,-.0036339958,-.0036339958,84,19
1962,1982,-.003070141,-.003070141,84,20
1962,1983,-.0027759809,-.0027759809,84,21
1962,1984,-.0025450033,-.0025450033,84,22
1962,1985,-.0019952708,-.0019952708,84,23
1962,1986,-.0026222898,-.0026222898,84,24
1962,1987,-.0034824461,-.0034824461,84,25
1962,1988,-.0036190476,-.0036190476,84,26
1962,1989,-.003823417,-.003823417,84,27
1962,1990,-.0038942702,-.0038942702,84,28
1962,1991,-.0036313694,-.0036313694,84,29
1962,1992,-.0039378819,-.0039378819,84,30
1962,1993,-.0037199236,-.0037199236,84,31
1962,1994,-.003875636,-.003875636,84,32
1962,1995,-.0035462189,-.0035462189,84,33
1962,1996,-.0032296823,-.0032296823,84,34
1962,1997,-.0033933711,-.0033933711,84,35
1962,1998,-.003768401,-.003768401,84,36
1962,1999,-.0038144225,-.0038144225,84,37
1962,2000,-.0040361416,-.0040361416,84,38
1962,2001,-.0037179952,-.0037179952,84,39
1962,2002,-.0034029104,-.0034029107,84,40
1962,2003,-.0031676854,-.0031676854,84,41
1962,2004,-.0030531336,-.0030531336,84,42
1962,2005,-.0030713382,-.0030713382,84,43
1962,2006,-.0028900641,-.0028900641,84,44
1962,2007,-.0027101121,-.0027101121,84,45
1962,2008,-.0024331505,-.0024331505,84,46
1962,2009,-.0017736211,-.0017736211,84,47
1962,2010,-.0015360521,-.0015360521,84,48
1962,2011,-.0012822415,-.0012822415,84,49
1962,2012,-.0011186078,-.0011186078,84,50
1962,2013,-.0010920606,-.0010920606,84,51
1962,2014,-.00088580226,-.00088580226,84,52
1962,2015,-.0007776753,-.0007776753,84,53
1962,2016,-.00075856212,-.00075856212,84,54
1962,2017,-.00080794067,-.00080794067,84,55
1962,2018,-.0007247887,-.0007247887,84,56
1962,2019,-.00053612108,-.00053612108,84,57
1963,1964,-.0090909051,-.0090909051,84,1
1963,1965,-.0076158466,-.0076158466,84,2
1963,1966,-.0072727846,-.0072727846,84,3
1963,1967,-.006319717,-.006319717,84,4
1963,1968,-.0060053486,-.0060053486,84,5
1963,1969,-.0064637121,-.0064637121,84,6
1963,1970,-.0049870824,-.0049870824,84,7
1963,1971,-.0056025526,-.0056025526,84,8
1963,1972,-.0059873438,-.0059873438,84,9
1963,1973,-.0067698047,-.0067698047,84,10
1963,1974,-.0052962764,-.0052962764,84,11
1963,1975,-.0046816361,-.0046816361,84,12
1963,1976,-.0039927671,-.0039927671,84,13
1963,1977,-.0032538141,-.0032538141,84,14
1963,1978,-.0036850311,-.0036850311,84,15
1963,1979,-.0037655116,-.0037655116,84,16
1963,1980,-.0044003176,-.0044003176,84,17
1963,1981,-.0035759506,-.0035759506,84,18
1963,1982,-.0030235578,-.0030235578,84,19
1963,1983,-.0027563476,-.0027563476,84,20
1963,1984,-.0025416513,-.0025416513,84,21
1963,1985,-.0019917681,-.0019917681,84,22
1963,1986,-.0026581602,-.0026581602,84,23
1963,1987,-.0035792561,-.0035792561,84,24
1963,1988,-.0037254568,-.0037254568,84,25
1963,1989,-.0039459658,-.0039459658,84,26
1963,1990,-.0040383004,-.0040383004,84,27
1963,1991,-.0037981437,-.0037981439,84,28
1963,1992,-.0040988289,-.0040988289,84,29
1963,1993,-.0038889712,-.0038889712,84,30
1963,1994,-.0040973229,-.0040973229,84,31
1963,1995,-.0037493282,-.0037493282,84,32
1963,1996,-.003434045,-.003434045,84,33
1963,1997,-.003578655,-.003578655,84,34
1963,1998,-.0039416668,-.0039416668,84,35
1963,1999,-.0039837421,-.0039837421,84,36
1963,2000,-.0041937921,-.0041937926,84,37
1963,2001,-.0038634196,-.0038634199,84,38
1963,2002,-.003533667,-.003533667,84,39
1963,2003,-.0032886986,-.0032886986,84,40
1963,2004,-.0031459816,-.0031459816,84,41
1963,2005,-.0031316204,-.0031316204,84,42
1963,2006,-.0029582125,-.0029582125,84,43
1963,2007,-.002772839,-.002772839,84,44
1963,2008,-.0024930681,-.0024930681,84,45
1963,2009,-.0018199512,-.0018199512,84,46
1963,2010,-.0015751715,-.0015751715,84,47
1963,2011,-.001311333,-.001311333,84,48
1963,2012,-.0011548542,-.0011548542,84,49
1963,2013,-.0011491469,-.0011491469,84,50
1963,2014,-.00093807158,-.00093807158,84,51
1963,2015,-.00082907913,-.00082907913,84,52
1963,2016,-.0008053903,-.0008053903,84,53
1963,2017,-.00085359043,-.00085359043,84,54
1963,2018,-.00076821086,-.00076821086,84,55
1963,2019,-.00057626498,-.00057626498,84,56
1964,1965,-.0058495407,-.0058495407,84,1
1964,1966,-.0061740223,-.0061740223,84,2
1964,1967,-.0054864385,-.0054864385,84,3
1964,1968,-.0052812877,-.0052812877,84,4
1964,1969,-.0061391536,-.0061391536,84,5
1964,1970,-.0044352515,-.0044352515,84,6
1964,1971,-.0051839584,-.0051839584,84,7
1964,1972,-.0058213491,-.0058213491,84,8
1964,1973,-.0067035952,-.0067035952,84,9
1964,1974,-.0051731439,-.0051731439,84,10
1964,1975,-.004556573,-.004556573,84,11
1964,1976,-.003768259,-.003768259,84,12
1964,1977,-.0029559543,-.0029559543,84,13
1964,1978,-.0034164735,-.0034164735,84,14
1964,1979,-.003419901,-.003419901,84,15
1964,1980,-.0040660538,-.0040660538,84,16
1964,1981,-.0031623268,-.0031623268,84,17
1964,1982,-.0025868085,-.0025868085,84,18
1964,1983,-.0023073757,-.0023073757,84,19
1964,1984,-.0021182522,-.0021182522,84,20
1964,1985,-.0015526137,-.0015526137,84,21
1964,1986,-.0022288414,-.0022288414,84,22
1964,1987,-.0032112708,-.0032112708,84,23
1964,1988,-.003393569,-.003393569,84,24
1964,1989,-.0036009985,-.0036009985,84,25
1964,1990,-.0037227848,-.0037227848,84,26
1964,1991,-.0034803567,-.0034803567,84,27
1964,1992,-.0037960273,-.0037960273,84,28
1964,1993,-.0035864543,-.0035864543,84,29
1964,1994,-.0038732865,-.0038732865,84,30
1964,1995,-.0034953295,-.0034953298,84,31
1964,1996,-.0031723997,-.0031723997,84,32
1964,1997,-.0033426664,-.0033426664,84,33
1964,1998,-.0037366797,-.0037366797,84,34
1964,1999,-.0037976729,-.0037976729,84,35
1964,2000,-.0040504178,-.0040504178,84,36
1964,2001,-.0037291001,-.0037291003,84,37
1964,2002,-.0034138861,-.0034138861,84,38
1964,2003,-.0031956439,-.0031956439,84,39
1964,2004,-.0030839781,-.0030839781,84,40
1964,2005,-.0031039931,-.0031039931,84,41
1964,2006,-.0029250684,-.0029250684,84,42
1964,2007,-.0027450887,-.0027450887,84,43
1964,2008,-.0024748691,-.0024748691,84,44
1964,2009,-.0017837742,-.0017837742,84,45
1964,2010,-.0015423923,-.0015423923,84,46
1964,2011,-.0012761205,-.0012761205,84,47
1964,2012,-.001106878,-.001106878,84,48
1964,2013,-.0010935186,-.0010935186,84,49
1964,2014,-.00088513107,-.00088513107,84,50
1964,2015,-.00077611813,-.00077611813,84,51
1964,2016,-.00074869301,-.00074869301,84,52
1964,2017,-.00079430558,-.00079430558,84,53
1964,2018,-.00071318075,-.00071318075,84,54
1964,2019,-.00052376138,-.00052376138,84,55
1965,1966,-.0068838256,-.0068838256,84,1
1965,1967,-.005756503,-.005756503,84,2
1965,1968,-.0053888164,-.0053888164,84,3
1965,1969,-.0065220213,-.0065220213,84,4
1965,1970,-.0043688281,-.0043688281,84,5
1965,1971,-.0053485143,-.0053485143,84,6
1965,1972,-.0060901814,-.0060901814,84,7
1965,1973,-.007096502,-.007096502,84,8
1965,1974,-.0053407927,-.0053407927,84,9
1965,1975,-.0046190284,-.0046190284,84,10
1965,1976,-.0037986354,-.0037986354,84,11
1965,1977,-.0029421507,-.0029421507,84,12
1965,1978,-.0034669326,-.0034669326,84,13
1965,1979,-.0034909768,-.0034909768,84,14
1965,1980,-.0042351391,-.0042351391,84,15
1965,1981,-.0032831484,-.0032831484,84,16
1965,1982,-.0026910964,-.0026910964,84,17
1965,1983,-.0024136358,-.0024136358,84,18
1965,1984,-.0022299318,-.0022299318,84,19
1965,1985,-.0016333988,-.0016333988,84,20
1965,1986,-.002329065,-.002329065,84,21
1965,1987,-.0033611828,-.0033611828,84,22
1965,1988,-.0035220443,-.0035220443,84,23
1965,1989,-.0037340585,-.0037340585,84,24
1965,1990,-.0038768016,-.0038768016,84,25
1965,1991,-.0036340731,-.0036340731,84,26
1965,1992,-.0039544343,-.0039544343,84,27
1965,1993,-.0037432641,-.0037432641,84,28
1965,1994,-.0040333932,-.0040333932,84,29
1965,1995,-.0036493992,-.0036493992,84,30
1965,1996,-.0033250889,-.0033250889,84,31
1965,1997,-.0034963139,-.0034963139,84,32
1965,1998,-.0038703061,-.0038703061,84,33
1965,1999,-.0039283941,-.0039283941,84,34
1965,2000,-.0041805701,-.0041805701,84,35
1965,2001,-.0038467122,-.0038467122,84,36
1965,2002,-.0035297482,-.0035297482,84,37
1965,2003,-.0033048,-.0033048,84,38
1965,2004,-.0031980104,-.0031980104,84,39
1965,2005,-.003212708,-.003212708,84,40
1965,2006,-.0030271371,-.0030271371,84,41
1965,2007,-.0028427579,-.0028427579,84,42
1965,2008,-.0025631615,-.0025631615,84,43
1965,2009,-.0018486662,-.0018486662,84,44
1965,2010,-.0015936448,-.0015936448,84,45
1965,2011,-.0013178468,-.0013178468,84,46
1965,2012,-.0011417627,-.0011417627,84,47
1965,2013,-.0011300381,-.0011300381,84,48
1965,2014,-.0009152398,-.0009152398,84,49
1965,2015,-.00080077606,-.00080077606,84,50
1965,2016,-.0007736148,-.0007736148,84,51
1965,2017,-.00082631258,-.00082631258,84,52
1965,2018,-.00074152509,-.00074152509,84,53
1965,2019,-.00054443366,-.00054443366,84,54
1966,1967,-.0046951217,-.0046951217,84,1
1966,1968,-.0048108292,-.0048108292,84,2
1966,1969,-.0066551515,-.0066551515,84,3
1966,1970,-.0038459911,-.0038459911,84,4
1966,1971,-.0050519756,-.0050519756,84,5
1966,1972,-.0059970869,-.0059970869,84,6
1966,1973,-.0072419844,-.0072419844,84,7
1966,1974,-.0051839403,-.0051839403,84,8
1966,1975,-.004341627,-.004341627,84,9
1966,1976,-.0035130889,-.0035130889,84,10
1966,1977,-.0026156495,-.0026156495,84,11
1966,1978,-.0032225901,-.0032225901,84,12
1966,1979,-.0033176623,-.0033176623,84,13
1966,1980,-.0040807943,-.0040807943,84,14
1966,1981,-.0030844074,-.0030844074,84,15
1966,1982,-.0024872157,-.0024872157,84,16
1966,1983,-.0022220237,-.0022220237,84,17
1966,1984,-.0020959363,-.0020959363,84,18
1966,1985,-.0014745326,-.0014745326,84,19
1966,1986,-.0022023313,-.0022023313,84,20
1966,1987,-.0033088969,-.0033088969,84,21
1966,1988,-.0034915453,-.0034915453,84,22
1966,1989,-.0037077034,-.0037077034,84,23
1966,1990,-.0038512733,-.0038512733,84,24
1966,1991,-.0035945114,-.0035945114,84,25
1966,1992,-.0039359154,-.0039359154,84,26
1966,1993,-.0037154153,-.0037154153,84,27
1966,1994,-.0040040505,-.0040040505,84,28
1966,1995,-.0036110028,-.003611003,84,29
1966,1996,-.0032753488,-.0032753488,84,30
1966,1997,-.0034645027,-.0034645027,84,31
1966,1998,-.0038262606,-.0038262606,84,32
1966,1999,-.0038922194,-.0038922194,84,33
1966,2000,-.0041587558,-.0041587558,84,34
1966,2001,-.0038105564,-.0038105566,84,35
1966,2002,-.0034918881,-.0034918881,84,36
1966,2003,-.0032709336,-.0032709336,84,37
1966,2004,-.0031631927,-.0031631929,84,38
1966,2005,-.0031732994,-.0031732994,84,39
1966,2006,-.0030043421,-.0030043421,84,40
1966,2007,-.0028284222,-.0028284225,84,41
1966,2008,-.0025445283,-.0025445283,84,42
1966,2009,-.0018018211,-.0018018211,84,43
1966,2010,-.0015446023,-.0015446023,84,44
1966,2011,-.0012621294,-.0012621294,84,45
1966,2012,-.0010800976,-.0010800976,84,46
1966,2013,-.0010826171,-.0010826171,84,47
1966,2014,-.00086861645,-.00086861645,84,48
1966,2015,-.00075349066,-.00075349066,84,49
1966,2016,-.00072804373,-.00072804373,84,50
1966,2017,-.00077845471,-.00077845471,84,51
1966,2018,-.00069543131,-.00069543131,84,52
1966,2019,-.00049613405,-.00049613405,84,53
1967,1968,-.0053068232,-.0053068232,84,1
1967,1969,-.0079481881,-.0079481881,84,2
1967,1970,-.0037947271,-.0037947271,84,3
1967,1971,-.005450292,-.005450292,84,4
1967,1972,-.0066946601,-.0066946601,84,5
1967,1973,-.0080529032,-.0080529032,84,6
1967,1974,-.0056259264,-.0056259264,84,7
1967,1975,-.0047259638,-.0047259638,84,8
1967,1976,-.0038522088,-.0038522088,84,9
1967,1977,-.0028283389,-.0028283389,84,10
1967,1978,-.0034695624,-.0034695624,84,11
1967,1979,-.003557072,-.003557072,84,12
1967,1980,-.0043745111,-.0043745111,84,13
1967,1981,-.0032886984,-.0032886984,84,14
1967,1982,-.0026348275,-.0026348275,84,15
1967,1983,-.0023249711,-.0023249711,84,16
1967,1984,-.0021634977,-.0021634977,84,17
1967,1985,-.001511432,-.001511432,84,18
1967,1986,-.0022888689,-.0022888689,84,19
1967,1987,-.0034449759,-.0034449759,84,20
1967,1988,-.0036276623,-.0036276623,84,21
1967,1989,-.0038509739,-.0038509739,84,22
1967,1990,-.0040193973,-.0040193973,84,23
1967,1991,-.0037650114,-.0037650114,84,24
1967,1992,-.0041017262,-.0041017262,84,25
1967,1993,-.003883952,-.003883952,84,26
1967,1994,-.0041664788,-.0041664788,84,27
1967,1995,-.0037651071,-.0037651071,84,28
1967,1996,-.0034363165,-.0034363165,84,29
1967,1997,-.003638769,-.003638769,84,30
1967,1998,-.0040191864,-.0040191864,84,31
1967,1999,-.0040864842,-.0040864842,84,32
1967,2000,-.0043697208,-.0043697208,84,33
1967,2001,-.0040228004,-.0040228004,84,34
1967,2002,-.0037106911,-.0037106911,84,35
1967,2003,-.003494689,-.003494689,84,36
1967,2004,-.0033982336,-.0033982336,84,37
1967,2005,-.003421328,-.0034213283,84,38
1967,2006,-.0032531,-.0032531,84,39
1967,2007,-.0030664862,-.0030664862,84,40
1967,2008,-.0027769338,-.0027769338,84,41
1967,2009,-.0020112765,-.0020112765,84,42
1967,2010,-.0017483652,-.0017483652,84,43
1967,2011,-.0014528988,-.0014528988,84,44
1967,2012,-.0012533081,-.0012533081,84,45
1967,2013,-.0012551232,-.0012551232,84,46
1967,2014,-.0010334922,-.0010334922,84,47
1967,2015,-.00091478578,-.00091478578,84,48
1967,2016,-.00088436797,-.00088436797,84,49
1967,2017,-.00093224697,-.00093224697,84,50
1967,2018,-.00084667536,-.00084667536,84,51
1967,2019,-.00064176222,-.00064176222,84,52
1968,1969,-.01067427,-.01067427,84,1
1968,1970,-.0031635831,-.0031635831,84,2
1968,1971,-.005620826,-.005620826,84,3
1968,1972,-.007181223,-.007181223,84,4
1968,1973,-.008822713,-.008822713,84,5
1968,1974,-.0057657631,-.0057657631,84,6
1968,1975,-.0047645275,-.0047645275,84,7
1968,1976,-.0038398192,-.0038398192,84,8
1968,1977,-.0027510722,-.0027510722,84,9
1968,1978,-.0035138931,-.0035138931,84,10
1968,1979,-.0036359082,-.0036359082,84,11
1968,1980,-.0044949269,-.0044949269,84,12
1968,1981,-.0033540046,-.0033540046,84,13
1968,1982,-.0026479438,-.0026479438,84,14
1968,1983,-.0023076269,-.0023076269,84,15
1968,1984,-.0021558432,-.0021558432,84,16
1968,1985,-.0014840062,-.0014840062,84,17
1968,1986,-.0023114574,-.0023114574,84,18
1968,1987,-.0035130717,-.0035130717,84,19
1968,1988,-.0037125645,-.0037125645,84,20
1968,1989,-.0039666253,-.0039666253,84,21
1968,1990,-.004144561,-.004144561,84,22
1968,1991,-.0038772684,-.0038772684,84,23
1968,1992,-.004227092,-.004227092,84,24
1968,1993,-.0039950013,-.0039950013,84,25
1968,1994,-.0042776545,-.0042776545,84,26
1968,1995,-.0038777748,-.0038777748,84,27
1968,1996,-.003532819,-.003532819,84,28
1968,1997,-.0037529154,-.0037529154,84,29
1968,1998,-.0041457331,-.0041457331,84,30
1968,1999,-.0042147543,-.0042147543,84,31
1968,2000,-.004514046,-.004514046,84,32
1968,2001,-.004156006,-.004156006,84,33
1968,2002,-.0038361449,-.0038361449,84,34
1968,2003,-.0036225629,-.0036225629,84,35
1968,2004,-.0035197919,-.0035197919,84,36
1968,2005,-.0035399394,-.0035399394,84,37
1968,2006,-.0033761137,-.0033761137,84,38
1968,2007,-.0031788901,-.0031788901,84,39
1968,2008,-.0028891268,-.0028891268,84,40
1968,2009,-.0020931938,-.0020931938,84,41
1968,2010,-.001819386,-.001819386,84,42
1968,2011,-.0015099959,-.0015099959,84,43
1968,2012,-.0013020432,-.0013020432,84,44
1968,2013,-.0012813827,-.0012813827,84,45
1968,2014,-.0010531454,-.0010531454,84,46
1968,2015,-.00093843171,-.00093843171,84,47
1968,2016,-.00090672413,-.00090672413,84,48
1968,2017,-.00094739528,-.00094739528,84,49
1968,2018,-.00086286635,-.00086286635,84,50
1968,2019,-.00065884646,-.00065884646,84,51
1969,1970,.0042873244,.0042873244,84,1
1969,1971,-.003335516,-.0033355157,84,2
1969,1972,-.0064430921,-.0064430921,84,3
1969,1973,-.008809112,-.008809112,84,4
1969,1974,-.0051915278,-.0051915278,84,5
1969,1975,-.0041597909,-.0041597909,84,6
1969,1976,-.0030973647,-.0030973647,84,7
1969,1977,-.0018576895,-.0018576895,84,8
1969,1978,-.0028424081,-.0028424081,84,9
1969,1979,-.0030369896,-.0030369896,84,10
1969,1980,-.004018547,-.004018547,84,11
1969,1981,-.0028640607,-.0028640607,84,12
1969,1982,-.0021522669,-.0021522669,84,13
1969,1983,-.0018577927,-.0018577927,84,14
1969,1984,-.001749469,-.001749469,84,15
1969,1985,-.0010396198,-.0010396198,84,16
1969,1986,-.0019331772,-.0019331772,84,17
1969,1987,-.003233006,-.003233006,84,18
1969,1988,-.0034929242,-.0034929242,84,19
1969,1989,-.0037810202,-.0037810202,84,20
1969,1990,-.0039772163,-.0039772163,84,21
1969,1991,-.0037199336,-.0037199336,84,22
1969,1992,-.0040943651,-.0040943651,84,23
1969,1993,-.0038658497,-.0038658497,84,24
1969,1994,-.0041595171,-.0041595171,84,25
1969,1995,-.0037548831,-.0037548831,84,26
1969,1996,-.0034188568,-.0034188568,84,27
1969,1997,-.0036547214,-.0036547214,84,28
1969,1998,-.0040437821,-.0040437821,84,29
1969,1999,-.0041197748,-.0041197748,84,30
1969,2000,-.0044421204,-.0044421204,84,31
1969,2001,-.0040846057,-.0040846057,84,32
1969,2002,-.0037707402,-.0037707402,84,33
1969,2003,-.0035530373,-.0035530373,84,34
1969,2004,-.0034666944,-.0034666944,84,35
1969,2005,-.0034976667,-.0034976667,84,36
1969,2006,-.003325101,-.003325101,84,37
1969,2007,-.0031357822,-.0031357824,84,38
1969,2008,-.0028248616,-.0028248616,84,39
1969,2009,-.0020418377,-.0020418377,84,40
1969,2010,-.0017693596,-.0017693596,84,41
1969,2011,-.0014546978,-.0014546978,84,42
1969,2012,-.0012383681,-.0012383681,84,43
1969,2013,-.0012236665,-.0012236665,84,44
1969,2014,-.00099723123,-.00099723123,84,45
1969,2015,-.0008864791,-.0008864791,84,46
1969,2016,-.00085748587,-.00085748587,84,47
1969,2017,-.00089959119,-.00089959119,84,48
1969,2018,-.00081848982,-.00081848982,84,49
1969,2019,-.00061384169,-.00061384169,84,50
1970,1971,-.012053203,-.012053203,84,1
1970,1972,-.012520731,-.012520731,84,2
1970,1973,-.013809348,-.013809348,84,3
1970,1974,-.0080598574,-.0080598574,84,4
1970,1975,-.0065365941,-.0065365941,84,5
1970,1976,-.0049333549,-.0049333549,84,6
1970,1977,-.0033612088,-.0033612088,84,7
1970,1978,-.0043495945,-.0043495945,84,8
1970,1979,-.0044090934,-.0044090934,84,9
1970,1980,-.0053981086,-.0053981086,84,10
1970,1981,-.0040617655,-.0040617655,84,11
1970,1982,-.0032171172,-.0032171172,84,12
1970,1983,-.0028666041,-.0028666041,84,13
1970,1984,-.0026411398,-.0026411398,84,14
1970,1985,-.0018371682,-.0018371682,84,15
1970,1986,-.0027790978,-.0027790978,84,16
1970,1987,-.0041250899,-.0041250899,84,17
1970,1988,-.0043798103,-.0043798103,84,18
1970,1989,-.0046895081,-.0046895081,84,19
1970,1990,-.0048824786,-.0048824786,84,20
1970,1991,-.004618213,-.004618213,84,21
1970,1992,-.0050124666,-.0050124666,84,22
1970,1993,-.0047701187,-.0047701187,84,23
1970,1994,-.0050809891,-.0050809891,84,24
1970,1995,-.004633537,-.004633537,84,25
1970,1996,-.0042522545,-.0042522545,84,26
1970,1997,-.0044491743,-.0044491743,84,27
1970,1998,-.0048239562,-.0048239562,84,28
1970,1999,-.0048740353,-.0048740353,84,29
1970,2000,-.0051727253,-.0051727258,84,30
1970,2001,-.004785263,-.004785263,84,31
1970,2002,-.0044464637,-.0044464641,84,32
1970,2003,-.0041939588,-.0041939588,84,33
1970,2004,-.0040841908,-.0040841908,84,34
1970,2005,-.0040891226,-.0040891231,84,35
1970,2006,-.0038860519,-.0038860519,84,36
1970,2007,-.0036662682,-.0036662682,84,37
1970,2008,-.0033334957,-.0033334957,84,38
1970,2009,-.0025486185,-.0025486185,84,39
1970,2010,-.0022590794,-.0022590794,84,40
1970,2011,-.0019206178,-.0019206178,84,41
1970,2012,-.0016975428,-.0016975428,84,42
