Country_ISO,year,n_regions,GINIW,GE_m1W,GE_0W,GE_1W,COVW,GINI_unw
PRT,1995,5,0.0457309340320441,0.0038867207013857374,0.0039027957812601813,0.0039311014666465,0.08912476208533862,0.049857376159464006
PRT,2000,5,0.044382397864288034,0.003520854569870391,0.003547438973203366,0.0035834337762130778,0.08519332168094441,0.0486096922543939
PRT,2005,5,0.04417082836697281,0.003581642083346326,0.0035739909779462214,0.0035777513729828197,0.08476563660019674,0.051488026981017766
PRT,2010,5,0.03855006833058055,0.0029276161035408643,0.0029141478796089037,0.0029092132583475212,0.07632143538581608,0.046743534955912894
PRY,1992,18,0.15644282951807634,0.03840906426165325,0.03874180607922522,0.04004797005702353,0.2913507052212619,0.1359286775779604
PRY,2002,18,0.13468580303589311,0.02904094625437903,0.029006456930412376,0.029511027219146998,0.24728257022202274,0.13027545786302552
PRY,2008,18,0.12982430302762762,0.027125702557877385,0.027007540664467915,0.027366081182276934,0.23754003466840592,0.12613274656106904
ROU,1995,42,0.06056530837587172,0.007620532350616882,0.008217818482427213,0.008955905300962557,0.14049101083365687,0.04319789040915389
ROU,2000,42,0.05339243950634463,0.006610684037641201,0.007150027136514172,0.007801377921394462,0.1310778974137853,0.035777075041090255
ROU,2005,42,0.05764928136667044,0.007360836661440828,0.00795098070234429,0.008666842356185585,0.13811388933819468,0.04034092797571642
ROU,2010,42,0.0537516882036871,0.005916516753981971,0.006284240222384845,0.006726082641898684,0.1204692149062654,0.03979439136425242
RUS,1995,77,0.06934589076369312,0.008348015732621783,0.008095714187874605,0.007929447580889001,0.12521496701668786,0.07399135821524007
RUS,2000,77,0.07109197718673799,0.009031417888492266,0.008708916041351381,0.008493876915841617,0.12939804461516083,0.07771724117184989
RUS,2005,77,0.07248765873968488,0.008981614794024484,0.008821071859019827,0.008754464448037886,0.13247225319311234,0.07339435983330647
RUS,2010,77,0.07032122033292797,0.008480974098142524,0.008263744694217211,0.008133317247035894,0.12711900530053735,0.07627285754336945
SLV,1996,14,0.06939154033436383,0.007642916842129921,0.007604405224005248,0.007597562717987918,0.12346485104874591,0.055360481179501556
SLV,1999,14,0.06386260716638972,0.006460124393029232,0.006447858125247109,0.006457931148529801,0.11393130172065374,0.04934599731660484
SLV,2010,14,0.05536288513989966,0.00488945797945306,0.004874606986695111,0.004872031175269973,0.09880860507225563,0.04236490454348853
SRB,2002,25,0.03947819032592357,0.002573393360041476,0.0026165191168418785,0.002668869967246289,0.07390977080709124,0.039388747339090535
SVK,1995,8,0.024669042822873577,0.0009546767484580609,0.0009606017800554527,0.0009671740482854905,0.044145472022918804,0.024893949814107065
SVK,2000,8,0.022428961481501027,0.0008350870430995361,0.0008430968640050791,0.0008518207621445555,0.04150389354516759,0.023189082378099888
SVK,2005,8,0.026493522730357717,0.0012190041656743311,0.0012389280942278653,0.0012606952103336793,0.0506836637562285,0.028216993788805007
SVK,2010,8,0.027238532726966053,0.001170913421613129,0.001177179609530655,0.001184489472360638,0.048844052511836884,0.029199446655075942
SVN,1995,12,0.0204935000477709,0.0008456010027292349,0.0008310715992115773,0.0008172801272474518,0.04010465831582861,0.02502844518992736
SVN,2000,12,0.02540276837421463,0.001160041814019075,0.0011437686475781507,0.001128597888607075,0.04721182768067859,0.02853941619394161
SVN,2005,12,0.025688109425705385,0.0011707798355817811,0.0011532879011990948,0.0011370234024616272,0.047369269655850456,0.02859467982322075
SVN,2010,12,0.025322581335603982,0.0010319404118183106,0.0010245755717519485,0.0010180334662000558,0.04499534881931053,0.028698201418094264
SWE,1995,21,0.04542192543889696,0.0034445822975661677,0.003396749016291805,0.0033598481888989654,0.08164949673220423,0.044057381805415505
SWE,2000,21,0.04846091813163363,0.004002995342591409,0.003910978255783879,0.0038354669727510516,0.08689109286229026,0.04527551467269274
SWE,2005,21,0.05142651370956314,0.00425544747894635,0.004219533093638622,0.004197320045709305,0.09152391979349439,0.04239162478897478
SWE,2010,21,0.04293087016444419,0.0034024834322501363,0.0032956702860061607,0.0032032065946991537,0.07903900853167818,0.045270817439978316
THA,1995,72,0.10570900560422727,0.01819882083122426,0.019165750149849826,0.02044913739992888,0.21031637128154726,0.08684787772395752
THA,2000,72,0.1010172283214308,0.01677385676212617,0.017626571747948967,0.01874048154031697,0.20083470557729066,0.0804545229187819
THA,2005,72,0.10436932429923639,0.017997550750335933,0.01889498542198149,0.020073004629931567,0.20777782306164347,0.08145361443769021
THA,2010,72,0.08411467303751792,0.01187985263766278,0.012341758817445399,0.012911264098737515,0.16494616141051419,0.06738278993254965
TUR,1995,61,0.05350047928653497,0.0044968697791815115,0.004491265749871039,0.004500293571538628,0.0951184441858765,0.04208867899266546
TUR,2000,61,0.04925733802443453,0.0037680739034764432,0.00379316818448659,0.003827012694297602,0.08797517474648045,0.03557488542885798
TZA,1994,20,0.08771989076830286,0.015722055859939243,0.017729170113773108,0.02046737273357383,0.2201866523442246,0.08272153823655723
TZA,2000,20,0.09241856807612643,0.016436558327761364,0.018235625231706902,0.020683957035069946,0.21922049295110102,0.08728783232434319
TZA,2005,20,0.09149313551349603,0.01667099051260945,0.018581822417397233,0.021173464481447624,0.22228850200229017,0.08298582332793905
TZA,2010,20,0.0933376025084667,0.01688601934235845,0.018563856122202214,0.02086159235073404,0.21907205575795957,0.08526589670723722
UKR,2005,26,0.0536460448736711,0.005989191129844529,0.006444387199730955,0.007007988916038414,0.12415154085423694,0.046949250171048916
UKR,2010,26,0.050007590795802,0.004988365901876013,0.005309392082912246,0.005698007340771489,0.11107366246726716,0.044203913539819666
URY,1995,19,0.1487232125707486,0.03886477395369636,0.037612204591040754,0.03701562643039047,0.2721390141494078,0.08191700714024525
URY,2000,19,0.14444092355312738,0.03624278460891961,0.03514977120491007,0.034642001998372314,0.2633679900259048,0.0824218618104858
USA,1995,51,0.05077058808724163,0.004528705589456283,0.004486855312460541,0.004475340169979469,0.09479295091090151,0.07850686684331251
USA,2000,51,0.05044597828166986,0.0043966080279215225,0.004336171223593612,0.0043030513227334775,0.0926867545930368,0.07632059077953719
USA,2005,51,0.050661381035763085,0.004530315377349603,0.004519731555630509,0.004540015536279409,0.09582536943724701,0.07817809851003019
USA,2010,51,0.051022163736408,0.004476485249245377,0.004455194430545172,0.004461765229523632,0.09482390060419156,0.07442819108004965
UZB,1995,12,0.0841985665611533,0.013328052617398445,0.0130364558998332,0.012987408974150957,0.16230982376895137,0.08787118275942808
UZB,2000,12,0.08711046333496818,0.014226258591557128,0.014025924129532824,0.01409285655214981,0.16986951169240105,0.08956211198322797
UZB,2005,12,0.08948389866730122,0.014581857364027728,0.01444329224806936,0.014570590685392452,0.1730253463470687,0.09167762805771329
VNM,1995,39,0.08534718554597072,0.011538962167014666,0.011444195005162704,0.011461648074909611,0.1522579144384432,0.0809200193417824
VNM,2000,39,0.07543616741367479,0.009238825121329008,0.009176101383912436,0.009194101764102132,0.13633668597250978,0.07502309289190487
VNM,2006,39,0.07095364791848663,0.0081926200012582,0.008156297365418735,0.008185998149553658,0.1287071410449622,0.07110634014835936
VNM,2008,39,0.07849916244362994,0.009970451026014904,0.009822309339526908,0.00975749821983075,0.13981914123565817,0.07784067105913538
ZAF,1995,4,0.03703398261514485,0.002821741197067351,0.00276217295645095,0.0027072675320716708,0.07289380614064127,0.037636658302633484
ZAF,2000,4,0.03651398770314187,0.0027290516386522246,0.002671285985270014,0.0026179850081359084,0.0716783072146901,0.03793097300026776
ZAF,2005,4,0.038375406807958236,0.0030807180312728555,0.0030061233455621304,0.002937564739379981,0.07582416227928032,0.04081365549316039
ZAF,2010,4,0.035853138720871244,0.0028415713267830878,0.0027694836620561387,0.002702841780059185,0.07268131102021531,0.039879270833153894
