metric,value
GINIW_lg,0.293110575018279
GINIW_lg2,-0.03196922860840223
GINIW_lg3,0.0011223624678749046
N,879.0
n_countries,180.0
CV_lg3,0.0015536232602278116
Theil GE(1)_lg3,0.00026862420295116615
MLD GE(0)_lg3,0.00025420468202777476
GE(-1)_lg3,0.00024299500528799476
