wb_group,n_country_years,mean_GINIW,median_GINIW,mean_logGDP
East Asia & Pacific,210,0.08190851984989073,0.07804275304079056,9.068684511693974
Europe & Central Asia,784,0.045761586942030454,0.04210962355136865,9.635756710989666
Latin America & Carib.,294,0.07289441807993817,0.07239929959177965,8.841828317317937
Mid. East & N. Africa,105,0.05780862917502717,0.0585254058241844,9.36549830842167
N. America & high-inc.,42,0.039418576418289074,0.03849386423826215,10.499219036230967
South Asia,105,0.04588735229557464,0.0450505763292312,7.813606117344648
Sub-Saharan Africa,147,0.09406112656504113,0.0962323024868965,7.526234337444171
