bin,x,tau,se,ci_lower,ci_upper
1,0,0.7257774832948957,0.005115687259874221,0.7157507362655422,0.7358042303242491
1,0.75,0.7257774832948957,0.005115687259874221,0.7157507362655422,0.7358042303242491
1,0.75,NA,0.005115687259874221,NA,NA
2,0.75,0,0,0,0
2,1.5,0,0,0,0
2,1.5,NA,0,NA,NA
