cut_inner,att_log,att_pct,se,ci_lower,ci_upper,n
0.05,-0.06612290671810006,-6.398418541028795,0.03826638330689525,-0.14112501799961474,0.008879204563414636,7534
0.1,-0.05603602982108692,-5.449493110178305,0.02389965740128662,-0.1028793583276087,-0.00919270131456515,7534
0.15,-0.043056864417554394,-4.21430794575306,0.018048896774339233,-0.0784327020952593,-0.007681026739849495,7534
