"horizon","method","RMSE","MAB","MedAB"
4,"SC",0.0150430855218659,0.013397850290487,0.0127613174271997
4,"DSC",0.0149150187952163,0.0132917168195434,0.0123937933898677
4,"SDID (i)",0.0133960766286482,0.0110480013217198,0.00987987520261213
4,"SDID (ii)",0.013409293043258,0.0110641898175484,0.0103241194356153
4,"SDID (iii)",0.0134425669288221,0.011129605215992,0.0106640644716958
4,"MASC",0.0139869789659559,0.0124073084289075,0.0112961069803145
4,"ASCM",0.0145599314152916,0.0130199596851304,0.012315440356259
