"iterations","ssr","loss_2018Q4","loss_2019Q4","solver"
100,0.00343639469876236,3.17651712577834,4.28907025322893,"Frank-Wolfe"
300,0.00311802378188628,3.03838478700042,4.18324265861849,"Frank-Wolfe"
1000,0.00296458882322086,3.05589737606753,4.20348201906051,"Frank-Wolfe"
3000,0.00283657870598274,3.06083873232068,4.21016909701633,"Frank-Wolfe"
10000,0.00275166151128313,3.05589483893013,4.2043775073963,"Frank-Wolfe"
30000,0.00271413651923304,3.04683416239785,4.18723614299195,"Frank-Wolfe"
1e+05,0.00269631319128928,3.04169784557257,4.17755385231,"Frank-Wolfe"
NA,0.00268681772238415,3.03881661680402,4.17208348420426,"exact QP"
