Coefficient,Estimate,Std. Error,t value,Pr(>|t|),2.5%,97.5%
n_lag1,0.9617211303689052,0.008357578708808317,115.07174073698125,0.0,0.9451967119151746,0.9782455488226357
w,-0.4146972948795471,0.1600238252478917,-2.591472202574477,0.010576740734154155,-0.7310928375474124,-0.09830175221168186
w_lag1,0.3555716246040065,0.15593152611375202,2.280306192505402,0.02411109036275838,0.04726728462611324,0.6638759645818997
k,0.39966825812334356,0.056522171303264354,7.0709997317505975,6.851808009855631e-11,0.2879138800827025,0.5114226361639846
k_lag1,-0.36749053369738693,0.056545282254208636,-6.499048533267067,1.3414707122905156e-09,-0.4792906061954268,-0.2556904611993471
