Coefficient,Estimate,Std. Error,t value,Pr(>|t|),2.5%,97.5%
d_w,-0.5242996397314096,0.21351561535798214,-2.455556418449134,0.015300629054386672,-0.946457958248058,-0.10214132121476116
d_w_lag1,0.5807547619368226,0.31280891598646793,1.8565799510712988,0.06548783095019761,-0.037724058773589975,1.1992335826472353
d_k,0.246329677554445,0.07772415383545568,3.169280917177074,0.0018797539553048193,0.09265521193612211,0.4000041431727679
d_k_lag1,-0.29247332924712466,0.19642250820601412,-1.4890010921781398,0.13875246687792608,-0.6808355370605754,0.09588887856632616
d_n_lag1,1.2327171534363732,0.4781559499738855,2.578065071664795,0.010976076357086528,0.28731786031549256,2.178116446557254
