mean_conflict01,mean_conflict25,mean_light,mean_rain,mean_drought,sd_conflict01,sd_conflict25,sd_light,sd_rain,sd_drought,min_conflict01,min_conflict25,min_light,min_rain,min_drought,max_conflict01,max_conflict25,max_light,max_rain,max_drought,n
.045542546,.014452692,-1.611658,3.8302002,-1.2153862,.20849189,.11934806,2.6194272,1.4777427,2.033711,0,0,-4.6051702,-4.6051702,-12.1292,1,1,4.1432934,6.0932159,12.6313,1
