quantity,value,lo95,hi95
att,-16.867982533346094,-23.044981655196505,-10.331599592461474
att_plugin,-16.80232808372322,,
att_scm,-15.68163446071527,,
rho_hat,0.31613590654572216,0.23115585282641316,0.40320672870619223
rho_ess,136.78062783987494,,
acc_rho,0.44412,,
step_rho_final,0.005060031985638565,,
rho_bound,0.9499999999999987,,
pre_rmse,0.18585622648706243,,
m_iter,500000.0,,
burn,250000.0,,
n_draws_used,5000.0,,
n_active_alpha,25.0,,
