intercept_mgwr_cs,beta1_mgwr_cs,beta2_mgwr_cs,beta3_mgwr_cs,beta4_mgwr_cs,unit_id
8.210210587719864,2.5902180562458823,3.1616401455803933,3.384337924864225,2.103638828098317,184
10.548125853890244,2.6373586164535454,2.9758726107068973,3.2698629783147886,1.7190718608724962,185
14.265675915216509,2.3218589294155954,2.7634703404974372,3.1298494608527845,0.9362200017095912,186
17.864631467173684,1.9920618227082543,2.5772299152747595,3.181277030116902,0.33292666143597055,187
20.384557744252586,1.9737617429642942,2.5196006999256224,3.454530105295302,0.19071487906190634,188
20.962694626449352,2.4110199382385353,2.7538822522078683,3.9525392646987996,0.6702164686767456,189
20.534347800047517,3.0600684796466915,3.0385302239067538,4.307632073746305,1.6555387982915364,190
20.04437146569893,3.8408896859313963,3.231619433169419,4.509587802688208,2.39230589115434,191
19.583755195772135,4.339339708674306,3.3422780168628488,4.626271628794435,2.823841880680182,192
19.601040805430948,4.53850190067384,3.4144183234551484,4.698372831146219,3.004605584614678,193
19.512969912562124,4.665824758634871,3.460067022302821,4.745612473930471,3.1109976602155247,194
4.715653448702323,2.209076628998006,3.487559442856653,3.5336990271196944,2.934914611050107,195
5.148303947706518,2.218238512163805,3.4382928755016606,3.537383379030201,2.895340075970436,196
5.737653927733042,2.246884148939955,3.384520879679456,3.524483568514647,2.7877001878862564,197
6.628088103323073,2.3583026080039478,3.3095413764326405,3.4886033596793484,2.649389822913827,198
7.91134704601256,2.6460619287088707,3.215980139190353,3.4246945857543434,2.3554429565030848,199
10.266292547258743,2.6810989560211613,3.064394562137009,3.362072741974765,1.8962185004855576,200
13.835567193454118,2.283457719083324,2.8545842608115906,3.3183304232101953,1.2165433270148367,201
17.42689409632709,1.8172418673251196,2.6978918678573343,3.456162411229566,0.6168887060012951,202
19.732740660820486,1.770964588072691,2.6692276139743596,3.7664501632455982,0.5355009354484891,203
20.144451100860625,2.251649925661947,2.869015848335068,4.126487990857973,1.1957940536756875,204
19.947979821333995,2.960797681265398,3.0528075289727243,4.408940309690843,2.0430025673637533,205
19.42664893551189,3.8518732371250075,3.224609443302632,4.583241816536607,2.580996532872437,206
19.455495597827912,4.219333405226514,3.328098954820973,4.68049236313112,2.863148117061426,207
19.4311214601922,4.432847406179078,3.3912336489467094,4.735240654411894,3.021939151240245,208
19.554324935084082,4.55448984987265,3.4440274238408906,4.760547636009941,3.0969863181904955,209
4.8033264042130135,2.2191041516003276,3.474653794341601,3.5610648301676955,3.003201106571422,210
5.211836429076147,2.2335186538109846,3.4349772501444713,3.546361354866892,2.9320686492766077,211
5.7974331756973605,2.282908849679101,3.3841582958488985,3.5404539193116986,2.8823555470258833,212
6.648687052788359,2.390664865609594,3.3231356157121303,3.4989905536358465,2.757793858725899,213
7.832001654596324,2.615011589339414,3.2372884681545213,3.4716963217549965,2.535802309473964,214
10.126431220973368,2.6708398611515443,3.1132231403410535,3.4390740731264855,2.0570576022246407,215
13.32656818945815,2.379973184700627,2.9373178997491283,3.47626876935984,1.4449598224681157,216
16.879454850504942,1.8572909191451241,2.7830224638322685,3.654500461590521,0.852059342218469,217
19.02910028642936,1.7502106299062654,2.782741527668599,3.995394118782924,0.8317798399861513,218
19.403457663754587,2.280398711812897,2.927335525645081,4.282901733082494,1.5303833841043357,219
19.19397080790692,3.1080265252787154,3.092110711810281,4.491829016706554,2.307438253005055,220
19.00794226463131,3.8532049519519544,3.2215902631101425,4.6199887080520865,2.6916041278227034,221
19.143164421050834,4.166077303317021,3.3147400041891624,4.721776705326479,2.8997282288577564,222
19.390903120441106,4.346671964193851,3.381085561236487,4.753680719796733,3.0136545052868318,223
19.364343606129182,4.477769422290823,3.4274223365318934,4.802512814717778,3.112187529731698,224
