beta1_mgwfer,beta2_mgwfer,beta3_mgwfer,beta4_mgwfer,unit_id
1.515583464235772,1.368556648796875,1.5929571207024145,-0.11657729777666688,151
1.5561294776522627,1.3967145719876441,1.580258991605983,-0.1064175948930055,152
1.6148662961659064,1.441415708999554,1.5639071780628742,-0.07116924280724674,153
1.6940546483880043,1.5014108269007151,1.5343475520914283,0.0003806868458145558,154
1.7658462523046115,1.564819346379837,1.4932410248239734,0.05272316163595769,155
1.8333919681343198,1.614774246054278,1.466005360143577,0.0465858457945546,156
1.859107697542006,1.6551635628340258,1.4634976840997789,0.027499991623843905,157
1.8315115626226477,1.696551437390797,1.4783605625529175,0.002308700227584072,158
1.7864765908592675,1.7561000695397482,1.5066524468439244,-0.04773938206128899,159
1.720013732485017,1.8307621901072337,1.5381510808307137,-0.11957882172417467,160
1.5892602146113333,1.8886333872113497,1.5662995249740062,-0.17910827583005204,161
1.42352355874171,1.9247774992762643,1.5813116731250652,-0.1756237011921057,162
1.3343043584034622,1.9492821989213318,1.595854340968209,-0.16089919097551128,163
1.2644594865019312,1.9620376931455137,1.6068948161678984,-0.15370178813384988,164
1.4670008960690832,1.372156832728215,1.582408839097585,-0.12253909676498202,165
1.4760346525320627,1.393907214736366,1.5737905524174949,-0.11742353955865541,166
1.4951349719404405,1.4245429855296783,1.557819338439393,-0.10306945707810296,167
1.5450011768631982,1.4668075425672569,1.536309174462054,-0.06816570581386193,168
1.6093503254665589,1.5254125405060712,1.5063775906288865,0.0028309327088097643,169
1.6928563344598428,1.586729374293845,1.473367708766089,0.052203626514381256,170
1.7796976265762805,1.6383279504803772,1.444667615620239,0.036055979801669163,171
1.8397895911092907,1.6874702926100393,1.4439526741173612,-0.01623715440801265,172
1.8089288047874021,1.7391511746268489,1.4574009917818291,-0.05825661090063353,173
1.7286765066389955,1.7995242800766913,1.487208504972197,-0.09419298064757232,174
1.6087484664233418,1.8645005807995665,1.5148203557373048,-0.13804876474326377,175
1.441291370648442,1.9077466773783212,1.5402491545771824,-0.1421517788581267,176
1.2867242625015347,1.9418877441640732,1.5602703985719348,-0.1385389616024341,177
1.2271678136834039,1.958206070851803,1.5765707162130538,-0.13088563751558022,178
1.206697859727327,1.97085008015159,1.5856093154638369,-0.1251938603438793,179
1.4433463379683706,1.3925681936461605,1.5685199313621834,-0.12129169201461172,180
1.444652800216639,1.4150557220805646,1.5529228795696135,-0.11508299412397573,181
1.4552308237427842,1.4461495776978968,1.5372950124550904,-0.0916878946251413,182
1.476149209470641,1.4856297529661824,1.5146197281319218,-0.06500825860310054,183
1.528268382022998,1.5366070003369654,1.4873408988067929,-0.013711751810430967,184
1.6108545267651229,1.5971447949021147,1.4587917408425397,0.01339247852128142,185
1.692614519651779,1.654264674121657,1.4356098585893422,-0.0003343024246696715,186
1.7248030403326053,1.7075573985014192,1.4303743572711332,-0.03357095068784722,187
1.687972682306355,1.761895707448338,1.447249120270852,-0.07144653408590898,188
1.6097706674342136,1.8222048680009995,1.4748047059495895,-0.10269876060507226,189
1.476548270022749,1.8776782934492016,1.499218530569651,-0.11752527521733763,190
1.3101561769443923,1.920260878914039,1.5222407931310766,-0.11452877331073442,191
1.224558272564965,1.9412896667117172,1.542156130945948,-0.11094221733627281,192
1.1749134746989074,1.9643783723017103,1.5564678860656371,-0.10613378037718428,193
1.163140927580343,1.97402639088602,1.5719740405148859,-0.10349604172919585,194
