unit_id,coord_i,coord_j,alpha_true,alpha_hat,se_alpha,t_stat,p_value,significant_5pct
176,12,12,36.76622785477404,36.76640798669647,0.2922079657226947,125.82274372899124,0.0,1
177,12,13,41.36903189719904,41.83029696660955,0.29622033699381434,141.21345411703805,0.0,1
178,12,14,46.289149134238635,46.67156383353176,0.30114544185888553,154.98014363239707,0.0,1
179,12,15,51.548454853771354,51.62188718503492,0.3080800297313717,167.55999157117154,0.0,1
180,13,1,2.0681731724173913,2.187403042425369,0.2758003291350671,7.931111066057275,1.7541523789077473e-14,1
181,13,2,4.27892435387168,4.515512066523863,0.27520027509090583,16.408094305255588,0.0,1
182,13,3,6.642082744805096,6.523200181206451,0.2764556890837065,23.595825438887342,0.0,1
183,13,4,9.168155161948565,9.430217443554431,0.276327745618763,34.12692931879841,0.0,1
184,13,5,11.868372752582685,11.79423468587046,0.2790091467561224,42.2718567580855,0.0,1
185,13,6,14.75474092923811,14.985990419339732,0.2764422615280851,54.21020048274071,0.0,1
186,13,7,17.840092746849468,17.666368012629267,0.27930189716850956,63.251872585637045,0.0,1
187,13,8,21.138145959682596,21.25327310562298,0.282502876638024,75.23205908042905,0.0,1
188,13,9,24.663564011715266,24.169741040978977,0.2870017698816838,84.2146062407313,0.0,1
189,13,10,28.43202123164027,28.253758325677076,0.287161866889871,98.38965957312372,0.0,1
190,13,11,32.46027252235366,32.73049964338122,0.2867856040107493,114.1288097646436,0.0,1
191,13,12,36.76622785477404,36.40650718847367,0.28793205551614737,126.44131311885826,0.0,1
192,13,13,41.36903189719904,41.41911437327933,0.3004269560023676,137.8675033839271,0.0,1
193,13,14,46.289149134238635,46.77716456606024,0.29641723057146213,157.80852036124435,0.0,1
194,13,15,51.548454853771354,51.46648023508838,0.30880660343083793,166.66249899871428,0.0,1
195,14,1,2.0681731724173913,2.1693450715896496,0.2751342717899232,7.884677751981539,2.4424906541753444e-14,1
196,14,2,4.27892435387168,3.920797979350084,0.2751609473560535,14.249107720495813,0.0,1
197,14,3,6.642082744805096,6.712476523102613,0.2755414658406173,24.36103946324123,0.0,1
198,14,4,9.168155161948565,9.375791355409746,0.27664877427827117,33.890594237655904,0.0,1
199,14,5,11.868372752582685,11.842348793303778,0.2769263070374974,42.763538502321694,0.0,1
200,14,6,14.75474092923811,15.303625870263271,0.28026547921947215,54.60403440653212,0.0,1
201,14,7,17.840092746849468,18.56470930113034,0.2789713753541559,66.54700424931528,0.0,1
202,14,8,21.138145959682596,21.109150610820542,0.2792542350495881,75.59115659274468,0.0,1
203,14,9,24.663564011715266,24.613421889540156,0.2842192243990482,86.60013038028185,0.0,1
204,14,10,28.43202123164027,28.633602218485194,0.28553757927441925,100.27962796086652,0.0,1
205,14,11,32.46027252235366,32.556978618549245,0.2877845622669469,113.12969105114689,0.0,1
206,14,12,36.76622785477404,37.03617934643758,0.2919721392615436,126.8483336804311,0.0,1
207,14,13,41.36903189719904,41.723540098094055,0.2965896125443458,140.67768503475688,0.0,1
208,14,14,46.289149134238635,46.721634924543025,0.2979762273453095,156.7965181007534,0.0,1
209,14,15,51.548454853771354,51.33650049927558,0.3099721920127703,165.6164708386506,0.0,1
210,15,1,2.0681731724173913,1.4451941098749503,0.2758032515945298,5.239945872717963,2.4826714972725483e-07,1
211,15,2,4.27892435387168,4.189190582130639,0.2752499710162239,15.219585915537545,0.0,1
212,15,3,6.642082744805096,6.489266154177982,0.27513390073090843,23.585847243610793,0.0,1
213,15,4,9.168155161948565,8.987956765324643,0.2762727660788633,32.532909026432925,0.0,1
214,15,5,11.868372752582685,11.91827707780893,0.277620356902641,42.9301266332878,0.0,1
215,15,6,14.75474092923811,14.741325241690571,0.27835732726517864,52.95827987185395,0.0,1
216,15,7,17.840092746849468,17.58006899136198,0.2819644921991163,62.3485207454681,0.0,1
217,15,8,21.138145959682596,21.03575812096427,0.28218388962967617,74.54627600665131,0.0,1
218,15,9,24.663564011715266,23.92768378631792,0.284647203762515,84.06084257999987,0.0,1
219,15,10,28.43202123164027,28.065001540122715,0.2886134914378109,97.24078178157528,0.0,1
220,15,11,32.46027252235366,32.09815386417566,0.2876132116332844,111.60180605716326,0.0,1
221,15,12,36.76622785477404,36.48398825640695,0.2903772958504483,125.6433914695491,0.0,1
222,15,13,41.36903189719904,41.421279746365535,0.29406592049380337,140.85712372521718,0.0,1
223,15,14,46.289149134238635,46.06137002659378,0.30555409427468666,150.74702283382132,0.0,1
224,15,15,51.548454853771354,51.15504574681249,0.30821856154687366,165.97003597083125,0.0,1
